 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42
1120,2462.659,2201.515,3635.925,2471.909,2870.213,3465.349,3891.886,2988.416,1865.525,5135.301,4845.659,1771.573,2775.781,2040.653,1917.850,1756.578,1312.073,2550.302,4463.063,5323.878,2838.079,2504.431,1181.087,1287.373,1177.376,1088.515,2016.262,3888.361,1100.656,1208.602,1076.885,2469.999,1178.904,2471.817,1287.492,2867.302,3076.844,3512.421,2339.864,2788.695,1757.403,4894.909
1121,2464.882,2201.656,3633.750,2471.112,2869.917,3464.930,3891.735,2988.998,1863.776,5136.749,4842.691,1773.144,2773.672,2036.773,1918.139,1757.429,1311.392,2551.079,4464.140,5322.482,2837.188,2509.042,1180.624,1287.898,1179.988,1087.302,2014.680,3882.385,1102.381,1207.823,1077.512,2468.303,1179.130,2468.672,1289.271,2863.551,3076.840,3510.623,2336.787,2791.043,1757.936,4897.364
1122,2461.063,2198.595,3629.224,2468.065,2865.959,3463.622,3887.379,2982.763,1862.695,5135.297,4838.604,1772.202,2769.433,2037.729,1920.076,1757.617,1314.865,2549.944,4459.822,5326.583,2835.382,2503.640,1180.113,1288.492,1179.913,1087.922,2015.356,3884.551,1102.710,1209.927,1076.756,2467.627,1179.194,2468.904,1290.176,2860.519,3071.731,3507.955,2335.906,2785.919,1758.091,4893.687
1123,2464.728,2200.618,3629.669,2470.030,2871.649,3468.847,3893.595,2988.641,1866.072,5137.819,4843.725,1774.443,2775.075,2037.445,1921.111,1757.601,1313.841,2549.114,4460.041,5324.670,2837.634,2505.372,1181.816,1291.085,1179.013,1088.340,2015.985,3888.497,1102.162,1209.364,1079.214,2467.572,1179.722,2470.403,1293.316,2867.420,3074.587,3511.253,2337.632,2790.005,1760.269,4897.696
1124,2462.019,2199.255,3629.555,2470.715,2867.133,3470.455,3891.495,2987.785,1864.932,5133.644,4841.271,1776.944,2774.048,2038.061,1920.493,1756.889,1317.131,2549.141,4457.001,5325.466,2836.332,2505.194,1184.594,1292.285,1179.400,1089.004,2013.806,3888.997,1101.242,1208.010,1078.873,2467.699,1179.604,2467.521,1295.227,2864.079,3074.016,3506.882,2333.682,2788.844,1759.872,4894.832
1125,2460.590,2203.640,3629.580,2474.092,2869.783,3469.460,3889.443,2986.386,1865.386,5136.255,4844.015,1775.431,2777.141,2035.267,1921.780,1755.866,1317.218,2547.744,4457.297,5311.748,2835.389,2503.407,1184.033,1292.994,1181.367,1088.235,2016.219,3886.218,1104.406,1208.622,1077.063,2468.978,1178.512,2466.801,1294.221,2862.858,3073.303,3506.968,2334.943,2789.918,1758.003,4894.065
1126,2464.133,2203.246,3632.925,2470.906,2872.779,3476.685,3892.048,2987.645,1867.055,5136.960,4850.291,1779.495,2778.652,2037.236,1923.549,1758.260,1317.985,2548.905,4460.969,5316.548,2837.374,2503.484,1185.819,1294.109,1183.205,1089.358,2017.533,3886.947,1105.417,1208.023,1079.100,2472.247,1181.560,2468.948,1297.247,2864.189,3072.774,3505.396,2336.065,2791.544,1760.460,4897.085
1127,2466.105,2204.418,3629.601,2471.577,2876.056,3477.591,3891.157,2988.852,1866.762,5139.209,4851.397,1779.768,2780.170,2037.429,1924.683,1757.557,1316.607,2552.613,4461.744,5321.778,2836.071,2505.049,1189.329,1297.792,1183.852,1090.734,2015.914,3890.928,1107.201,1208.568,1080.821,2470.897,1182.060,2470.507,1295.913,2864.669,3076.784,3506.111,2337.252,2795.479,1763.546,4901.516
1128,2465.415,2203.447,3630.276,2470.010,2874.353,3477.687,3887.635,2988.573,1863.984,5134.534,4849.183,1779.693,2779.534,2036.384,1922.507,1758.340,1318.762,2548.608,4455.531,5316.181,2832.056,2502.262,1188.964,1293.347,1183.933,1090.988,2014.569,3888.132,1106.532,1207.361,1080.273,2468.229,1181.011,2467.763,1296.491,2863.557,3073.301,3503.119,2335.229,2793.498,1761.318,4898.115
1129,2464.902,2204.627,3625.399,2468.898,2874.175,3475.546,3884.674,2983.323,1864.913,5136.471,4846.217,1781.885,2780.471,2035.604,1922.419,1756.914,1316.771,2551.289,4455.866,5322.308,2832.765,2503.264,1189.385,1298.294,1184.590,1092.126,2015.616,3886.157,1103.491,1207.709,1081.005,2467.136,1181.413,2466.145,1297.166,2862.396,3073.625,3502.798,2335.030,2791.912,1762.530,4898.530
1130,2465.469,2202.605,3623.020,2467.336,2872.611,3473.896,3881.911,2982.973,1862.840,5132.193,4844.639,1782.624,2778.669,2034.817,1920.208,1758.011,1318.249,2549.581,4455.858,5318.557,2831.642,2502.740,1189.233,1300.198,1184.480,1091.761,2012.743,3885.822,1105.584,1206.620,1079.777,2469.603,1181.482,2467.553,1297.899,2863.736,3070.865,3498.360,2333.363,2792.263,1760.733,4895.666
1131,2465.958,2205.438,3623.703,2469.808,2877.183,3477.627,3888.471,2987.589,1863.439,5133.975,4846.503,1782.963,2779.155,2035.322,1920.741,1758.088,1318.304,2550.974,4454.983,5327.609,2834.373,2503.714,1190.998,1299.242,1185.346,1093.606,2016.492,3889.436,1107.715,1208.838,1080.099,2470.692,1182.395,2466.776,1302.229,2863.686,3071.977,3502.198,2333.989,2794.888,1763.754,4898.713
1132,2465.641,2200.494,3625.739,2469.323,2872.469,3477.897,3883.636,2993.202,1863.494,5133.636,4844.297,1783.734,2780.512,2036.342,1922.229,1756.421,1320.887,2550.645,4459.490,5319.552,2835.578,2502.575,1189.061,1303.377,1188.942,1093.177,2011.749,3890.685,1107.220,1208.906,1079.472,2469.613,1181.465,2466.509,1301.150,2857.900,3072.815,3502.227,2334.216,2792.246,1761.887,4901.822
1133,2466.815,2202.942,3627.480,2469.716,2875.803,3480.421,3887.588,2988.174,1863.374,5134.167,4842.611,1788.913,2783.429,2034.816,1923.903,1757.358,1322.411,2548.156,4451.600,5321.088,2834.601,2502.181,1191.200,1303.192,1188.548,1092.956,2013.759,3890.354,1113.263,1209.927,1078.274,2471.219,1182.358,2466.140,1303.105,2862.543,3073.443,3500.599,2333.939,2791.698,1763.388,4898.075
1134,2466.134,2202.156,3624.424,2470.573,2873.465,3480.080,3884.486,2988.382,1863.727,5129.918,4842.301,1789.339,2781.398,2034.444,1921.390,1755.128,1321.683,2547.452,4448.260,5307.844,2835.815,2503.126,1192.662,1306.567,1189.772,1093.741,2015.983,3889.556,1113.299,1211.016,1078.841,2467.864,1181.047,2465.404,1304.790,2862.349,3072.065,3498.313,2334.203,2790.621,1762.089,4897.557
1135,2467.202,2203.346,3631.052,2472.635,2873.017,3483.523,3886.849,2984.532,1864.417,5133.922,4849.604,1792.020,2784.971,2032.842,1919.284,1758.173,1321.142,2550.442,4456.333,5317.645,2837.135,2503.172,1196.288,1308.133,1191.704,1093.504,2016.048,3893.227,1113.760,1213.061,1080.508,2469.322,1182.686,2467.197,1306.767,2862.714,3075.288,3498.881,2336.167,2793.194,1762.080,4897.016
1136,2467.988,2203.089,3625.267,2472.333,2877.395,3482.236,3884.582,2987.453,1862.347,5131.831,4849.482,1793.245,2782.322,2034.866,1915.661,1755.711,1325.748,2547.666,4454.677,5319.679,2833.973,2500.342,1196.553,1308.993,1192.505,1093.598,2014.910,3891.519,1115.799,1212.746,1078.821,2467.798,1182.387,2468.817,1306.640,2862.161,3072.100,3497.258,2335.041,2794.091,1764.802,4894.246
1137,2468.932,2201.542,3627.220,2472.535,2876.318,3482.243,3887.364,2986.999,1861.477,5135.356,4845.479,1792.113,2783.525,2032.694,1918.455,1757.531,1324.493,2548.808,4457.495,5317.666,2832.834,2502.080,1200.546,1310.167,1195.002,1094.324,2014.590,3889.959,1113.292,1211.760,1077.669,2465.558,1182.187,2465.748,1308.243,2861.052,3072.600,3496.491,2335.718,2794.094,1763.278,4899.042
1138,2470.542,2204.000,3629.420,2473.905,2877.714,3484.009,3886.047,2991.289,1862.866,5136.101,4850.454,1795.327,2784.977,2036.510,1919.052,1757.993,1324.177,2552.429,4458.294,5317.342,2836.927,2508.049,1201.046,1314.286,1197.320,1094.825,2017.095,3896.457,1120.129,1212.645,1078.306,2468.405,1183.385,2468.724,1310.164,2864.187,3077.990,3502.195,2336.583,2793.013,1765.480,4903.123
1139,2470.328,2203.366,3628.499,2473.927,2875.572,3482.073,3885.206,2990.353,1864.282,5134.950,4843.513,1795.651,2783.250,2036.432,1917.828,1756.005,1326.115,2547.916,4452.879,5317.367,2834.015,2503.127,1201.261,1317.539,1200.086,1095.979,2014.325,3898.255,1118.220,1211.706,1080.468,2467.601,1183.450,2467.902,1309.760,2860.190,3073.814,3496.248,2335.951,2793.302,1765.089,4895.213
1140,2469.820,2200.786,3625.174,2474.890,2874.699,3484.073,3886.571,2991.539,1861.830,5133.042,4839.361,1794.216,2781.456,2035.104,1917.865,1756.954,1327.673,2550.117,4458.898,5314.291,2835.066,2503.621,1200.095,1317.466,1201.302,1094.629,2015.029,3895.872,1120.756,1214.278,1081.992,2466.888,1183.712,2464.521,1309.766,2858.902,3071.238,3499.369,2335.476,2793.449,1764.511,4897.948
1141,2470.095,2199.612,3626.764,2472.961,2869.942,3482.741,3888.501,2993.114,1863.220,5131.934,4837.742,1797.236,2784.014,2035.286,1917.996,1757.860,1325.732,2549.155,4456.135,5313.324,2834.792,2504.746,1202.284,1318.614,1201.460,1095.636,2011.997,3892.213,1119.228,1213.337,1081.112,2464.431,1183.878,2467.869,1312.410,2857.997,3070.904,3500.303,2335.920,2792.082,1764.914,4900.383
1142,2472.948,2201.602,3630.285,2472.853,2870.517,3485.237,3889.448,2993.196,1864.313,5132.216,4839.660,1800.591,2787.867,2035.912,1919.480,1757.759,1330.478,2550.350,4459.410,5312.089,2835.612,2503.456,1203.802,1320.345,1201.470,1096.305,2013.460,3897.366,1119.486,1212.780,1079.763,2466.668,1184.154,2467.177,1314.691,2858.324,3077.446,3498.767,2338.245,2793.426,1764.960,4899.942
1143,2471.766,2204.374,3629.979,2476.096,2869.024,3487.633,3886.596,2993.881,1862.879,5129.365,4840.783,1801.012,2784.603,2035.901,1922.034,1759.104,1331.329,2548.851,4457.318,5320.501,2836.818,2505.683,1204.671,1321.642,1204.529,1095.775,2015.563,3898.253,1119.145,1213.654,1081.884,2469.132,1184.140,2469.097,1318.452,2860.616,3076.699,3500.785,2336.861,2790.358,1765.553,4900.989
1144,2470.102,2202.737,3627.937,2474.898,2869.742,3487.910,3885.881,2993.011,1865.021,5129.018,4838.332,1799.120,2785.063,2033.680,1920.420,1757.704,1329.165,2549.931,4458.935,5309.358,2835.024,2508.051,1205.354,1321.233,1205.640,1096.433,2013.229,3902.596,1123.066,1212.803,1081.506,2468.206,1184.436,2469.369,1318.757,2860.293,3074.869,3497.420,2337.508,2789.420,1765.323,4900.016
1145,2472.189,2200.389,3627.540,2472.825,2871.875,3485.672,3881.431,2993.067,1862.812,5126.710,4836.806,1801.858,2785.232,2033.203,1923.495,1756.849,1331.382,2549.294,4460.877,5313.146,2833.471,2506.675,1205.946,1322.400,1205.087,1096.610,2016.358,3899.146,1124.348,1214.279,1081.254,2464.259,1183.760,2469.428,1319.568,2858.594,3077.768,3495.326,2339.810,2790.333,1763.955,4901.924
1146,2473.253,2201.294,3627.325,2475.368,2869.658,3484.422,3878.325,2987.650,1862.931,5124.293,4833.971,1800.856,2786.180,2032.373,1923.546,1756.902,1330.328,2548.041,4456.028,5309.292,2833.031,2505.683,1204.201,1323.639,1205.973,1096.513,2013.825,3894.462,1123.167,1214.141,1080.787,2466.483,1184.036,2469.255,1319.767,2854.926,3077.660,3494.353,2340.264,2790.635,1765.166,4899.929
1147,2472.868,2201.655,3625.104,2474.324,2874.370,3484.189,3876.749,2989.855,1863.058,5129.410,4836.761,1803.106,2781.855,2031.930,1922.638,1756.121,1328.672,2549.573,4461.705,5314.117,2833.272,2506.720,1205.735,1324.978,1206.442,1097.624,2013.156,3894.890,1125.891,1213.782,1081.447,2463.006,1183.825,2468.285,1320.833,2857.390,3079.452,3496.994,2337.394,2789.986,1765.708,4901.260
1148,2475.463,2199.910,3625.770,2475.562,2872.025,3484.416,3877.551,2988.880,1861.271,5125.875,4836.424,1804.437,2784.030,2035.703,1926.533,1756.554,1331.970,2550.641,4462.377,5311.450,2836.634,2506.949,1205.018,1333.136,1209.453,1097.829,2013.812,3897.550,1125.981,1215.697,1081.039,2466.452,1184.031,2469.692,1323.797,2857.780,3084.768,3498.100,2341.868,2793.426,1766.661,4902.323
1149,2472.244,2199.733,3621.787,2472.401,2871.057,3484.837,3875.729,2987.658,1862.374,5123.283,4828.877,1802.761,2785.650,2034.884,1924.901,1755.420,1334.445,2550.941,4457.115,5313.806,2837.828,2506.217,1203.666,1334.760,1211.430,1097.120,2012.016,3894.589,1128.535,1215.938,1081.992,2467.105,1184.335,2467.171,1322.553,2858.155,3080.721,3498.728,2338.979,2791.464,1766.509,4903.604
1150,2473.833,2197.476,3617.256,2469.328,2866.327,3482.765,3875.312,2988.269,1859.968,5123.680,4826.762,1800.841,2782.296,2030.733,1924.149,1753.766,1332.768,2549.103,4451.994,5303.756,2830.611,2507.924,1204.248,1332.007,1210.690,1096.293,2010.815,3895.118,1127.805,1215.248,1079.586,2460.310,1183.583,2468.079,1323.350,2855.623,3081.251,3492.595,2338.088,2790.180,1765.407,4900.989
1151,2472.352,2200.821,3620.937,2470.382,2870.286,3483.531,3878.275,2988.957,1860.982,5127.703,4827.393,1804.041,2784.128,2031.817,1922.456,1756.889,1336.938,2547.409,4450.738,5308.855,2828.775,2508.286,1204.670,1335.870,1215.651,1096.830,2014.020,3901.397,1128.807,1215.679,1080.599,2461.552,1183.620,2465.882,1323.492,2859.787,3080.651,3495.819,2339.038,2789.304,1765.661,4899.993
1152,2470.670,2199.812,3622.014,2469.312,2872.008,3484.938,3874.401,2991.503,1861.344,5123.915,4831.065,1802.544,2786.979,2031.778,1919.005,1757.037,1330.214,2547.860,4452.082,5301.645,2833.185,2505.760,1204.107,1339.058,1214.844,1096.287,2012.985,3894.717,1131.345,1217.261,1080.299,2463.025,1184.171,2466.916,1325.976,2861.141,3080.810,3493.946,2337.798,2788.894,1766.812,4896.592
1153,2474.673,2199.697,3622.697,2469.219,2869.000,3484.660,3874.616,2988.430,1861.407,5120.469,4831.306,1802.466,2784.487,2031.972,1920.447,1755.774,1335.660,2547.297,4453.918,5304.035,2830.562,2506.248,1204.354,1340.400,1214.940,1097.339,2011.607,3899.403,1129.264,1215.973,1079.446,2463.146,1182.699,2467.161,1325.599,2858.231,3078.272,3489.221,2337.213,2787.575,1765.116,4899.578
1154,2474.739,2198.220,3616.411,2465.430,2867.637,3483.442,3867.473,2982.404,1857.138,5115.359,4823.790,1799.392,2781.668,2030.284,1915.940,1754.200,1333.288,2546.296,4449.304,5298.297,2826.657,2503.612,1205.000,1340.556,1213.620,1096.703,2010.565,3892.858,1129.154,1214.082,1079.726,2460.856,1182.578,2466.891,1327.138,2856.993,3078.746,3484.718,2336.326,2787.250,1764.257,4890.788
1155,2476.872,2198.573,3620.361,2469.740,2870.159,3487.151,3875.503,2982.117,1860.690,5118.481,4828.627,1802.304,2784.746,2031.947,1915.928,1755.732,1337.767,2548.367,4452.672,5302.869,2829.596,2503.754,1206.419,1343.309,1216.545,1097.992,2012.682,3893.998,1131.629,1216.264,1079.684,2458.658,1184.317,2468.728,1330.061,2858.307,3079.869,3486.793,2338.261,2791.664,1766.163,4899.748
1156,2479.278,2199.830,3622.904,2471.838,2870.499,3490.702,3871.893,2986.049,1860.516,5122.581,4830.966,1802.461,2784.624,2031.524,1914.880,1756.090,1332.262,2548.570,4456.672,5307.439,2829.120,2503.872,1209.211,1345.990,1216.201,1099.279,2012.411,3897.430,1135.217,1215.322,1079.915,2461.134,1184.081,2468.109,1331.252,2858.597,3079.891,3489.764,2338.073,2793.001,1767.409,4899.444
1157,2481.879,2200.109,3621.699,2470.650,2871.655,3488.890,3873.712,2982.613,1859.872,5119.417,4828.175,1801.718,2786.029,2029.866,1913.888,1756.944,1337.570,2547.762,4453.869,5306.680,2829.193,2507.021,1208.696,1344.151,1218.896,1098.405,2008.706,3901.986,1135.638,1214.859,1081.920,2461.744,1184.340,2466.790,1333.921,2857.066,3077.370,3486.022,2337.169,2791.033,1767.771,4902.438
1158,2479.924,2199.275,3614.889,2467.448,2870.533,3485.854,3872.152,2981.142,1859.939,5115.210,4822.886,1799.592,2783.327,2029.382,1911.525,1755.003,1338.459,2547.404,4449.409,5305.740,2831.513,2502.967,1208.940,1348.470,1219.302,1100.364,2010.513,3901.923,1136.274,1214.718,1079.333,2459.914,1184.235,2465.008,1334.221,2852.985,3074.769,3484.584,2336.245,2790.617,1767.641,4896.264
1159,2483.665,2199.636,3618.280,2468.788,2867.091,3488.190,3874.763,2981.915,1859.600,5115.158,4820.989,1797.309,2781.382,2029.617,1911.803,1754.870,1335.390,2545.114,4443.965,5288.654,2829.538,2504.838,1209.973,1348.273,1220.106,1099.295,2010.886,3898.850,1136.818,1215.606,1078.539,2458.936,1184.672,2464.161,1334.423,2853.124,3079.226,3485.179,2334.801,2788.724,1768.548,4897.796
1160,2482.995,2199.237,3620.674,2469.364,2869.815,3491.930,3874.702,2986.094,1860.747,5119.195,4821.791,1802.101,2784.637,2028.950,1914.104,1754.604,1339.088,2548.302,4455.470,5298.534,2830.193,2507.554,1212.256,1352.371,1221.612,1100.795,2010.380,3908.408,1138.209,1215.870,1080.024,2460.759,1184.184,2468.368,1338.056,2857.229,3079.408,3488.757,2334.870,2791.823,1768.461,4901.746
1161,2480.140,2200.314,3617.829,2469.569,2871.017,3490.536,3871.176,2985.447,1861.010,5115.743,4824.755,1798.340,2783.676,2029.415,1914.106,1755.450,1340.792,2545.352,4444.817,5299.230,2829.570,2507.410,1213.650,1354.018,1220.597,1100.743,2012.060,3903.292,1139.677,1215.235,1079.784,2459.169,1183.858,2462.017,1338.192,2857.498,3080.667,3481.542,2333.347,2788.832,1769.325,4899.536
1162,2484.013,2201.398,3618.112,2470.537,2869.666,3495.797,3874.793,2982.830,1860.536,5114.241,4825.593,1799.306,2785.684,2029.757,1912.380,1754.692,1339.033,2545.081,4449.185,5301.142,2830.656,2503.873,1213.023,1356.716,1219.797,1100.533,2011.893,3905.065,1140.018,1216.963,1079.507,2459.176,1185.106,2461.821,1342.670,2857.379,3076.578,3485.613,2333.958,2790.367,1768.568,4900.778
1163,2486.048,2199.284,3615.800,2470.749,2866.297,3490.877,3871.358,2981.733,1858.837,5114.489,4822.588,1797.492,2780.904,2029.974,1913.636,1757.018,1342.457,2545.617,4443.218,5301.458,2826.131,2504.491,1215.182,1356.737,1219.770,1101.274,2009.731,3906.694,1139.845,1215.905,1080.388,2455.531,1185.176,2462.658,1342.275,2856.944,3081.856,3483.063,2331.093,2789.428,1768.709,4894.300
1164,2483.930,2200.441,3617.795,2468.172,2869.558,3493.642,3870.133,2982.600,1856.502,5115.158,4825.129,1796.815,2784.089,2030.292,1912.110,1754.510,1341.044,2548.426,4444.018,5291.917,2827.957,2506.198,1216.828,1360.371,1220.191,1101.921,2011.278,3907.449,1139.199,1217.006,1082.747,2456.369,1184.860,2461.728,1343.490,2858.869,3080.746,3480.147,2330.808,2790.513,1770.366,4899.801
1165,2486.449,2198.646,3616.957,2465.882,2867.784,3491.555,3864.894,2980.266,1856.684,5113.265,4822.422,1798.675,2781.002,2028.473,1908.828,1753.607,1341.213,2543.360,4446.362,5296.284,2825.564,2503.603,1215.755,1361.712,1221.506,1100.639,2010.546,3905.822,1139.801,1217.214,1081.145,2454.485,1184.814,2461.931,1346.515,2853.237,3079.709,3478.982,2329.235,2786.072,1770.804,4893.375
1166,2488.813,2201.728,3620.031,2472.165,2870.773,3495.212,3874.811,2983.878,1859.616,5117.705,4830.658,1799.960,2784.390,2029.288,1909.041,1754.357,1342.878,2546.383,4444.998,5297.563,2830.503,2502.887,1217.170,1365.030,1222.472,1101.428,2010.837,3909.725,1142.106,1217.633,1083.730,2457.613,1185.861,2461.941,1347.831,2857.361,3085.609,3485.179,2334.333,2792.734,1771.418,4900.740
1167,2485.017,2199.153,3615.469,2467.625,2865.152,3488.928,3866.070,2979.128,1857.081,5116.879,4821.621,1796.349,2780.398,2027.463,1906.938,1752.234,1341.878,2543.525,4443.308,5296.324,2827.859,2500.837,1214.959,1365.380,1222.808,1100.285,2007.345,3904.976,1143.768,1217.220,1079.565,2457.065,1184.906,2459.627,1348.443,2851.558,3080.436,3481.471,2329.571,2789.293,1770.507,4894.991
1168,2487.633,2200.691,3614.751,2466.113,2867.022,3490.662,3868.107,2978.915,1858.255,5117.369,4819.337,1796.690,2780.205,2025.985,1909.420,1753.629,1341.465,2544.738,4440.703,5298.631,2826.732,2504.009,1215.503,1368.632,1221.858,1100.979,2010.656,3902.721,1147.392,1219.910,1082.139,2454.591,1185.729,2463.902,1350.968,2858.297,3081.581,3481.690,2332.009,2788.928,1770.244,4900.102
1169,2485.103,2199.321,3616.227,2464.071,2865.073,3490.049,3870.590,2984.479,1858.320,5110.565,4818.985,1795.179,2778.928,2028.185,1906.327,1755.885,1342.658,2542.744,4435.952,5299.375,2824.671,2500.513,1214.317,1365.847,1220.875,1100.967,2008.322,3906.257,1150.862,1219.458,1082.526,2454.080,1183.927,2463.219,1351.766,2858.096,3081.214,3478.764,2331.608,2787.076,1770.901,4898.387
1170,2485.047,2201.283,3617.256,2465.624,2870.273,3490.800,3869.620,2982.841,1862.704,5114.584,4817.959,1795.287,2779.706,2026.244,1907.376,1752.544,1345.187,2545.748,4438.489,5298.106,2829.777,2504.369,1212.253,1368.885,1223.857,1100.805,2008.368,3906.524,1152.039,1219.746,1081.758,2457.730,1185.589,2461.872,1353.233,2857.366,3081.067,3480.920,2330.856,2789.710,1771.952,4896.216
1171,2486.537,2200.623,3618.308,2467.744,2869.486,3489.366,3871.773,2981.476,1860.050,5113.568,4821.925,1795.843,2781.821,2028.232,1903.575,1755.130,1345.136,2544.699,4439.563,5286.506,2825.870,2502.865,1212.226,1366.370,1223.732,1102.090,2009.378,3904.501,1153.900,1220.343,1081.670,2456.579,1184.317,2459.619,1354.422,2857.148,3081.627,3480.308,2332.355,2788.102,1771.170,4899.122
1172,2489.204,2203.598,3622.477,2469.218,2870.865,3495.928,3875.593,2979.650,1862.294,5116.248,4822.999,1797.048,2781.569,2028.503,1906.350,1754.472,1346.956,2544.709,4445.992,5298.612,2829.180,2504.639,1213.502,1371.145,1225.043,1103.463,2011.294,3912.623,1154.546,1222.391,1082.810,2459.210,1186.373,2462.491,1356.036,2861.589,3082.628,3482.079,2333.973,2792.033,1775.219,4900.057
1173,2487.125,2201.032,3620.939,2467.499,2865.711,3490.973,3870.637,2979.775,1860.133,5112.472,4819.398,1795.085,2781.224,2026.129,1904.129,1756.332,1348.538,2544.573,4436.926,5291.141,2824.493,2501.601,1210.130,1371.102,1226.470,1101.173,2010.375,3908.071,1155.970,1219.698,1083.096,2456.080,1186.406,2457.202,1355.761,2857.670,3075.178,3476.353,2330.025,2788.530,1771.312,4899.675
1174,2487.389,2200.609,3616.690,2464.145,2866.684,3489.002,3871.183,2974.883,1859.815,5112.311,4819.757,1795.308,2782.735,2024.934,1902.407,1753.549,1347.552,2544.164,4440.523,5287.989,2823.576,2501.268,1212.577,1371.909,1225.922,1101.877,2010.648,3906.734,1154.472,1219.772,1085.987,2455.011,1186.188,2458.041,1356.586,2861.533,3074.373,3477.552,2329.820,2786.783,1771.556,4898.594
1175,2490.387,2202.257,3619.659,2467.851,2875.943,3491.512,3869.625,2978.046,1860.107,5117.296,4821.931,1796.632,2782.908,2029.011,1904.194,1755.296,1347.801,2547.319,4440.926,5295.345,2826.685,2505.736,1211.213,1371.097,1226.551,1103.199,2011.870,3909.134,1155.175,1220.978,1087.629,2460.143,1187.415,2460.691,1358.916,2860.871,3074.783,3481.096,2331.651,2788.575,1772.226,4899.728
1176,2490.849,2200.406,3616.858,2466.129,2872.116,3490.642,3869.956,2977.744,1860.072,5112.248,4822.754,1793.348,2781.627,2027.370,1902.777,1754.972,1348.541,2544.595,4437.801,5292.105,2823.748,2502.600,1211.458,1375.210,1224.027,1103.286,2008.483,3907.002,1155.318,1219.405,1087.004,2457.543,1187.574,2457.700,1359.481,2858.720,3073.542,3479.028,2330.815,2791.076,1773.506,4901.188
1177,2488.768,2198.750,3612.101,2465.475,2867.910,3488.702,3869.802,2977.095,1860.165,5113.919,4816.934,1792.804,2778.792,2025.746,1902.575,1753.798,1348.733,2545.329,4437.364,5293.135,2822.914,2503.061,1208.444,1373.615,1226.310,1102.088,2008.319,3907.756,1155.633,1219.618,1087.759,2457.167,1186.337,2458.970,1361.762,2859.364,3069.069,3479.638,2327.791,2789.447,1771.332,4897.959
1178,2489.987,2198.056,3614.547,2460.927,2867.347,3486.708,3867.777,2977.534,1856.773,5114.300,4813.328,1790.657,2780.885,2024.903,1898.225,1752.810,1347.394,2542.067,4438.115,5285.541,2824.957,2500.989,1208.044,1376.044,1226.093,1103.360,2005.848,3902.807,1155.889,1219.023,1089.024,2456.346,1185.737,2458.504,1362.401,2856.715,3068.073,3475.161,2326.231,2789.553,1774.877,4898.886
1179,2492.157,2199.991,3617.919,2465.526,2873.486,3492.115,3867.241,2978.859,1860.364,5116.198,4814.507,1790.463,2782.448,2027.029,1903.134,1755.279,1349.650,2544.103,4439.859,5291.282,2826.126,2503.709,1209.389,1381.156,1226.232,1104.240,2008.473,3907.013,1158.298,1220.252,1089.960,2455.906,1187.198,2456.543,1365.268,2859.008,3065.115,3477.402,2329.878,2788.965,1772.520,4900.033
1180,2491.223,2198.984,3615.209,2464.707,2870.350,3489.331,3872.591,2979.638,1857.599,5107.190,4818.509,1789.721,2781.550,2023.824,1899.598,1756.699,1353.209,2544.136,4438.325,5295.260,2825.030,2505.073,1209.792,1384.167,1225.043,1104.536,2008.216,3908.270,1158.591,1218.744,1089.088,2455.696,1187.367,2458.119,1366.430,2859.438,3065.184,3476.392,2327.533,2788.779,1772.358,4897.415
1181,2493.177,2200.070,3616.541,2461.689,2872.672,3491.462,3871.899,2976.990,1858.045,5109.842,4815.783,1786.663,2784.404,2027.546,1900.839,1754.678,1351.372,2545.254,4443.247,5292.420,2825.454,2503.605,1208.131,1385.101,1227.221,1105.802,2009.464,3911.742,1160.198,1219.712,1089.488,2458.964,1188.055,2459.114,1370.533,2860.939,3063.799,3474.586,2326.062,2789.234,1771.039,4897.908
1182,2491.247,2199.361,3612.185,2458.623,2866.339,3488.331,3866.671,2972.282,1855.672,5104.707,4811.322,1787.213,2780.661,2024.546,1897.083,1753.318,1350.077,2541.582,4431.701,5284.545,2821.300,2498.432,1205.302,1386.993,1223.218,1105.599,2006.658,3904.692,1158.733,1216.506,1091.177,2449.755,1186.619,2452.804,1367.627,2851.912,3056.419,3467.571,2324.836,2788.722,1772.484,4896.128
1183,2493.106,2201.465,3615.454,2460.996,2871.981,3490.133,3868.670,2979.557,1857.694,5114.445,4819.850,1785.369,2781.229,2026.666,1899.690,1756.076,1353.697,2545.779,4439.421,5292.438,2823.865,2501.415,1208.250,1392.090,1226.055,1105.503,2008.194,3907.837,1163.116,1219.348,1090.009,2453.826,1188.014,2456.772,1371.479,2856.169,3058.930,3471.614,2326.810,2791.047,1772.696,4903.742
