 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39
1241,3994.491,2200.012,3863.510,2386.292,9425.493,3112.931,2302.731,2228.429,1899.132,3298.139,3072.445,1719.040,3516.865,2725.212,1894.354,1983.880,3160.350,3785.865,6998.167,4457.763,6461.810,1551.848,1627.307,2219.997,1308.087,6892.181,2062.609,12663.003,11608.337,6673.103,1645.170,1736.295,2177.319,6590.020,2319.489,4351.087,3791.563,1972.673,3329.266
1242,3992.830,2199.452,3862.485,2385.654,9423.735,3113.694,2301.835,2225.589,1897.182,3290.141,3071.208,1718.771,3515.868,2724.512,1893.906,1981.531,3156.132,3785.399,6987.127,4446.186,6451.230,1551.974,1625.971,2218.351,1305.425,6893.486,2058.647,12649.413,11588.642,6667.777,1647.217,1736.815,2177.246,6585.807,2319.940,4349.041,3788.528,1971.898,3327.388
1243,3998.158,2198.947,3860.407,2382.401,9418.877,3109.925,2302.168,2227.325,1896.663,3292.871,3071.126,1716.146,3516.124,2725.034,1893.276,1981.955,3160.006,3781.598,6993.333,4446.093,6450.812,1551.135,1624.865,2218.669,1307.225,6886.913,2059.503,12656.389,11585.357,6670.088,1648.427,1735.764,2174.273,6584.046,2318.923,4347.582,3785.330,1971.021,3329.032
1244,3992.991,2197.152,3857.885,2381.464,9413.285,3111.826,2300.904,2223.162,1895.225,3289.797,3066.084,1717.161,3512.718,2724.034,1893.264,1979.674,3155.505,3778.874,6988.679,4446.683,6448.640,1548.838,1623.357,2218.207,1306.142,6884.646,2058.099,12642.320,11580.354,6677.630,1645.081,1735.722,2174.208,6584.428,2317.758,4343.177,3781.934,1971.388,3325.668
1245,3993.756,2196.673,3855.670,2380.512,9419.618,3111.057,2298.689,2223.071,1897.730,3294.362,3071.182,1716.588,3512.732,2723.568,1890.706,1975.090,3157.865,3776.398,6988.231,4445.484,6445.421,1549.256,1623.049,2217.263,1303.539,6887.001,2059.599,12635.889,11588.137,6679.064,1645.339,1736.093,2177.794,6585.414,2318.743,4340.982,3786.132,1970.130,3328.545
1246,3990.373,2193.393,3854.484,2381.284,9414.442,3109.583,2299.229,2221.803,1894.970,3292.451,3068.646,1716.558,3514.385,2722.430,1890.766,1977.714,3156.950,3777.154,6987.321,4443.150,6438.810,1548.755,1622.845,2216.082,1307.072,6885.606,2057.191,12652.333,11573.499,6679.951,1643.087,1734.129,2176.297,6580.857,2317.890,4340.430,3784.658,1969.444,3326.407
1247,3991.178,2196.006,3854.146,2380.511,9417.286,3108.513,2298.447,2220.949,1895.401,3291.396,3066.304,1716.957,3514.207,2720.916,1891.023,1976.048,3157.192,3780.205,6984.300,4440.824,6435.270,1547.518,1622.406,2214.863,1304.921,6886.046,2057.378,12651.978,11581.433,6686.807,1643.147,1735.556,2173.955,6580.083,2316.894,4338.848,3784.696,1969.184,3322.206
1248,3990.393,2196.479,3855.787,2382.214,9420.283,3111.277,2300.944,2221.093,1896.289,3289.800,3067.926,1716.762,3511.812,2722.560,1891.138,1978.034,3156.817,3783.347,6983.403,4440.875,6442.316,1548.444,1623.545,2217.054,1305.417,6886.732,2058.393,12654.188,11581.783,6699.910,1644.146,1735.157,2176.370,6583.145,2316.892,4339.160,3783.914,1967.374,3325.985
1249,3987.365,2195.841,3854.553,2383.032,9408.874,3108.694,2298.414,2221.690,1897.582,3293.287,3066.063,1716.259,3516.294,2722.740,1889.789,1979.178,3156.783,3779.953,6983.565,4438.853,6441.861,1546.806,1622.924,2215.704,1306.183,6884.947,2058.434,12648.825,11577.162,6703.697,1643.978,1734.065,2174.696,6582.440,2315.789,4339.008,3786.311,1967.116,3320.097
1250,3982.901,2193.587,3853.047,2381.776,9407.191,3105.172,2298.639,2220.141,1894.844,3288.584,3064.244,1715.738,3512.906,2720.726,1888.140,1978.255,3156.423,3775.979,6975.235,4433.263,6445.256,1545.771,1620.516,2215.967,1305.100,6880.725,2054.131,12645.292,11577.565,6701.879,1641.662,1732.622,2174.881,6574.726,2315.413,4335.861,3782.671,1965.810,3322.157
1251,3982.018,2196.119,3851.024,2379.144,9406.208,3106.556,2300.328,2221.511,1896.064,3289.912,3064.278,1715.659,3512.654,2720.799,1888.156,1980.276,3156.945,3776.398,6970.698,4435.117,6444.472,1545.887,1621.199,2218.003,1306.804,6882.420,2055.514,12644.222,11565.922,6709.362,1642.673,1734.403,2172.980,6576.312,2316.455,4338.076,3780.989,1968.834,3318.437
1252,3982.905,2195.510,3851.392,2380.489,9406.349,3106.114,2300.048,2221.615,1893.402,3285.870,3062.556,1714.846,3509.624,2722.587,1889.818,1978.817,3156.909,3779.331,6974.723,4432.875,6443.795,1544.968,1620.385,2216.818,1306.597,6880.355,2054.399,12649.145,11567.776,6704.395,1642.015,1735.807,2170.900,6575.345,2314.622,4341.130,3781.404,1967.160,3315.323
1253,3979.326,2194.265,3851.088,2379.937,9404.521,3103.065,2297.684,2223.056,1892.578,3288.487,3061.704,1713.907,3511.074,2719.389,1889.859,1978.353,3149.052,3777.499,6971.599,4430.743,6442.076,1543.464,1618.527,2216.111,1305.170,6873.682,2054.398,12636.234,11555.817,6710.462,1642.161,1732.441,2172.539,6573.833,2312.705,4337.434,3777.680,1966.467,3318.245
1254,3981.272,2194.405,3849.861,2376.640,9401.443,3102.052,2299.808,2222.426,1895.363,3283.583,3061.841,1713.932,3505.035,2720.610,1888.389,1977.141,3155.124,3775.170,6970.604,4433.038,6442.424,1544.000,1619.840,2216.435,1307.224,6879.155,2053.776,12632.063,11559.856,6718.395,1639.861,1734.416,2170.801,6571.882,2315.952,4338.220,3778.379,1967.311,3320.148
1255,3980.491,2194.500,3851.021,2379.421,9400.137,3101.996,2297.435,2221.946,1894.419,3285.422,3062.486,1714.408,3506.592,2721.069,1887.542,1975.630,3151.608,3773.648,6971.557,4430.724,6437.011,1542.421,1620.136,2217.463,1304.242,6879.378,2051.007,12641.538,11559.473,6723.369,1638.775,1732.676,2171.923,6574.050,2313.647,4336.493,3781.088,1965.976,3317.081
1256,3979.177,2193.466,3850.390,2380.594,9403.930,3101.939,2297.496,2223.678,1894.807,3284.889,3061.766,1714.360,3513.350,2722.078,1891.934,1979.943,3153.491,3774.825,6967.568,4431.494,6440.066,1541.795,1619.810,2216.289,1305.336,6876.444,2052.114,12642.838,11555.848,6735.228,1641.717,1731.999,2171.009,6572.638,2314.755,4336.183,3781.731,1966.114,3312.989
1257,3974.209,2194.546,3852.393,2377.996,9403.328,3102.351,2300.166,2221.706,1896.659,3283.422,3062.062,1715.147,3514.552,2723.770,1889.812,1982.067,3153.630,3779.185,6965.248,4427.979,6438.998,1541.552,1619.664,2216.239,1304.243,6878.602,2051.191,12646.372,11560.782,6733.025,1639.281,1731.612,2173.025,6571.079,2312.987,4337.680,3782.122,1966.027,3314.799
1258,3975.895,2193.953,3846.759,2380.334,9400.009,3099.603,2301.643,2219.472,1895.871,3283.341,3062.285,1714.080,3508.121,2723.793,1886.890,1978.449,3153.071,3776.125,6966.388,4425.182,6437.860,1541.860,1619.158,2214.179,1304.359,6877.248,2052.211,12642.545,11566.141,6738.727,1640.259,1732.754,2169.977,6570.393,2312.527,4337.759,3779.602,1965.562,3315.141
1259,3972.272,2195.814,3846.105,2378.092,9400.155,3098.012,2302.083,2220.471,1894.351,3282.936,3061.034,1713.961,3508.842,2722.916,1887.100,1980.391,3152.072,3771.468,6963.502,4423.667,6435.832,1540.937,1619.309,2213.712,1305.109,6874.201,2051.719,12639.285,11570.583,6744.684,1640.318,1730.871,2171.175,6559.480,2309.537,4337.505,3778.664,1965.073,3311.713
1260,3969.853,2191.997,3847.508,2379.159,9400.297,3102.273,2299.499,2218.224,1893.971,3281.115,3060.565,1712.506,3506.434,2724.241,1886.344,1980.414,3153.540,3777.257,6959.043,4424.710,6442.080,1539.625,1619.093,2216.116,1304.132,6871.691,2051.170,12639.326,11557.388,6746.758,1638.733,1731.886,2169.772,6564.248,2310.412,4334.513,3776.508,1965.963,3313.228
1261,3974.042,2194.000,3848.848,2376.600,9394.774,3100.307,2302.794,2218.117,1892.504,3281.035,3056.329,1712.903,3511.071,2721.228,1884.467,1978.966,3147.240,3772.386,6953.698,4423.269,6439.259,1539.267,1617.731,2215.198,1304.810,6862.799,2049.362,12633.282,11557.256,6747.208,1639.389,1731.997,2169.246,6558.071,2308.554,4333.638,3774.682,1964.001,3311.049
1262,3970.896,2195.053,3844.612,2373.605,9393.531,3098.692,2302.356,2222.170,1893.965,3284.262,3058.087,1712.800,3507.108,2723.848,1889.496,1978.217,3145.077,3775.687,6958.330,4421.642,6439.340,1539.160,1617.621,2214.887,1304.112,6861.696,2050.645,12630.020,11562.190,6761.226,1638.444,1731.623,2166.905,6562.298,2311.367,4335.896,3775.917,1965.609,3316.650
1263,3971.541,2192.331,3842.388,2377.691,9387.165,3096.355,2299.960,2220.250,1895.119,3285.197,3056.466,1712.698,3506.909,2725.711,1885.917,1975.307,3148.979,3772.700,6956.608,4416.979,6435.550,1539.022,1618.469,2215.187,1305.317,6867.143,2049.514,12625.950,11555.331,6760.145,1637.679,1728.563,2169.676,6557.912,2309.665,4334.394,3773.426,1968.215,3312.535
1264,3967.797,2193.243,3840.882,2375.666,9387.964,3095.708,2300.219,2221.230,1894.480,3281.563,3060.328,1712.578,3509.487,2724.522,1884.247,1975.112,3147.201,3770.160,6950.642,4414.305,6436.565,1538.679,1617.353,2214.944,1304.307,6869.343,2049.224,12627.825,11554.821,6769.532,1635.835,1728.791,2169.403,6551.561,2312.656,4331.271,3772.645,1963.388,3309.625
1265,3966.634,2193.075,3841.965,2375.544,9384.356,3094.764,2300.394,2220.257,1892.532,3280.416,3061.495,1712.408,3508.978,2718.301,1882.064,1975.234,3147.678,3769.256,6950.033,4413.908,6433.497,1537.851,1618.263,2215.012,1304.675,6866.261,2047.045,12631.302,11555.867,6771.051,1636.419,1727.146,2169.986,6551.477,2310.842,4326.882,3770.294,1964.497,3313.600
1266,3963.258,2192.842,3841.026,2377.002,9385.631,3094.283,2299.379,2218.744,1894.863,3282.740,3061.660,1712.756,3507.233,2720.699,1883.621,1973.232,3147.083,3768.888,6950.547,4414.700,6439.160,1538.361,1618.570,2215.039,1305.138,6869.135,2047.729,12622.562,11550.097,6775.654,1636.565,1727.196,2167.611,6551.329,2309.841,4331.614,3769.553,1964.369,3313.414
1267,3962.589,2192.144,3843.706,2376.330,9381.687,3094.779,2300.391,2217.815,1894.310,3278.735,3059.094,1712.954,3504.336,2717.206,1883.580,1975.670,3143.490,3769.518,6941.128,4412.039,6436.216,1537.612,1619.426,2213.742,1304.872,6865.334,2046.654,12624.001,11552.914,6775.019,1635.590,1727.861,2167.338,6544.296,2306.167,4330.901,3770.292,1961.404,3315.040
1268,3961.482,2192.761,3844.085,2377.256,9384.942,3093.614,2299.381,2216.823,1894.412,3279.975,3059.854,1711.889,3507.865,2719.577,1882.722,1973.957,3142.825,3768.940,6942.247,4409.814,6436.822,1537.108,1617.863,2215.943,1304.453,6866.387,2047.740,12633.792,11553.230,6787.014,1636.101,1728.225,2168.309,6544.416,2306.926,4331.582,3768.958,1964.247,3314.865
1269,3956.474,2189.726,3841.590,2374.709,9374.604,3092.348,2298.515,2215.367,1892.304,3276.866,3056.859,1711.474,3505.342,2716.137,1881.996,1972.131,3139.801,3768.414,6929.068,4406.690,6430.858,1536.090,1618.856,2215.614,1304.742,6863.420,2045.894,12617.021,11537.576,6781.924,1634.953,1725.603,2167.407,6537.333,2304.942,4328.413,3764.221,1963.769,3306.194
1270,3959.815,2190.986,3840.076,2378.128,9375.483,3091.816,2299.458,2217.524,1893.259,3278.299,3056.306,1711.405,3506.325,2719.018,1882.444,1972.640,3136.678,3763.189,6931.318,4407.542,6429.811,1535.940,1618.340,2215.734,1304.704,6861.880,2044.746,12624.501,11544.694,6789.980,1634.652,1724.496,2167.901,6541.159,2304.931,4326.708,3764.656,1962.705,3307.509
1271,3957.883,2190.459,3835.865,2373.980,9369.808,3090.598,2299.807,2218.713,1892.538,3273.663,3055.114,1710.681,3505.674,2718.925,1881.525,1971.005,3137.816,3765.323,6928.408,4401.956,6430.585,1534.704,1617.185,2215.615,1305.006,6855.816,2046.248,12618.121,11544.970,6792.783,1634.290,1725.938,2165.084,6536.223,2305.061,4329.412,3762.944,1962.032,3308.878
1272,3956.027,2190.899,3833.884,2372.626,9366.117,3087.996,2300.564,2220.461,1891.723,3278.742,3053.275,1710.776,3506.625,2718.568,1881.830,1971.395,3137.165,3762.818,6933.140,4400.596,6430.097,1534.124,1617.032,2215.311,1305.198,6857.647,2044.667,12615.966,11543.119,6802.100,1634.779,1728.678,2166.965,6533.857,2304.036,4326.126,3761.968,1961.733,3308.458
1273,3958.005,2193.293,3837.806,2374.995,9366.019,3085.012,2299.537,2218.871,1892.914,3278.637,3057.761,1711.393,3503.824,2720.055,1881.570,1969.426,3138.083,3755.174,6927.378,4403.491,6427.751,1535.162,1617.190,2216.305,1301.880,6862.908,2045.000,12608.502,11544.604,6805.509,1634.724,1726.712,2171.068,6533.533,2304.041,4324.538,3761.709,1960.669,3312.063
1274,3956.626,2191.121,3835.070,2374.968,9362.921,3089.506,2295.221,2217.636,1892.392,3276.177,3054.319,1711.276,3508.036,2718.540,1881.138,1973.081,3142.947,3760.959,6924.609,4404.119,6420.576,1533.190,1617.089,2215.352,1303.232,6865.025,2041.720,12604.110,11540.735,6810.242,1631.831,1726.799,2171.024,6528.625,2303.995,4324.696,3757.745,1963.328,3309.706
1275,3956.115,2188.989,3833.801,2374.861,9362.409,3088.567,2297.957,2217.635,1891.888,3276.077,3052.809,1711.258,3502.794,2717.447,1882.674,1969.214,3136.384,3758.643,6919.735,4401.754,6419.515,1532.730,1616.922,2214.717,1304.132,6856.980,2042.824,12606.146,11534.808,6810.613,1632.236,1726.109,2167.093,6523.300,2302.343,4325.975,3758.410,1960.052,3308.663
1276,3954.209,2190.276,3834.048,2372.159,9354.200,3085.315,2299.086,2215.103,1891.318,3275.215,3052.279,1711.430,3502.922,2716.518,1878.983,1969.045,3138.284,3758.926,6918.360,4399.172,6414.365,1533.326,1616.720,2215.146,1303.851,6856.345,2041.527,12601.233,11534.945,6814.505,1631.688,1724.383,2166.087,6520.100,2300.473,4323.855,3757.297,1959.302,3302.686
1277,3952.250,2188.693,3834.167,2375.393,9359.011,3086.443,2298.376,2215.379,1889.918,3273.458,3051.829,1710.029,3506.530,2717.279,1877.557,1970.136,3134.978,3762.022,6916.178,4397.032,6415.150,1531.401,1614.443,2215.874,1302.336,6851.137,2041.512,12601.557,11539.513,6825.329,1632.590,1722.161,2165.471,6515.540,2302.589,4325.030,3754.725,1958.508,3305.357
1278,3948.721,2189.376,3830.492,2374.303,9365.532,3084.543,2296.517,2215.275,1889.882,3275.564,3054.890,1710.512,3504.093,2716.242,1877.908,1965.789,3134.363,3759.629,6913.174,4394.701,6408.028,1532.161,1616.741,2213.342,1302.940,6854.537,2041.664,12606.825,11530.361,6821.317,1631.066,1723.191,2166.268,6515.132,2299.791,4323.826,3752.426,1957.981,3303.797
1279,3949.729,2189.255,3830.298,2372.170,9355.943,3085.850,2297.779,2212.826,1888.985,3272.456,3049.671,1709.192,3503.268,2716.802,1876.860,1968.380,3136.500,3756.934,6907.748,4393.740,6412.615,1530.888,1614.754,2215.770,1302.638,6853.248,2039.056,12609.019,11526.305,6823.355,1631.542,1721.571,2164.426,6512.953,2299.280,4322.362,3750.954,1957.568,3302.876
1280,3947.232,2189.137,3827.428,2373.586,9350.746,3083.218,2299.200,2213.594,1888.452,3270.670,3048.278,1710.625,3496.247,2718.556,1880.649,1967.068,3131.564,3756.911,6914.565,4390.043,6408.611,1530.758,1614.975,2215.120,1303.056,6845.596,2039.801,12612.039,11530.137,6826.841,1632.084,1722.179,2166.664,6509.315,2298.810,4321.819,3750.234,1957.055,3298.727
1281,3948.882,2188.636,3823.805,2371.790,9352.911,3082.396,2296.675,2210.497,1888.882,3272.154,3049.765,1710.361,3499.166,2716.495,1878.985,1966.067,3131.540,3757.234,6906.917,4385.077,6403.181,1530.811,1616.093,2214.827,1304.402,6847.798,2038.109,12600.105,11530.779,6831.892,1629.240,1722.892,2163.761,6508.379,2297.386,4318.331,3745.902,1956.501,3299.823
1282,3944.511,2187.522,3821.285,2371.005,9344.625,3076.393,2293.240,2213.504,1888.181,3273.317,3050.153,1708.981,3499.895,2715.240,1876.853,1966.840,3129.542,3752.934,6901.666,4385.294,6401.824,1528.859,1615.412,2212.520,1301.620,6845.200,2035.659,12601.952,11523.046,6831.663,1628.734,1721.807,2163.820,6503.057,2296.304,4317.503,3743.674,1955.094,3297.076
1283,3945.177,2187.479,3823.280,2372.828,9344.039,3079.024,2293.693,2212.766,1889.489,3271.058,3051.148,1711.131,3501.978,2717.284,1875.796,1967.641,3129.163,3753.092,6904.542,4385.976,6391.818,1528.677,1615.886,2213.217,1303.038,6846.733,2036.378,12609.020,11529.004,6835.298,1626.510,1722.082,2162.882,6503.740,2294.058,4318.537,3745.891,1957.183,3301.977
1284,3945.109,2187.925,3821.580,2371.659,9341.111,3078.778,2296.372,2211.400,1889.729,3273.532,3049.059,1710.317,3502.250,2715.812,1874.819,1967.762,3129.064,3751.868,6899.449,4379.357,6390.998,1528.043,1616.634,2211.380,1303.228,6839.920,2035.017,12606.126,11524.473,6826.977,1627.276,1723.814,2165.902,6505.210,2294.976,4315.269,3742.263,1955.406,3300.009
1285,3942.906,2186.582,3819.004,2370.578,9339.239,3079.265,2295.800,2209.618,1890.322,3271.598,3048.969,1709.535,3503.855,2713.902,1876.745,1966.634,3127.143,3757.677,6896.361,4383.236,6396.767,1528.351,1614.494,2212.877,1303.663,6841.177,2034.582,12602.839,11525.197,6831.098,1628.129,1720.448,2165.044,6500.924,2296.278,4317.100,3739.617,1955.655,3302.148
1286,3938.831,2186.484,3822.084,2374.215,9333.731,3078.043,2296.610,2210.700,1889.193,3271.297,3049.803,1709.455,3501.725,2713.488,1873.373,1966.661,3126.906,3755.017,6896.497,4381.117,6397.698,1527.185,1615.598,2211.581,1302.086,6840.688,2034.018,12595.839,11524.253,6831.377,1626.377,1723.475,2164.849,6493.105,2296.972,4316.684,3738.508,1955.075,3299.124
1287,3939.167,2188.811,3820.408,2370.294,9330.812,3075.833,2296.509,2208.442,1889.849,3271.052,3049.878,1709.242,3501.581,2712.518,1875.362,1965.973,3126.845,3753.470,6890.524,4379.219,6395.066,1527.442,1615.242,2212.580,1301.840,6840.768,2034.886,12598.852,11513.772,6827.908,1626.879,1720.789,2161.121,6493.059,2298.338,4315.022,3737.156,1956.167,3296.542
1288,3937.368,2186.522,3820.844,2371.251,9325.564,3072.856,2296.304,2207.539,1887.733,3265.883,3046.366,1708.413,3503.120,2712.488,1874.162,1963.859,3124.821,3748.840,6885.342,4373.666,6389.474,1526.486,1613.680,2212.678,1302.221,6834.361,2034.268,12594.329,11514.896,6823.674,1626.049,1720.438,2158.823,6485.624,2295.944,4313.770,3731.673,1953.772,3297.983
1289,3934.816,2185.219,3818.780,2369.655,9319.837,3072.241,2296.666,2207.864,1885.722,3265.430,3043.901,1707.899,3498.124,2709.984,1875.721,1964.486,3125.745,3750.712,6885.505,4374.194,6386.022,1525.049,1612.850,2213.244,1302.483,6827.924,2031.206,12586.359,11510.479,6820.710,1624.306,1720.637,2161.109,6487.564,2296.757,4313.178,3730.467,1953.812,3296.648
1290,3939.029,2185.596,3821.943,2368.553,9312.814,3071.037,2294.297,2208.770,1887.100,3268.409,3046.318,1708.961,3498.869,2710.894,1875.158,1965.556,3124.630,3749.228,6884.430,4371.080,6393.068,1524.888,1613.238,2211.455,1303.833,6827.631,2032.104,12584.869,11521.337,6826.411,1625.387,1720.194,2163.717,6486.924,2296.748,4310.171,3728.625,1953.306,3292.465
1291,3939.311,2188.187,3822.682,2372.939,9316.036,3071.896,2296.782,2206.160,1887.870,3266.241,3047.712,1709.054,3497.912,2709.683,1873.523,1963.014,3124.835,3747.879,6885.936,4369.711,6387.404,1524.891,1613.729,2212.928,1303.317,6831.834,2030.276,12590.615,11520.090,6832.083,1624.175,1719.935,2161.466,6486.697,2296.614,4310.071,3730.770,1955.544,3295.169
1292,3938.021,2183.866,3821.353,2370.372,9315.517,3069.782,2293.758,2205.503,1887.906,3267.410,3045.546,1709.069,3500.208,2708.056,1871.992,1960.116,3122.646,3746.860,6879.807,4372.146,6381.271,1525.196,1613.041,2214.479,1303.241,6829.996,2030.331,12586.722,11524.569,6839.717,1621.760,1720.288,2163.616,6484.938,2295.742,4308.042,3728.398,1953.306,3295.672
1293,3933.919,2183.879,3821.207,2370.405,9310.092,3071.188,2293.900,2206.365,1885.497,3262.601,3043.470,1708.753,3493.230,2707.547,1870.600,1959.960,3121.973,3746.694,6875.286,4367.142,6371.231,1523.177,1613.204,2211.002,1302.064,6826.420,2030.184,12579.841,11518.168,6833.223,1623.489,1720.194,2160.598,6475.216,2293.989,4307.017,3725.073,1951.288,3296.535
1294,3937.799,2184.937,3820.782,2368.058,9312.104,3071.015,2295.795,2204.957,1887.456,3264.302,3044.362,1707.585,3494.454,2706.557,1874.127,1962.893,3120.317,3745.632,6878.015,4369.302,6367.812,1523.093,1613.354,2212.177,1302.203,6825.161,2028.325,12584.210,11517.348,6835.105,1622.347,1719.894,2160.889,6478.769,2294.142,4311.578,3725.001,1952.255,3296.514
1295,3936.498,2184.028,3819.283,2368.255,9308.161,3069.109,2294.482,2202.944,1886.497,3262.157,3040.528,1707.625,3492.258,2706.049,1871.289,1960.980,3121.468,3749.941,6874.096,4365.979,6368.218,1523.386,1612.375,2211.531,1301.678,6824.835,2028.658,12575.684,11514.152,6834.584,1622.242,1719.837,2155.834,6472.256,2291.729,4308.155,3719.203,1950.265,3296.763
1296,3931.817,2186.249,3818.105,2368.953,9305.538,3067.707,2294.196,2204.780,1885.253,3264.000,3041.725,1707.590,3495.325,2707.102,1873.843,1960.995,3121.869,3750.384,6873.967,4369.004,6370.251,1523.354,1613.437,2212.758,1302.781,6824.276,2028.085,12576.350,11508.888,6840.649,1622.069,1719.379,2160.894,6469.375,2292.244,4307.308,3721.086,1952.752,3291.626
1297,3932.977,2184.938,3820.604,2368.436,9308.354,3066.886,2289.091,2202.597,1886.629,3259.915,3040.279,1707.575,3494.293,2706.426,1869.654,1959.075,3123.659,3749.231,6865.884,4361.932,6363.953,1520.944,1611.620,2211.838,1301.174,6821.881,2027.364,12571.768,11499.688,6837.968,1620.429,1718.138,2157.532,6469.163,2294.528,4306.523,3715.987,1952.640,3294.732
1298,3933.476,2185.481,3817.337,2368.196,9294.396,3069.104,2295.487,2201.527,1888.243,3262.707,3039.972,1707.195,3492.233,2705.578,1870.864,1961.175,3118.794,3747.848,6865.257,4361.529,6366.587,1522.069,1612.244,2212.136,1300.609,6821.442,2028.216,12575.250,11510.638,6834.882,1621.373,1720.344,2158.111,6467.008,2292.762,4305.799,3716.068,1951.089,3293.480
1299,3932.165,2183.467,3813.943,2365.224,9293.780,3065.129,2293.192,2200.531,1885.988,3261.618,3038.312,1708.277,3492.349,2704.463,1870.247,1958.578,3121.444,3748.508,6861.798,4359.198,6364.964,1521.308,1612.510,2210.907,1300.851,6811.038,2026.295,12569.475,11496.688,6836.477,1622.050,1718.884,2156.386,6464.581,2293.157,4306.293,3712.900,1952.386,3293.497
1300,3930.512,2182.227,3811.172,2366.124,9290.734,3063.386,2292.625,2199.625,1884.634,3260.909,3040.223,1707.063,3490.382,2704.982,1872.184,1957.535,3118.132,3744.701,6860.012,4357.780,6359.389,1520.935,1612.063,2210.982,1299.867,6818.142,2025.876,12558.938,11499.860,6842.155,1621.185,1719.593,2158.226,6463.437,2291.239,4304.515,3713.082,1950.712,3296.731
1301,3933.536,2181.599,3812.730,2367.391,9287.739,3061.338,2291.522,2200.344,1887.131,3260.353,3038.962,1708.463,3491.094,2706.743,1866.603,1959.646,3115.939,3743.526,6856.118,4357.836,6355.846,1520.381,1612.290,2211.087,1301.248,6816.871,2023.846,12563.972,11501.466,6843.998,1618.151,1715.181,2159.327,6457.232,2292.468,4301.938,3709.459,1950.968,3294.443
1302,3927.465,2181.243,3809.955,2366.635,9286.917,3061.865,2291.466,2198.219,1884.982,3257.241,3033.936,1706.637,3486.255,2703.827,1867.867,1960.578,3118.871,3745.746,6851.280,4355.301,6354.642,1519.110,1611.512,2210.573,1299.746,6810.053,2024.720,12559.300,11490.770,6842.108,1617.701,1715.682,2159.025,6456.314,2288.891,4297.825,3709.352,1950.979,3286.114
1303,3926.519,2180.275,3810.310,2367.988,9286.352,3063.485,2293.728,2196.694,1885.058,3256.537,3035.366,1706.593,3488.539,2701.457,1866.256,1959.733,3117.042,3743.269,6849.777,4351.411,6357.463,1519.726,1611.881,2209.244,1301.205,6809.601,2025.088,12562.108,11487.099,6845.091,1618.055,1714.262,2156.384,6452.663,2290.070,4299.378,3703.259,1950.845,3284.411
1304,3926.179,2182.243,3807.900,2367.381,9284.753,3060.684,2294.164,2196.389,1885.213,3257.592,3033.958,1707.250,3488.340,2701.502,1865.427,1957.184,3116.731,3746.105,6850.271,4353.335,6354.254,1519.959,1612.179,2209.407,1301.549,6809.042,2024.212,12556.398,11492.010,6844.600,1615.983,1714.126,2154.754,6451.061,2290.822,4300.257,3703.996,1949.310,3284.689
1305,3924.003,2182.927,3807.316,2365.903,9269.382,3059.768,2291.190,2197.947,1884.706,3255.787,3030.586,1705.957,3486.366,2700.332,1866.761,1956.577,3116.271,3746.930,6838.975,4350.428,6351.130,1518.969,1611.589,2207.250,1300.725,6804.969,2023.122,12559.166,11477.092,6845.823,1615.726,1713.672,2153.518,6443.552,2285.732,4299.214,3701.519,1950.601,3284.816
1306,3924.593,2182.788,3812.775,2369.746,9279.466,3062.262,2294.376,2198.677,1885.309,3260.902,3033.455,1707.835,3491.958,2704.621,1867.644,1958.317,3118.398,3746.944,6840.262,4349.552,6354.437,1518.334,1612.643,2210.858,1300.922,6809.924,2024.049,12563.754,11481.980,6849.796,1615.724,1712.393,2156.096,6445.506,2288.547,4301.250,3698.909,1951.472,3287.931
1307,3926.196,2183.389,3809.542,2367.944,9272.983,3060.575,2295.515,2195.698,1884.556,3255.927,3027.088,1708.141,3491.761,2703.157,1869.579,1956.538,3117.975,3742.037,6841.899,4347.385,6351.309,1518.308,1610.965,2209.953,1302.338,6805.310,2022.692,12560.741,11481.926,6850.346,1616.894,1711.537,2154.874,6445.813,2290.236,4297.254,3694.657,1951.070,3281.884
1308,3923.915,2183.129,3808.325,2365.459,9268.769,3056.920,2295.142,2195.987,1883.243,3256.755,3026.725,1705.712,3486.949,2703.656,1870.693,1957.122,3118.251,3745.315,6846.148,4345.839,6348.883,1517.417,1609.773,2209.678,1299.950,6802.940,2023.695,12544.292,11482.970,6850.526,1615.330,1710.427,2157.424,6443.613,2290.134,4298.284,3694.162,1950.722,3282.898
1309,3924.625,2181.706,3805.389,2367.958,9270.808,3052.995,2294.311,2197.361,1884.722,3258.042,3026.095,1706.513,3486.965,2704.798,1868.685,1956.888,3118.374,3742.966,6841.590,4346.057,6348.315,1516.942,1610.807,2208.549,1301.431,6804.917,2020.928,12546.813,11482.560,6852.875,1614.509,1712.756,2152.102,6444.504,2287.794,4297.652,3692.356,1950.864,3288.460
