 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39
1,4143.491,2311.040,4152.738,2636.943,9383.600,3148.767,2502.872,2407.777,1871.902,3358.341,3256.792,1635.692,3653.441,2921.717,2082.228,2151.465,2993.539,3901.095,5940.309,4333.757,6277.177,1482.273,1712.163,2376.675,1331.760,5768.396,2049.258,2194.871,2214.291,2564.799,1653.587,1741.902,2106.961,5792.732,2392.013,4085.310,3517.534,2129.635,3383.788
2,4141.716,2310.046,4157.550,2637.349,9390.791,3151.867,2505.662,2410.028,1873.474,3358.048,3260.115,1635.366,3652.624,2919.411,2078.820,2157.695,2997.328,3903.118,5938.796,4336.609,6273.314,1482.310,1710.992,2376.497,1332.987,5770.705,2049.176,2196.750,2215.582,2574.262,1657.193,1744.514,2109.916,5790.179,2392.955,4087.511,3519.159,2130.378,3386.703
3,4142.225,2311.792,4161.719,2640.518,9402.890,3153.966,2507.758,2407.466,1873.086,3365.690,3261.140,1637.250,3657.770,2920.193,2082.157,2157.721,2997.528,3904.970,5944.642,4336.281,6281.129,1484.011,1712.543,2376.349,1334.745,5779.833,2050.992,2200.527,2216.219,2579.439,1659.677,1745.101,2112.507,5793.705,2393.203,4088.186,3518.568,2128.180,3395.735
4,4141.691,2311.036,4157.631,2637.812,9404.050,3151.980,2508.554,2404.724,1873.947,3360.987,3261.547,1636.868,3654.240,2918.934,2080.341,2157.789,2997.486,3906.034,5945.090,4330.045,6277.303,1482.943,1711.740,2376.863,1332.051,5776.605,2049.194,2200.281,2221.108,2585.380,1661.830,1744.616,2106.220,5792.765,2390.865,4090.174,3520.366,2127.630,3384.965
5,4135.548,2310.170,4153.765,2636.556,9401.221,3149.296,2505.001,2411.434,1873.128,3357.215,3261.302,1636.207,3655.905,2917.053,2082.135,2153.808,2995.165,3900.891,5940.796,4328.054,6274.747,1482.391,1711.016,2377.305,1330.609,5773.373,2050.007,2200.625,2221.488,2594.544,1666.173,1744.043,2107.351,5785.796,2389.750,4087.412,3519.206,2128.284,3391.436
6,4138.056,2307.725,4156.455,2639.134,9400.541,3152.945,2505.909,2409.954,1872.629,3357.982,3260.922,1635.538,3656.134,2918.789,2080.844,2155.088,2996.451,3895.567,5936.801,4326.368,6276.554,1482.188,1711.214,2377.230,1330.975,5777.081,2050.074,2203.417,2224.957,2594.810,1667.894,1742.495,2106.957,5784.235,2387.761,4089.299,3516.318,2127.011,3379.602
7,4142.034,2310.809,4158.054,2639.095,9405.606,3151.451,2506.655,2411.106,1873.214,3358.993,3261.243,1635.702,3662.711,2918.902,2085.127,2158.467,2995.283,3898.959,5945.312,4329.397,6276.991,1483.059,1711.141,2376.575,1330.861,5777.536,2051.825,2203.374,2229.464,2606.577,1672.389,1746.045,2108.047,5787.528,2393.795,4089.931,3520.347,2127.672,3384.889
8,4137.990,2311.459,4157.026,2636.473,9405.790,3152.047,2503.186,2410.846,1873.107,3359.618,3262.345,1635.044,3653.312,2918.611,2080.838,2154.279,2993.116,3897.166,5944.198,4324.750,6271.144,1482.602,1709.949,2376.609,1331.291,5779.345,2049.020,2204.266,2231.795,2610.614,1672.533,1745.802,2105.296,5786.974,2392.409,4088.672,3514.917,2127.594,3387.660
9,4140.380,2312.190,4153.619,2637.487,9405.732,3150.794,2503.015,2413.034,1873.790,3363.048,3259.993,1635.422,3656.061,2919.873,2083.879,2153.848,2993.336,3892.981,5948.598,4325.010,6274.239,1482.745,1709.103,2374.458,1331.537,5781.383,2048.714,2203.543,2233.662,2619.990,1676.785,1743.963,2104.224,5783.236,2393.136,4089.829,3514.886,2129.614,3390.333
10,4142.424,2310.003,4156.733,2640.229,9414.074,3152.891,2501.328,2412.800,1874.861,3362.565,3263.096,1635.938,3655.405,2919.631,2084.733,2159.762,2994.776,3898.543,5949.039,4324.892,6272.771,1482.498,1711.355,2376.901,1330.079,5784.498,2050.188,2206.059,2239.710,2629.603,1677.203,1745.532,2105.659,5789.985,2394.338,4087.127,3516.984,2128.693,3392.752
11,4145.190,2307.407,4157.991,2640.943,9416.234,3155.240,2500.044,2411.377,1874.255,3362.781,3262.589,1636.648,3655.333,2919.654,2085.824,2157.758,2995.448,3901.915,5948.744,4320.563,6271.986,1482.275,1712.095,2374.186,1331.673,5784.601,2050.400,2209.678,2238.656,2638.512,1681.415,1745.444,2105.077,5788.704,2393.332,4091.167,3517.657,2128.367,3393.703
12,4144.217,2311.554,4159.104,2642.421,9420.210,3155.711,2502.903,2411.297,1874.129,3364.627,3264.998,1637.201,3660.733,2917.447,2082.111,2156.924,2994.492,3901.137,5950.468,4321.493,6271.731,1482.760,1711.628,2374.168,1332.469,5787.955,2049.752,2211.169,2249.803,2648.278,1683.843,1747.002,2107.377,5787.048,2393.531,4089.760,3519.150,2128.865,3395.338
13,4139.520,2312.052,4156.849,2643.571,9424.544,3155.639,2502.224,2412.834,1875.317,3365.486,3265.005,1636.866,3659.498,2920.644,2084.490,2156.913,2996.851,3902.068,5953.392,4322.069,6275.434,1483.215,1712.498,2375.937,1332.741,5791.855,2049.970,2210.744,2253.697,2654.221,1688.211,1747.480,2108.689,5790.269,2393.112,4091.424,3521.998,2127.589,3390.165
14,4142.567,2310.181,4160.926,2642.709,9426.938,3156.348,2505.416,2415.545,1876.379,3360.358,3266.245,1637.953,3661.282,2919.881,2083.005,2159.341,2995.239,3897.376,5950.821,4320.364,6274.086,1483.669,1711.999,2373.979,1330.018,5794.542,2050.323,2213.366,2257.216,2665.740,1693.878,1746.828,2107.322,5784.211,2390.640,4089.980,3520.257,2128.016,3394.095
15,4137.200,2308.367,4158.884,2638.932,9422.779,3154.090,2501.269,2413.346,1874.860,3363.992,3265.587,1636.653,3663.565,2919.276,2083.447,2154.004,2992.094,3897.642,5943.293,4315.616,6272.206,1482.278,1708.796,2374.689,1328.673,5790.050,2049.210,2213.222,2255.459,2665.608,1693.866,1749.158,2108.437,5787.530,2391.864,4090.015,3518.180,2125.932,3389.784
16,4145.009,2312.557,4162.232,2640.719,9435.037,3159.413,2507.035,2416.139,1875.490,3363.979,3265.113,1637.316,3659.677,2920.803,2083.058,2154.385,2996.081,3904.341,5954.705,4318.041,6277.281,1484.586,1712.490,2376.991,1331.617,5794.856,2052.762,2216.214,2266.829,2675.153,1701.598,1750.992,2106.227,5790.897,2395.876,4094.069,3520.548,2130.513,3400.275
17,4143.472,2309.220,4159.165,2641.336,9430.775,3152.662,2503.142,2416.978,1875.674,3364.519,3263.568,1636.114,3657.812,2921.612,2080.237,2154.268,2992.521,3898.013,5950.434,4309.096,6267.644,1482.905,1711.368,2376.408,1330.479,5792.732,2049.655,2215.932,2265.277,2675.475,1699.928,1749.493,2105.743,5784.056,2394.508,4093.291,3519.745,2127.186,3395.915
18,4142.514,2310.510,4153.424,2639.864,9426.742,3151.997,2503.910,2417.156,1875.711,3364.179,3266.314,1638.114,3657.594,2919.229,2083.438,2154.602,2995.225,3895.664,5955.626,4312.364,6273.185,1482.902,1710.265,2376.715,1330.519,5792.479,2051.605,2216.439,2273.115,2689.728,1706.128,1749.103,2107.110,5785.867,2393.478,4094.800,3520.090,2127.394,3394.254
19,4140.807,2311.305,4153.339,2639.485,9427.456,3152.901,2499.795,2416.210,1874.970,3364.574,3264.283,1636.918,3659.642,2921.098,2084.900,2151.806,2991.146,3893.370,5953.467,4312.809,6265.220,1482.696,1710.573,2374.893,1330.151,5791.180,2050.917,2214.109,2276.488,2691.382,1705.554,1749.078,2106.101,5787.089,2393.623,4090.453,3520.083,2127.481,3397.328
20,4138.627,2308.262,4157.658,2642.542,9433.875,3153.202,2501.061,2417.923,1874.590,3366.251,3267.170,1637.193,3661.415,2920.220,2083.402,2153.478,2995.966,3898.111,5950.022,4310.389,6261.691,1482.038,1710.460,2374.821,1331.288,5795.898,2051.071,2218.484,2274.872,2700.143,1710.464,1751.051,2109.413,5782.739,2392.833,4093.866,3517.177,2127.794,3398.684
21,4142.355,2308.992,4160.385,2641.859,9436.882,3155.893,2499.913,2416.447,1874.238,3367.761,3264.284,1638.133,3658.707,2916.702,2082.224,2155.490,2991.509,3899.972,5952.251,4310.894,6262.869,1483.940,1711.802,2374.750,1329.837,5796.101,2049.201,2219.508,2279.698,2702.395,1713.778,1748.442,2104.538,5782.639,2393.774,4092.932,3518.868,2126.891,3395.345
22,4134.944,2305.272,4157.271,2643.604,9438.902,3152.503,2500.834,2414.953,1874.499,3365.814,3262.782,1636.815,3662.032,2917.063,2082.634,2155.130,2989.189,3895.801,5954.890,4303.376,6261.229,1481.071,1709.628,2371.569,1328.181,5796.352,2048.531,2218.626,2283.299,2707.555,1718.878,1747.881,2100.088,5778.204,2391.117,4089.518,3513.174,2123.875,3395.562
23,4135.284,2308.490,4161.821,2641.203,9438.898,3152.844,2502.441,2414.930,1874.049,3367.498,3265.333,1638.646,3659.002,2917.545,2082.634,2154.280,2992.742,3898.752,5952.632,4305.772,6265.015,1483.002,1710.863,2373.272,1328.776,5800.380,2050.733,2222.671,2289.557,2714.094,1722.292,1747.950,2106.378,5777.500,2392.527,4092.561,3516.920,2125.038,3393.778
24,4138.786,2310.739,4159.938,2646.792,9448.442,3156.238,2501.646,2415.696,1873.612,3366.358,3263.346,1636.174,3661.499,2920.468,2082.414,2155.568,2989.694,3895.082,5955.901,4303.360,6263.349,1482.528,1708.675,2374.359,1328.504,5803.724,2049.926,2223.680,2293.896,2717.721,1728.409,1750.848,2105.111,5778.529,2390.385,4092.542,3513.132,2126.062,3395.382
25,4140.775,2309.702,4162.890,2645.197,9449.803,3155.199,2498.340,2415.618,1873.459,3363.825,3264.378,1635.432,3658.211,2920.082,2084.179,2156.157,2989.540,3902.208,5954.876,4303.469,6261.798,1482.129,1709.408,2374.216,1328.233,5802.401,2049.509,2222.574,2296.715,2723.911,1730.481,1752.680,2102.522,5775.812,2390.527,4092.731,3512.929,2125.187,3392.609
26,4140.589,2312.471,4160.507,2649.218,9447.424,3156.130,2497.765,2419.963,1872.455,3369.546,3263.071,1637.492,3661.965,2922.155,2084.726,2157.886,2990.289,3903.209,5963.551,4302.398,6261.383,1482.931,1711.141,2372.907,1330.431,5803.199,2051.162,2223.436,2304.347,2727.494,1736.283,1753.484,2105.838,5781.262,2393.049,4093.804,3513.642,2127.628,3399.871
27,4140.227,2309.380,4161.254,2647.827,9445.986,3153.157,2499.441,2417.422,1873.654,3366.767,3262.610,1636.219,3659.269,2921.757,2085.961,2155.213,2989.210,3899.305,5961.083,4302.100,6252.922,1482.791,1708.814,2374.770,1328.009,5805.711,2051.598,2223.935,2310.464,2745.298,1738.473,1753.397,2107.267,5778.729,2389.936,4093.541,3512.325,2125.415,3403.180
28,4136.369,2309.292,4160.257,2651.252,9446.663,3151.656,2496.391,2415.002,1871.963,3363.831,3264.122,1636.586,3663.615,2919.549,2085.966,2157.220,2991.292,3897.714,5963.088,4300.984,6251.819,1482.165,1710.211,2373.528,1328.842,5806.161,2048.278,2225.222,2312.637,2739.322,1743.775,1753.405,2106.104,5778.360,2391.172,4091.499,3512.090,2124.237,3398.526
29,4139.391,2309.775,4159.478,2652.334,9450.032,3154.992,2498.267,2416.719,1873.626,3364.491,3264.771,1637.468,3663.510,2922.247,2082.644,2155.194,2990.372,3898.973,5966.440,4300.417,6248.696,1482.501,1708.994,2374.286,1327.704,5807.052,2049.491,2227.167,2324.616,2750.379,1748.488,1755.594,2104.672,5780.494,2390.659,4095.498,3511.772,2124.942,3403.053
30,4141.366,2308.243,4164.327,2654.380,9461.073,3156.696,2499.033,2418.660,1873.734,3370.164,3266.106,1637.880,3664.048,2924.097,2086.636,2158.576,2992.299,3898.768,5967.634,4299.221,6252.180,1482.452,1710.014,2373.491,1328.270,5812.120,2049.235,2228.604,2332.018,2757.643,1754.485,1754.640,2107.152,5781.387,2391.579,4094.687,3515.541,2127.102,3405.083
31,4136.789,2308.240,4160.675,2653.631,9455.949,3153.812,2500.624,2416.354,1873.911,3367.634,3266.444,1636.231,3663.124,2920.903,2082.397,2154.384,2991.038,3890.245,5961.595,4293.637,6246.254,1480.881,1708.837,2370.734,1325.877,5809.064,2047.528,2226.366,2331.002,2757.273,1758.206,1753.055,2104.683,5773.358,2389.907,4089.755,3511.928,2124.681,3401.203
32,4136.101,2308.353,4162.385,2656.115,9464.198,3155.181,2499.033,2415.249,1872.894,3372.543,3262.365,1636.730,3662.987,2921.086,2080.254,2155.325,2990.698,3898.027,5959.896,4293.324,6243.249,1480.720,1708.875,2370.458,1327.195,5808.718,2051.212,2228.803,2342.438,2768.692,1763.514,1753.413,2104.238,5774.456,2391.417,4093.796,3513.628,2125.025,3404.938
33,4141.245,2308.307,4164.333,2655.889,9467.229,3155.988,2498.597,2419.834,1873.475,3368.259,3264.712,1635.695,3660.686,2922.927,2082.717,2155.062,2992.271,3899.097,5959.311,4292.251,6247.900,1481.036,1708.174,2370.532,1325.300,5814.429,2050.254,2229.994,2343.391,2768.348,1769.243,1752.785,2104.977,5780.339,2387.725,4093.094,3510.884,2125.044,3401.620
34,4143.193,2307.996,4163.680,2661.616,9471.277,3155.363,2500.381,2419.392,1872.752,3373.198,3263.313,1637.286,3662.765,2924.796,2085.233,2156.306,2989.014,3904.891,5963.159,4295.007,6250.344,1481.839,1709.457,2373.711,1326.696,5817.899,2050.143,2233.925,2356.825,2790.974,1772.826,1755.705,2104.435,5781.792,2390.937,4099.292,3512.988,2126.266,3403.368
35,4142.383,2309.228,4163.203,2658.867,9472.648,3156.190,2497.433,2418.319,1873.788,3368.386,3261.515,1637.594,3668.671,2919.236,2085.280,2156.789,2991.428,3901.133,5966.161,4294.975,6249.125,1480.600,1707.639,2372.303,1327.730,5814.339,2051.345,2233.156,2357.981,2782.125,1777.838,1758.266,2107.236,5776.847,2390.261,4097.933,3510.522,2126.428,3406.280
36,4143.752,2309.339,4163.016,2665.025,9468.950,3155.966,2498.126,2418.828,1873.615,3372.000,3266.978,1637.038,3661.996,2923.688,2082.427,2154.982,2989.604,3897.602,5965.653,4293.206,6245.076,1481.020,1709.013,2372.677,1327.132,5818.819,2051.491,2234.042,2374.383,2810.091,1782.266,1758.448,2105.558,5781.909,2389.540,4099.402,3512.515,2125.039,3408.549
37,4143.160,2305.542,4160.875,2660.796,9473.117,3152.810,2498.563,2417.342,1873.702,3373.143,3267.168,1637.911,3661.097,2922.635,2082.180,2153.553,2991.222,3892.930,5969.550,4290.004,6243.046,1479.978,1706.460,2370.720,1325.526,5822.311,2050.328,2232.584,2377.432,2804.600,1788.899,1758.446,2103.573,5777.270,2389.207,4096.897,3511.124,2124.543,3403.567
38,4139.409,2306.213,4161.972,2663.359,9471.216,3152.457,2496.177,2418.846,1874.371,3369.167,3264.361,1635.655,3665.454,2925.283,2082.766,2158.348,2990.086,3893.228,5970.298,4290.931,6241.129,1480.582,1707.369,2369.556,1325.719,5821.749,2050.138,2237.830,2383.346,2817.277,1791.389,1758.299,2103.922,5777.233,2390.145,4098.102,3513.948,2124.022,3405.769
39,4141.919,2309.181,4166.993,2666.396,9485.520,3155.768,2501.232,2419.459,1874.834,3373.547,3268.888,1637.794,3662.693,2926.736,2084.805,2157.183,2991.022,3901.013,5974.626,4289.105,6242.271,1481.590,1707.588,2371.191,1327.665,5827.100,2051.254,2240.889,2399.175,2829.969,1799.516,1757.884,2107.155,5781.436,2391.403,4101.198,3509.208,2123.973,3412.657
40,4137.752,2308.180,4167.185,2665.153,9482.151,3154.621,2501.250,2419.148,1876.050,3372.914,3268.902,1637.144,3669.804,2923.991,2081.272,2154.932,2990.793,3897.573,5973.006,4289.199,6250.011,1481.242,1709.252,2371.263,1325.822,5821.186,2052.345,2241.334,2405.704,2827.974,1807.301,1758.563,2103.308,5783.881,2391.324,4100.607,3513.245,2124.566,3406.579
41,4138.300,2306.969,4166.959,2667.545,9482.674,3154.282,2497.881,2419.824,1874.623,3371.138,3265.406,1638.114,3662.694,2922.803,2083.258,2156.581,2988.019,3902.229,5967.427,4285.054,6249.723,1480.846,1706.610,2371.779,1325.646,5825.467,2050.328,2241.156,2413.896,2835.132,1811.536,1761.410,2103.352,5774.976,2390.304,4101.141,3511.771,2125.155,3405.851
42,4133.874,2307.492,4168.377,2668.277,9487.556,3153.373,2498.129,2421.854,1874.780,3372.410,3264.938,1637.176,3666.233,2920.375,2085.210,2155.883,2987.857,3898.006,5963.197,4283.688,6242.529,1479.778,1706.676,2370.739,1325.936,5824.661,2051.193,2242.119,2418.414,2842.687,1816.940,1761.797,2101.786,5774.523,2389.953,4101.549,3511.888,2124.000,3402.215
43,4133.443,2309.329,4170.000,2666.683,9491.774,3155.160,2497.581,2421.204,1875.865,3371.174,3267.154,1638.035,3671.457,2922.299,2083.730,2156.706,2987.767,3897.932,5964.458,4284.186,6244.939,1480.406,1706.621,2370.294,1325.156,5827.995,2051.389,2242.026,2428.299,2848.690,1827.629,1761.712,2104.738,5775.713,2392.770,4101.770,3512.895,2124.043,3406.685
44,4134.306,2307.283,4170.983,2665.544,9490.540,3153.187,2498.566,2420.227,1873.142,3372.269,3265.563,1637.126,3668.530,2922.766,2085.410,2155.113,2984.111,3895.997,5968.899,4278.762,6242.427,1479.749,1704.693,2371.684,1325.287,5823.398,2052.312,2245.910,2440.121,2858.885,1830.912,1761.118,2102.430,5780.561,2389.213,4105.107,3514.603,2123.298,3402.043
45,4138.670,2310.228,4168.193,2666.588,9490.505,3156.114,2495.573,2418.562,1876.477,3372.760,3267.316,1636.494,3668.140,2926.056,2083.965,2159.098,2988.329,3898.011,5973.727,4279.069,6241.719,1479.810,1705.392,2371.049,1325.985,5826.645,2052.496,2247.059,2451.065,2870.141,1837.381,1763.145,2106.017,5777.970,2393.421,4106.502,3512.551,2125.183,3412.992
46,4137.009,2306.992,4169.546,2668.191,9502.997,3152.353,2491.564,2421.178,1877.013,3373.924,3265.863,1638.769,3670.652,2927.408,2083.351,2157.438,2990.729,3899.554,5975.557,4279.896,6246.801,1479.829,1705.814,2373.210,1324.842,5831.306,2051.221,2246.310,2458.475,2880.291,1839.801,1762.754,2106.724,5776.894,2392.672,4106.579,3513.774,2123.546,3406.304
47,4135.871,2307.634,4168.778,2668.760,9500.915,3154.381,2493.487,2421.991,1876.461,3373.393,3268.303,1639.188,3671.846,2925.588,2080.345,2155.594,2985.168,3896.435,5975.685,4276.518,6237.296,1479.777,1706.334,2372.069,1324.033,5831.805,2051.886,2249.522,2470.180,2883.112,1846.567,1763.495,2105.619,5774.146,2391.421,4100.557,3509.983,2123.550,3408.717
48,4137.966,2305.243,4170.078,2670.036,9506.233,3153.869,2489.928,2421.163,1875.689,3376.180,3265.835,1638.136,3669.128,2923.676,2080.493,2155.788,2985.840,3896.540,5973.520,4277.387,6232.165,1480.024,1705.665,2370.549,1323.608,5832.393,2049.803,2251.621,2479.016,2904.009,1850.151,1765.594,2108.556,5771.385,2391.070,4100.907,3513.399,2120.604,3403.758
49,4137.970,2303.785,4169.143,2671.556,9506.526,3154.845,2489.930,2419.103,1874.923,3372.068,3266.913,1636.822,3672.174,2921.823,2081.649,2154.851,2982.034,3893.930,5972.612,4272.926,6236.063,1479.544,1705.768,2367.760,1326.054,5835.209,2050.269,2252.071,2489.831,2902.021,1860.802,1767.750,2102.983,5771.335,2391.442,4103.526,3511.092,2122.666,3407.177
50,4137.426,2305.589,4172.703,2668.055,9514.362,3155.245,2490.406,2420.085,1876.255,3374.014,3265.206,1638.111,3670.791,2924.511,2081.820,2155.257,2986.438,3896.859,5974.175,4269.837,6237.304,1479.485,1703.755,2367.854,1324.100,5833.001,2050.564,2253.020,2496.691,2911.728,1866.607,1766.164,2103.117,5768.001,2389.371,4100.578,3510.195,2121.004,3403.960
51,4132.548,2304.079,4173.638,2672.084,9510.864,3155.319,2493.989,2418.837,1877.299,3379.061,3267.146,1637.869,3673.817,2926.723,2082.889,2157.011,2987.302,3898.722,5978.933,4270.980,6236.811,1479.833,1704.744,2369.533,1325.068,5836.316,2050.940,2253.764,2509.324,2926.731,1869.899,1768.081,2103.551,5769.630,2389.910,4103.888,3508.501,2124.021,3402.964
52,4133.664,2305.632,4170.115,2671.016,9512.919,3154.187,2489.591,2420.162,1876.125,3371.174,3264.531,1636.829,3670.102,2923.568,2083.041,2156.003,2984.957,3895.407,5974.141,4267.445,6227.884,1478.750,1705.145,2366.545,1324.335,5834.499,2051.334,2256.019,2516.004,2930.778,1877.937,1769.130,2100.391,5767.498,2389.614,4101.618,3510.320,2123.437,3403.549
53,4135.633,2305.388,4171.350,2673.181,9514.796,3156.057,2491.778,2418.257,1875.008,3371.748,3264.564,1635.433,3666.372,2926.010,2082.348,2155.510,2984.969,3889.614,5976.094,4265.605,6232.260,1479.109,1704.779,2368.181,1323.791,5829.961,2049.980,2258.441,2527.005,2935.673,1884.130,1767.692,2102.150,5766.027,2389.615,4101.331,3509.964,2124.705,3405.117
54,4136.996,2306.999,4174.466,2672.776,9521.663,3158.003,2493.517,2419.026,1875.915,3378.286,3267.842,1635.147,3675.165,2927.781,2084.737,2155.869,2983.726,3897.650,5983.007,4268.150,6234.818,1479.161,1705.150,2370.482,1324.518,5834.554,2052.240,2260.893,2542.391,2947.720,1891.244,1772.677,2106.445,5774.109,2390.785,4103.989,3510.355,2125.229,3411.279
55,4137.220,2305.758,4171.869,2675.817,9526.696,3156.773,2492.380,2420.962,1876.147,3378.685,3269.510,1636.460,3674.978,2926.320,2083.212,2155.483,2989.099,3896.667,5986.021,4267.540,6230.936,1479.539,1706.056,2367.624,1323.843,5840.088,2050.257,2263.278,2561.539,2972.198,1894.057,1772.712,2105.701,5775.729,2390.035,4104.951,3510.502,2124.329,3408.491
56,4141.133,2303.801,4178.858,2675.246,9527.483,3158.035,2488.923,2420.656,1876.080,3376.885,3267.923,1636.249,3677.747,2924.792,2083.806,2155.939,2986.179,3895.094,5984.951,4265.554,6228.162,1478.421,1703.378,2369.328,1323.194,5840.489,2048.813,2260.654,2556.024,2959.190,1900.469,1772.483,2104.559,5775.334,2391.046,4101.059,3508.191,2123.987,3410.825
57,4140.124,2303.644,4175.705,2676.335,9540.325,3159.135,2488.544,2419.056,1877.381,3376.833,3267.622,1635.962,3673.055,2926.047,2081.549,2157.381,2990.559,3898.142,5990.223,4265.914,6224.673,1478.106,1703.964,2369.677,1323.992,5843.430,2050.972,2266.535,2574.311,2982.131,1907.460,1773.469,2106.507,5771.385,2391.470,4101.832,3508.935,2123.193,3407.300
58,4137.270,2302.957,4175.429,2676.025,9534.364,3159.300,2490.091,2419.016,1874.846,3376.200,3264.224,1635.125,3674.149,2924.139,2083.354,2154.632,2986.294,3895.659,5990.178,4260.329,6226.560,1477.840,1702.814,2367.510,1322.094,5841.519,2047.400,2265.162,2574.464,2977.584,1913.485,1775.138,2103.778,5771.022,2388.382,4100.354,3508.552,2122.615,3408.422
59,4138.386,2305.847,4177.761,2677.084,9541.293,3160.888,2490.135,2419.986,1876.773,3378.312,3268.335,1636.732,3675.610,2923.372,2080.748,2154.476,2986.653,3898.958,5990.856,4259.955,6224.906,1478.384,1701.557,2367.796,1322.865,5844.967,2048.617,2269.823,2598.474,3016.439,1906.281,1773.654,2102.428,5772.458,2390.915,4100.241,3507.244,2121.319,3409.256
60,4132.325,2302.273,4177.021,2678.201,9539.492,3158.817,2488.670,2415.324,1876.037,3380.100,3268.940,1635.082,3675.093,2927.234,2081.195,2155.484,2986.898,3898.455,5988.238,4258.048,6221.319,1478.077,1701.336,2366.571,1321.760,5844.458,2050.412,2269.394,2599.425,2995.970,1925.232,1777.048,2103.419,5765.649,2389.761,4102.257,3506.611,2122.468,3410.735
61,4130.914,2301.397,4174.903,2679.085,9534.563,3154.844,2485.405,2419.211,1873.368,3372.976,3263.963,1634.771,3674.048,2925.371,2081.537,2151.342,2984.733,3895.493,5982.268,4253.790,6216.132,1477.073,1700.269,2366.264,1321.150,5844.950,2047.274,2271.783,2609.256,3017.406,1919.541,1777.993,2101.948,5765.885,2386.524,4099.087,3508.818,2121.033,3405.903
62,4136.569,2300.602,4174.360,2673.979,9535.085,3155.395,2487.840,2419.055,1873.704,3376.364,3263.103,1634.760,3674.299,2925.531,2080.588,2157.409,2984.673,3892.498,5987.210,4253.837,6214.667,1476.301,1699.596,2366.732,1320.067,5844.502,2048.403,2274.835,2624.290,3026.873,1931.722,1779.155,2103.493,5770.413,2388.034,4096.813,3503.283,2121.084,3401.415
63,4130.263,2300.255,4173.464,2675.650,9537.076,3158.748,2483.919,2416.611,1873.293,3380.316,3263.091,1635.099,3669.979,2928.039,2081.065,2154.264,2987.104,3898.657,5991.310,4251.894,6210.835,1476.451,1700.129,2367.109,1320.464,5842.718,2048.155,2278.442,2636.482,3048.123,1934.288,1780.178,2101.773,5770.493,2387.635,4100.143,3503.234,2122.235,3409.582
64,4130.501,2302.130,4178.432,2679.476,9540.501,3157.437,2488.701,2418.067,1874.174,3383.473,3266.798,1634.926,3672.434,2925.438,2080.028,2155.122,2986.190,3892.893,5989.423,4252.681,6209.948,1476.499,1698.498,2366.763,1322.052,5850.424,2050.887,2278.815,2648.151,3051.422,1940.705,1782.095,2101.711,5773.275,2389.326,4099.242,3503.766,2121.830,3410.159
65,4131.698,2301.133,4174.196,2679.458,9539.436,3153.671,2485.653,2420.680,1873.402,3378.947,3261.538,1635.542,3674.503,2928.539,2081.144,2152.525,2984.894,3885.385,5983.603,4250.555,6203.456,1476.203,1700.245,2364.338,1320.144,5848.500,2048.312,2280.963,2660.654,3055.411,1947.461,1782.729,2099.342,5764.332,2388.614,4094.845,3501.615,2119.463,3407.338
66,4129.486,2301.263,4170.346,2677.837,9533.825,3154.016,2484.328,2416.259,1873.613,3377.437,3262.141,1634.820,3673.655,2927.253,2081.662,2154.638,2982.948,3894.390,5986.806,4248.730,6201.690,1474.454,1698.925,2364.144,1319.446,5846.029,2046.606,2283.040,2665.707,3065.316,1948.609,1784.592,2100.516,5767.728,2387.217,4095.820,3505.507,2117.638,3409.546
67,4128.805,2301.610,4173.855,2680.189,9544.413,3156.060,2484.490,2414.949,1873.425,3381.726,3263.845,1634.991,3670.760,2926.892,2080.053,2152.993,2982.000,3891.812,5989.187,4247.435,6202.653,1474.645,1698.916,2364.409,1319.232,5846.301,2047.000,2285.723,2687.102,3081.730,1961.999,1787.167,2100.241,5767.045,2385.872,4096.111,3504.436,2117.942,3407.181
68,4125.602,2300.076,4175.343,2680.138,9540.864,3153.453,2483.979,2416.693,1872.754,3381.425,3261.764,1634.816,3670.524,2925.510,2077.474,2155.565,2985.079,3888.468,5985.413,4246.814,6201.427,1474.830,1697.717,2362.951,1317.270,5848.680,2046.378,2287.654,2695.168,3097.154,1957.297,1786.358,2097.139,5761.596,2385.777,4097.281,3507.107,2117.917,3410.282
69,4126.667,2303.420,4176.340,2682.220,9550.749,3155.721,2485.757,2421.006,1873.125,3381.827,3264.987,1635.649,3674.343,2926.807,2076.566,2156.097,2987.133,3893.003,5986.174,4246.365,6203.801,1475.342,1698.710,2365.050,1317.645,5858.503,2047.442,2289.856,2698.526,3093.583,1968.998,1786.911,2100.574,5764.063,2388.105,4098.504,3504.778,2119.689,3412.579
70,4125.832,2300.113,4174.084,2680.633,9550.916,3153.701,2485.591,2416.310,1872.159,3379.521,3260.757,1633.387,3672.405,2925.635,2076.034,2151.957,2981.815,3891.677,5973.421,4240.879,6198.436,1474.115,1697.523,2361.168,1316.802,5856.231,2046.827,2290.163,2711.729,3109.287,1964.755,1786.936,2096.267,5755.199,2384.676,4097.385,3500.621,2119.298,3404.655
