 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46
19,929.355,1048.979,1095.716,1007.273,966.605,977.739,959.136,976.010,962.232,973.554,930.731,904.424,908.359,1049.938,1064.334,1011.856,960.789,959.407,935.739,917.231,995.358,996.593,981.827,991.609,1015.713,934.114,939.173,984.310,961.628,988.455,1004.624,992.892,942.333,948.989,962.580,995.642,984.956,977.600,1000.935,1009.683,962.232,979.148,1007.462,947.460,963.505,937.797
20,929.738,1043.792,1093.488,1006.708,967.035,979.227,960.044,977.417,962.083,973.736,930.259,905.003,908.283,1051.081,1064.243,1013.806,960.505,960.977,935.314,916.447,995.232,997.240,982.240,990.077,1015.067,936.452,940.749,984.143,963.413,988.286,1004.565,995.864,943.339,948.209,961.876,995.456,983.911,979.312,1001.574,1009.207,961.371,980.334,1007.033,947.675,964.205,938.241
21,931.049,1045.301,1093.096,1006.357,967.541,978.426,958.889,974.847,961.138,973.043,929.552,904.646,907.334,1049.254,1061.002,1012.593,959.858,958.253,936.275,915.585,993.226,997.252,980.959,990.233,1014.375,933.572,940.157,982.456,960.443,987.652,1004.015,990.615,940.692,947.702,961.729,995.835,984.438,978.199,1000.013,1009.584,962.867,979.700,1007.265,946.526,963.142,936.328
22,931.513,1046.395,1093.005,1007.569,968.673,977.947,960.881,977.236,960.238,974.557,930.366,905.067,908.423,1051.081,1062.226,1012.601,961.790,960.949,934.837,917.509,993.376,995.869,982.762,990.777,1014.687,935.115,939.507,986.894,961.975,987.341,1003.309,992.413,941.959,949.040,962.772,995.383,984.928,978.697,1001.181,1010.529,960.798,981.230,1007.297,949.460,964.780,938.358
23,930.797,1045.817,1093.267,1008.075,968.856,977.949,961.520,977.785,961.754,971.915,933.165,905.385,908.023,1048.998,1062.938,1010.768,961.236,959.739,935.753,918.212,995.488,996.938,981.185,988.642,1015.079,936.109,940.697,985.404,961.976,988.449,1002.852,993.450,941.867,950.865,961.916,997.215,985.043,978.192,1000.913,1009.115,962.014,979.149,1007.308,947.387,964.486,937.944
24,930.661,1042.840,1091.440,1007.469,967.708,976.983,959.997,976.196,962.009,973.278,930.930,905.130,908.522,1049.931,1062.641,1011.118,960.575,958.165,935.740,918.494,994.171,998.165,983.349,988.823,1014.728,934.955,938.621,984.375,962.233,987.284,1003.609,993.225,941.882,949.205,962.605,996.888,984.205,978.807,1000.260,1008.545,962.039,979.757,1008.335,947.838,963.801,938.614
25,929.522,1043.475,1092.747,1006.950,967.818,977.663,959.437,977.037,961.279,975.590,930.436,904.624,907.218,1048.163,1063.131,1010.606,961.104,959.755,934.855,918.318,994.536,996.209,982.684,988.951,1014.816,934.143,939.618,983.844,961.232,987.945,1002.735,993.067,941.627,947.320,962.182,995.578,984.133,977.856,1000.393,1008.994,961.285,980.543,1005.832,947.979,964.070,937.547
26,929.349,1043.667,1091.494,1006.702,967.846,977.244,960.328,975.593,960.530,973.243,928.622,904.003,907.596,1047.510,1061.889,1010.558,961.622,960.048,934.407,916.739,995.519,996.131,981.325,989.517,1014.964,934.251,939.292,987.974,960.774,985.667,1002.985,992.431,941.802,948.600,962.066,997.704,983.654,977.293,1000.869,1009.329,960.783,978.138,1006.460,948.067,964.352,938.376
27,928.972,1042.121,1091.637,1006.926,967.141,976.168,959.747,975.156,960.317,972.693,931.159,904.788,908.350,1047.829,1063.237,1010.670,960.331,959.129,933.732,916.466,992.175,996.099,981.224,988.528,1013.559,934.089,938.596,984.776,960.968,986.996,1001.539,992.384,942.105,948.848,961.327,994.818,983.091,977.376,999.559,1007.986,960.746,978.257,1005.161,945.973,961.380,937.068
28,928.312,1044.393,1091.945,1005.886,965.512,977.805,958.727,974.298,961.849,973.853,930.701,906.084,906.349,1048.861,1060.656,1011.064,959.902,959.911,934.704,915.873,995.207,995.798,981.664,990.338,1015.061,933.704,938.616,984.983,961.238,987.862,1002.308,990.812,941.967,947.760,960.152,995.004,983.086,977.383,999.810,1009.930,960.686,976.402,1005.625,947.513,963.600,936.329
29,927.100,1044.295,1090.630,1005.069,966.640,975.978,958.490,974.761,961.522,973.646,929.170,904.675,906.937,1048.572,1061.092,1009.560,958.154,961.047,934.111,916.504,992.747,996.091,980.580,988.071,1012.907,933.925,937.034,984.256,958.866,987.872,1002.120,990.619,941.432,948.010,961.944,995.224,983.427,977.272,999.460,1006.985,960.663,979.424,1005.432,947.018,963.243,937.820
30,927.202,1043.955,1091.427,1005.951,967.022,976.247,960.389,975.365,961.355,972.165,929.424,904.079,908.949,1047.676,1060.801,1010.646,960.356,958.862,935.802,915.741,993.102,994.779,981.725,988.618,1013.994,934.332,939.184,988.293,960.457,986.252,1002.794,990.640,941.805,949.126,961.333,994.966,983.081,977.353,998.934,1008.014,961.289,977.802,1007.023,947.375,963.670,936.592
31,927.657,1045.351,1091.097,1005.973,968.184,976.905,959.487,975.317,961.420,972.397,929.823,904.739,907.503,1048.245,1061.495,1010.660,960.385,959.161,935.787,915.773,993.458,995.795,982.141,989.122,1014.247,934.359,938.763,987.699,961.230,987.903,1002.095,990.991,940.584,947.345,962.149,996.125,983.733,978.774,999.963,1007.683,961.948,976.440,1005.693,945.887,961.739,935.517
32,928.041,1042.783,1090.443,1006.086,966.323,976.738,959.198,976.393,959.331,971.001,928.798,905.536,906.599,1046.707,1062.078,1009.133,961.661,958.042,934.417,915.161,992.664,996.667,982.458,989.756,1013.303,934.892,936.736,986.577,958.982,986.931,1002.427,991.288,940.619,948.352,960.797,995.193,982.130,977.999,999.204,1008.274,960.969,978.092,1005.598,945.608,963.242,936.806
33,927.867,1043.777,1090.459,1005.455,966.687,976.276,958.145,975.468,959.979,971.901,927.555,903.463,907.348,1046.951,1061.351,1009.266,957.174,958.728,933.143,912.872,992.131,995.716,981.101,987.304,1012.558,934.598,937.509,986.603,961.569,985.979,1002.037,989.972,940.734,947.891,960.202,994.842,982.434,977.422,997.506,1007.209,959.802,978.518,1005.582,945.133,961.377,935.319
34,928.834,1046.002,1089.312,1005.280,968.729,976.883,959.395,976.560,961.460,974.334,929.549,904.521,906.442,1048.069,1058.625,1012.470,960.421,959.768,934.010,914.838,990.698,994.892,980.932,987.312,1014.308,934.011,938.707,985.115,961.820,987.370,1002.829,992.613,942.519,948.074,960.434,995.379,982.703,977.925,998.825,1009.986,961.797,978.342,1007.637,946.667,962.512,935.836
35,929.708,1044.940,1090.471,1005.848,966.880,977.630,958.613,977.025,960.448,972.156,929.296,903.274,908.328,1046.252,1061.727,1010.790,960.033,959.768,934.395,912.747,993.179,994.662,979.925,987.108,1012.795,933.775,938.719,988.020,961.306,985.748,1001.743,992.731,940.092,947.324,960.490,994.451,982.120,977.700,997.843,1008.633,960.877,976.681,1005.429,947.307,962.772,936.174
36,926.961,1040.325,1088.814,1006.063,966.260,975.675,959.025,974.531,958.486,969.956,928.198,902.892,906.742,1047.605,1060.756,1009.210,958.654,958.774,933.883,912.593,991.488,994.062,980.422,986.720,1011.135,933.678,936.817,986.460,958.868,986.067,1002.470,989.419,939.704,946.020,959.749,993.670,981.039,976.018,998.508,1007.486,959.967,977.135,1003.622,946.465,961.018,936.930
37,928.107,1044.785,1090.280,1004.236,965.630,977.567,957.262,975.590,960.830,971.089,928.524,902.815,908.102,1046.597,1060.287,1009.899,958.906,959.925,934.644,912.699,990.638,995.076,981.082,987.391,1012.503,933.914,939.541,983.085,960.805,985.362,1000.438,992.248,941.344,948.253,960.070,995.063,982.285,977.462,997.139,1008.962,960.259,975.743,1005.676,946.208,963.178,934.345
38,925.553,1041.458,1088.901,1003.912,964.946,977.018,958.416,975.557,960.405,971.720,929.402,904.253,906.755,1047.657,1060.860,1009.899,960.335,959.920,934.604,913.295,991.677,994.939,982.801,986.850,1013.139,933.908,939.070,983.462,959.581,985.581,1002.232,989.963,939.938,945.160,961.688,995.278,982.165,977.767,999.615,1007.796,961.980,976.189,1005.006,947.226,962.327,936.322
39,927.612,1044.902,1090.077,1004.094,966.022,975.894,960.199,976.387,960.589,971.834,928.333,903.690,907.667,1047.621,1059.455,1009.852,960.006,958.702,934.799,912.338,992.775,995.320,981.489,988.154,1011.426,933.457,938.203,983.725,959.329,986.139,1001.948,989.121,939.978,946.749,960.591,994.385,982.537,977.464,999.805,1008.889,961.101,978.575,1007.016,946.477,962.764,936.282
40,927.328,1041.972,1087.259,1004.099,966.347,976.683,956.261,975.499,960.375,969.629,930.411,904.538,905.182,1046.097,1061.570,1010.453,958.461,957.764,932.463,910.670,989.896,994.708,980.440,987.336,1012.205,934.220,937.635,983.978,958.351,985.327,1001.884,990.466,939.488,947.517,960.028,993.450,981.609,976.407,998.440,1006.700,960.128,976.566,1006.416,947.866,961.615,934.352
41,927.779,1044.589,1088.635,1005.667,967.016,975.484,959.945,976.366,959.077,971.925,930.214,904.372,906.812,1046.180,1061.372,1011.113,958.294,958.547,934.562,911.901,993.500,995.044,983.072,989.217,1014.284,933.797,937.315,981.774,960.624,985.874,1002.010,990.960,939.875,947.197,960.795,995.891,982.551,978.279,998.182,1008.065,960.784,977.547,1006.700,946.996,961.978,938.370
42,926.327,1041.978,1088.946,1003.553,965.910,975.555,957.577,975.287,959.959,971.918,930.119,903.619,908.391,1046.976,1060.868,1009.278,957.760,959.670,934.765,913.511,991.542,994.952,980.698,987.952,1013.614,935.218,939.241,986.772,961.034,985.838,1001.545,990.655,939.422,946.856,960.755,995.743,982.121,978.405,998.621,1007.194,960.438,976.781,1006.881,947.675,961.673,935.289
43,925.774,1040.386,1088.280,1004.914,966.084,975.602,959.217,976.445,960.198,970.860,927.939,904.305,906.832,1046.073,1062.630,1009.691,957.398,957.606,932.106,910.942,992.432,994.536,980.205,985.544,1011.877,934.597,938.609,984.820,960.689,985.086,1001.578,990.069,941.208,946.412,959.055,993.627,981.457,977.566,997.799,1007.966,960.409,977.192,1007.292,946.335,963.456,936.359
44,926.838,1042.482,1087.964,1005.228,966.666,977.148,960.658,975.864,957.989,973.110,929.490,903.958,907.827,1045.507,1060.738,1008.609,960.180,958.313,934.145,911.151,991.591,993.932,980.108,987.294,1012.748,933.066,937.249,985.562,960.541,985.515,1000.083,989.927,940.585,947.296,959.958,995.094,980.947,978.089,998.002,1007.413,959.927,978.247,1006.900,947.181,962.109,937.235
45,924.526,1042.217,1088.203,1004.318,966.326,975.026,958.102,976.507,961.899,969.906,927.207,903.888,907.324,1047.147,1058.162,1009.876,960.425,957.505,933.447,910.887,991.215,993.136,979.553,988.845,1012.209,932.514,937.041,985.269,959.146,984.165,1000.838,991.347,940.958,946.725,959.276,993.710,981.007,976.744,998.306,1008.353,957.943,977.360,1004.774,946.395,962.151,934.364
46,925.735,1041.664,1088.100,1004.582,965.321,976.675,958.610,975.365,960.224,972.561,929.055,905.013,907.973,1046.161,1059.651,1010.121,958.923,958.661,933.217,911.441,991.717,996.817,981.040,988.085,1013.504,932.854,937.481,985.425,960.705,985.284,1001.413,991.422,940.541,946.414,960.103,994.038,981.343,976.123,998.532,1008.552,959.958,976.644,1004.563,947.634,961.812,935.567
47,924.543,1040.489,1088.385,1004.938,966.314,976.894,959.545,976.939,960.768,972.309,931.074,903.438,907.388,1046.273,1061.066,1009.957,962.291,958.756,932.247,911.473,990.304,994.180,979.396,986.201,1014.176,932.445,937.711,982.312,960.727,984.695,1000.576,990.674,939.272,946.484,960.096,994.209,981.861,977.086,997.389,1007.316,959.423,978.289,1006.845,946.167,963.401,934.416
48,924.330,1038.042,1086.545,1003.651,965.032,975.929,957.350,974.507,959.861,972.644,929.339,903.439,908.249,1045.555,1059.446,1008.727,960.014,957.440,933.251,909.997,990.579,992.520,980.894,986.480,1012.786,932.573,937.161,981.931,957.977,984.163,999.515,990.609,938.745,946.518,957.527,994.508,981.078,976.518,995.883,1007.253,959.209,974.396,1003.539,943.983,961.005,935.362
49,924.072,1041.626,1086.306,1003.936,966.160,975.712,956.563,974.446,959.595,969.871,929.081,903.576,908.249,1045.421,1059.880,1008.801,959.355,958.411,933.401,909.811,992.282,993.188,979.548,985.692,1012.158,931.402,937.363,985.139,959.691,984.541,999.238,992.248,938.770,945.324,958.881,993.895,982.684,976.666,996.570,1007.566,959.417,975.082,1003.400,946.364,961.472,932.837
50,925.460,1039.190,1087.206,1003.988,964.560,974.491,959.371,974.714,960.986,971.075,930.264,904.224,907.776,1045.771,1056.599,1009.716,960.154,958.364,934.533,910.192,991.346,993.428,980.802,987.562,1013.034,933.203,936.871,982.104,957.489,983.666,999.066,990.080,938.210,948.195,959.358,992.536,981.458,976.610,997.124,1006.614,959.259,975.556,1004.666,945.822,962.710,933.083
51,924.600,1043.421,1086.095,1005.345,966.983,975.341,957.783,976.559,958.726,970.034,929.823,905.505,906.528,1045.293,1059.119,1009.290,963.713,958.083,933.078,910.744,990.569,994.403,980.295,987.599,1011.931,933.624,937.558,981.371,960.511,984.706,1000.056,989.160,939.548,945.956,958.802,994.017,981.297,976.202,996.086,1008.130,959.945,976.010,1004.106,946.106,962.169,934.558
52,924.827,1041.998,1086.466,1003.966,964.222,975.436,957.993,975.908,958.747,970.961,930.014,902.560,905.603,1047.247,1060.314,1009.112,969.082,958.839,934.383,911.285,989.296,993.661,979.135,986.420,1012.577,934.392,936.943,982.564,958.880,984.265,1000.129,989.570,939.193,944.101,958.253,993.173,981.180,976.668,996.130,1005.790,959.185,975.535,1003.723,946.555,960.835,935.067
53,925.862,1040.723,1086.489,1004.514,965.175,976.751,958.783,977.202,957.892,971.108,930.731,904.034,906.825,1045.863,1060.268,1009.989,971.308,958.097,932.481,912.130,990.949,993.809,980.239,987.982,1012.507,933.771,937.817,983.885,959.439,984.232,1000.142,988.004,940.141,945.945,959.217,993.376,981.980,976.537,996.780,1006.430,960.156,975.958,1005.434,947.092,961.739,933.052
54,926.942,1041.256,1086.483,1005.649,965.764,976.555,957.921,978.043,959.042,972.109,930.674,903.680,906.741,1047.047,1059.862,1010.458,971.158,960.284,933.800,911.540,990.164,994.200,979.148,985.750,1012.335,933.817,938.147,984.334,959.420,984.418,999.232,992.185,939.467,946.580,959.144,992.938,980.083,974.988,997.564,1007.773,958.887,974.761,1003.354,946.698,961.475,935.667
55,924.904,1042.068,1086.380,1012.348,964.930,975.172,958.235,978.015,960.059,970.530,928.340,903.417,905.864,1045.948,1059.661,1008.413,969.872,959.080,932.199,910.189,989.364,992.430,978.306,986.942,1012.472,933.369,936.639,979.471,958.372,984.286,997.847,991.064,939.890,945.934,958.630,993.640,980.817,975.518,996.466,1007.353,958.978,975.116,1004.069,945.063,961.348,934.979
56,925.207,1039.980,1085.611,1020.860,965.271,977.356,957.881,977.585,959.386,972.083,927.792,902.837,907.033,1045.742,1058.689,1008.646,966.869,958.170,934.531,910.630,989.914,992.532,977.519,986.754,1012.087,932.428,938.155,983.360,958.774,984.953,998.703,988.645,938.251,944.701,957.562,992.405,981.333,976.255,995.823,1007.467,959.101,975.115,1004.061,945.444,961.243,934.767
57,926.138,1039.093,1085.787,1021.248,965.847,977.301,958.875,976.753,961.422,970.063,928.565,906.043,906.382,1046.876,1059.441,1010.118,969.482,958.069,933.153,910.822,989.996,992.754,979.197,986.237,1011.867,930.792,937.256,983.811,958.805,983.480,998.273,991.323,937.873,946.604,958.979,993.849,979.659,976.175,997.132,1007.391,958.607,976.797,1003.823,944.712,961.000,933.256
58,926.119,1040.903,1085.906,1021.619,966.345,976.503,958.173,977.464,961.203,970.987,929.819,902.694,905.898,1045.863,1058.825,1009.359,967.191,958.791,934.845,911.858,990.020,993.571,979.838,988.101,1012.884,932.423,937.241,981.325,960.378,984.090,998.340,988.532,939.524,945.989,958.449,993.150,980.579,975.292,997.052,1006.735,959.001,976.969,1004.462,947.734,961.197,934.677
59,924.842,1042.354,1086.546,1021.411,965.549,977.424,959.792,976.819,959.232,970.536,929.919,904.634,906.971,1046.156,1059.810,1009.646,968.024,958.770,933.966,912.124,989.818,994.413,979.592,987.594,1012.824,931.976,938.575,980.852,959.889,984.656,997.915,989.963,938.926,947.313,959.794,994.588,981.014,977.165,998.919,1009.574,959.697,976.179,1006.746,946.909,960.948,935.401
60,925.287,1038.550,1084.459,1019.878,965.185,975.661,959.292,976.659,960.934,970.911,928.332,904.029,906.780,1044.219,1058.635,1009.622,965.151,958.414,934.045,911.054,987.543,991.837,978.685,987.590,1011.531,932.747,936.474,979.256,958.875,984.910,998.293,991.105,939.064,945.610,958.456,992.641,981.827,977.095,996.184,1007.467,958.822,975.906,1004.032,946.154,960.195,934.302
61,927.327,1040.961,1084.572,1018.601,965.568,972.378,958.327,975.298,959.538,971.510,928.051,903.773,905.572,1044.658,1058.183,1009.812,966.619,957.416,932.442,911.705,989.417,992.770,979.362,986.016,1012.393,932.022,936.786,980.764,956.248,983.463,999.218,990.135,938.996,946.107,958.388,994.406,980.502,976.144,995.420,1006.136,957.917,973.541,1004.630,946.142,959.875,934.364
62,928.722,1041.041,1085.422,1017.458,965.940,976.446,959.661,976.017,961.132,970.832,928.006,903.841,906.435,1046.821,1059.660,1008.086,964.735,957.383,933.887,911.106,989.667,992.959,979.134,987.629,1011.558,932.420,936.487,978.627,960.932,983.329,999.007,990.286,939.368,946.141,959.390,994.316,980.441,977.165,997.130,1006.143,959.781,974.330,1003.265,945.574,961.518,934.827
63,928.487,1040.985,1085.816,1017.215,966.335,974.421,958.841,975.341,958.423,972.979,928.653,903.156,906.999,1045.862,1057.058,1010.426,966.982,958.331,934.717,910.067,990.815,992.333,978.890,985.934,1010.216,931.995,936.648,981.293,957.743,983.083,999.245,990.780,938.286,946.109,958.012,993.436,978.391,976.032,996.354,1007.278,957.139,973.941,1003.720,943.769,959.949,934.419
64,928.213,1039.491,1085.309,1015.535,965.553,974.215,958.034,974.922,958.019,969.325,927.662,903.673,905.929,1044.339,1056.138,1008.531,962.736,957.365,933.557,909.766,989.444,991.005,977.132,985.568,1010.125,932.150,936.224,980.219,957.459,982.787,997.213,988.512,935.553,943.523,957.315,990.991,979.350,974.463,995.447,1005.371,956.711,973.933,1004.183,945.084,958.723,932.904
65,929.658,1040.073,1085.284,1017.099,965.165,976.579,958.998,976.194,960.591,970.885,928.922,904.103,905.840,1045.040,1059.430,1010.594,962.854,958.294,933.912,910.587,988.639,991.667,978.460,984.831,1012.741,932.483,937.864,979.373,959.128,983.295,998.953,989.517,938.927,946.195,957.769,993.883,980.977,976.875,995.359,1004.653,958.545,975.357,1004.576,947.056,960.060,937.660
66,928.315,1039.637,1084.167,1015.685,963.944,975.474,958.769,977.596,961.296,970.572,928.272,904.626,907.836,1043.699,1057.345,1009.758,961.980,958.301,932.254,909.879,990.792,993.813,978.319,986.028,1011.395,932.205,936.469,979.818,956.556,984.373,998.180,988.046,937.733,945.645,959.026,992.606,980.749,975.086,996.371,1006.953,956.936,974.662,1007.664,957.254,959.981,941.414
67,927.882,1041.447,1083.858,1014.913,966.008,974.578,960.022,975.888,959.307,971.888,929.537,903.260,905.828,1044.519,1057.990,1009.924,963.658,957.594,934.513,910.467,992.069,992.834,978.741,987.098,1010.776,932.963,938.225,980.714,956.984,983.924,999.436,989.370,937.849,945.542,960.977,992.978,980.709,977.465,996.991,1006.622,959.685,975.969,1008.067,960.895,961.318,939.919
68,927.647,1039.717,1083.884,1013.712,964.674,975.445,958.852,975.853,958.839,971.603,931.158,903.516,905.643,1045.584,1058.917,1008.895,960.833,958.259,933.092,910.567,991.011,992.485,979.719,986.142,1011.429,933.308,935.748,980.625,956.843,983.473,998.862,988.678,937.487,943.903,958.751,993.283,980.515,976.511,995.981,1006.327,959.059,975.207,1009.028,961.442,959.928,941.695
