 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46
291,931.230,1040.156,1085.694,1005.632,963.458,973.877,956.766,977.028,956.811,969.956,928.714,903.565,906.054,1040.738,1053.654,1004.628,956.422,958.097,931.551,910.333,984.600,988.332,976.889,984.150,1009.663,930.002,937.283,977.408,956.849,979.400,994.777,976.198,934.834,944.199,956.673,990.850,978.374,975.369,990.402,1004.079,957.579,970.398,1002.913,943.785,957.284,936.055
292,932.556,1040.702,1083.352,1004.829,964.208,974.602,957.353,975.984,957.510,969.268,927.687,903.109,906.172,1039.436,1055.672,1003.891,955.759,958.847,932.434,910.061,986.303,989.160,978.111,984.873,1010.232,930.212,935.793,979.119,958.035,979.096,994.431,975.398,935.707,944.656,955.994,991.484,978.129,974.414,990.242,1005.350,958.616,968.217,1001.866,944.214,958.022,934.289
293,932.904,1042.797,1083.429,1004.550,963.845,975.029,957.817,976.078,957.935,968.744,927.039,902.558,904.940,1041.927,1053.523,1005.528,956.481,959.297,930.974,909.796,984.398,989.549,976.371,983.736,1010.559,930.859,936.871,979.571,956.666,979.771,994.734,975.099,935.778,944.205,956.107,990.645,978.875,974.930,992.529,1003.761,957.943,969.456,1001.368,945.246,956.928,933.945
294,934.872,1040.116,1084.908,1004.566,963.683,974.104,956.509,976.151,956.997,970.434,927.101,902.774,906.712,1039.832,1054.534,1006.009,956.748,957.760,933.213,909.310,985.938,989.485,978.212,985.073,1009.200,931.257,936.639,979.243,957.599,978.711,995.861,975.757,935.535,944.033,957.118,990.107,979.244,974.821,990.428,1003.410,958.207,971.309,1002.689,945.305,956.906,935.033
295,936.856,1042.212,1084.160,1006.007,962.530,975.392,957.728,974.966,957.982,969.979,928.304,902.786,905.728,1040.206,1053.733,1005.163,956.514,958.593,932.626,909.517,984.176,988.427,977.908,982.861,1009.742,928.453,936.968,980.360,956.124,979.361,992.858,974.997,935.266,943.019,955.764,989.307,978.454,973.259,991.061,1003.154,958.959,969.682,1001.735,946.886,956.949,933.496
296,937.176,1041.500,1083.673,1005.287,963.432,974.488,956.118,976.839,957.140,970.048,929.610,904.330,905.328,1040.656,1054.370,1006.093,956.007,958.872,933.509,908.506,985.740,989.135,977.119,984.231,1008.915,929.463,936.153,977.134,956.278,980.717,993.545,975.724,936.045,944.892,956.079,989.631,978.704,975.953,990.959,1004.595,957.595,969.823,1001.922,947.806,956.286,933.821
297,936.251,1040.790,1084.209,1004.407,964.071,975.133,957.037,976.723,957.227,969.159,928.071,903.261,906.555,1041.030,1053.955,1005.806,956.726,957.349,930.619,909.622,986.545,988.823,976.634,983.973,1008.815,931.252,936.499,977.889,956.063,980.254,994.608,973.218,935.103,945.101,956.021,989.128,978.399,974.395,991.931,1002.471,958.482,968.487,1002.714,943.323,957.005,932.911
298,936.711,1043.863,1083.075,1003.390,963.080,973.731,956.162,975.782,957.437,969.739,928.897,902.602,906.563,1040.636,1055.798,1005.361,956.743,958.987,932.285,908.065,985.843,989.518,977.252,984.381,1008.386,930.055,937.347,980.688,955.651,979.383,994.755,972.700,934.560,942.814,956.604,990.495,979.230,974.944,990.796,1005.617,958.283,968.860,1003.472,946.587,957.511,934.101
299,935.209,1041.536,1082.212,1003.735,963.315,974.101,956.325,975.633,957.322,968.857,928.501,902.066,904.681,1039.757,1051.611,1006.041,957.026,956.937,931.752,908.483,985.105,988.927,975.431,984.272,1009.913,929.183,935.603,976.917,954.138,978.177,991.856,974.355,934.085,944.015,955.639,990.177,977.856,973.880,989.832,1001.477,957.040,968.226,1000.983,946.652,956.562,933.447
300,935.616,1041.002,1083.203,1004.589,964.326,974.363,956.437,975.735,957.655,969.413,928.305,903.001,907.384,1042.274,1054.931,1006.523,957.886,957.643,931.174,909.388,986.366,989.428,977.663,984.445,1010.314,931.005,935.924,976.464,956.431,979.949,995.097,974.881,934.443,944.185,957.230,991.198,979.353,974.263,993.475,1003.760,957.761,966.996,1001.990,945.911,958.418,934.156
301,933.648,1041.127,1082.864,1004.120,964.946,974.197,957.871,976.349,958.222,968.571,929.404,903.755,906.329,1040.434,1055.976,1005.337,957.971,958.253,932.357,907.171,987.133,989.982,977.374,985.548,1009.226,929.459,934.940,977.521,957.659,981.688,995.331,975.273,934.639,943.087,955.937,990.839,979.445,974.753,992.358,1002.986,958.282,968.339,1001.923,945.311,957.295,933.398
302,930.929,1039.689,1082.205,1004.374,964.123,973.936,958.317,975.225,956.972,966.386,926.399,903.110,904.896,1040.350,1051.543,1004.208,957.511,957.063,932.648,907.044,987.540,986.951,976.883,984.053,1008.869,929.582,935.646,978.596,956.835,978.965,995.778,973.855,933.762,942.988,955.194,989.630,977.606,973.926,990.334,1002.796,957.060,967.055,1002.986,946.208,955.838,932.330
303,930.367,1040.455,1081.958,1004.114,963.634,974.047,955.559,976.116,958.192,968.802,928.155,903.411,906.232,1041.122,1053.862,1005.018,955.070,957.979,932.038,909.608,985.109,988.905,977.125,983.568,1009.333,929.629,934.992,975.519,956.560,980.302,994.291,974.858,935.112,942.915,955.494,989.703,976.930,974.378,992.199,1005.002,957.336,967.864,1000.079,948.767,955.725,932.417
304,930.401,1039.217,1083.175,1004.760,962.685,975.219,956.439,975.980,957.432,968.413,929.680,901.613,905.371,1040.123,1054.091,1006.254,958.474,958.392,931.066,908.828,985.896,988.793,976.194,986.272,1009.428,929.286,936.582,975.716,955.418,981.411,995.053,973.432,933.727,944.713,955.850,991.363,977.017,973.090,989.400,1003.065,957.510,967.841,1000.955,947.005,956.582,933.891
305,929.352,1039.464,1082.056,1003.337,964.076,974.234,957.022,975.707,955.896,968.918,929.363,903.361,905.816,1041.436,1054.462,1006.307,957.199,958.683,930.822,908.358,985.091,988.108,977.930,984.241,1010.096,929.031,935.590,974.904,956.203,981.121,993.432,973.686,934.182,943.550,955.916,988.890,978.566,973.629,992.278,1004.216,956.163,969.632,1002.489,946.884,957.668,932.800
306,928.457,1040.342,1082.609,1003.942,963.998,973.915,958.319,975.803,955.857,969.143,928.835,902.534,906.152,1039.911,1052.855,1004.778,958.243,957.884,932.271,909.083,985.699,989.909,978.001,983.688,1009.189,929.579,936.540,979.803,956.630,981.188,994.724,973.946,933.419,943.703,954.901,990.289,978.328,973.696,990.215,1004.696,957.388,967.881,1001.257,946.463,958.596,932.852
307,928.492,1042.658,1082.712,1005.416,962.837,975.888,958.124,976.280,958.034,967.799,928.900,902.442,905.099,1040.927,1053.619,1007.114,958.852,959.247,931.981,906.703,986.108,989.878,977.954,985.507,1008.456,930.534,936.464,975.098,957.675,981.376,993.502,973.998,934.412,945.062,957.224,989.766,978.713,974.780,992.427,1003.116,958.782,968.894,1002.717,948.543,958.462,932.227
308,926.665,1041.468,1081.361,1004.294,962.677,975.184,957.587,976.404,957.898,970.437,927.640,903.394,906.388,1041.654,1054.743,1005.779,963.479,958.649,931.913,907.855,987.889,988.754,976.392,983.862,1008.514,930.232,935.063,975.421,956.126,979.714,993.950,974.023,934.007,944.588,955.574,989.899,978.262,974.444,991.003,1003.672,956.644,967.598,1001.737,946.130,958.543,932.520
309,926.517,1038.284,1081.070,1004.961,963.707,974.886,959.824,977.036,956.172,969.864,925.814,903.283,905.939,1041.887,1054.641,1006.538,968.228,957.911,932.626,907.719,986.439,989.276,976.530,983.301,1010.591,929.889,935.585,976.948,957.133,979.563,994.053,975.222,935.051,943.121,955.068,990.307,978.268,974.516,989.147,1003.760,958.853,968.740,1001.669,946.445,957.658,932.513
310,929.009,1041.179,1082.133,1005.027,964.120,974.138,957.097,977.890,958.434,969.436,925.676,903.804,905.088,1040.756,1054.435,1003.834,970.259,959.951,932.246,908.086,986.789,989.875,978.211,984.152,1008.581,929.358,935.490,977.098,956.329,981.258,995.778,976.347,934.300,942.140,955.437,989.329,978.650,973.826,992.321,1004.310,958.243,968.548,1003.527,947.935,956.729,934.581
311,930.464,1043.366,1080.713,1004.896,962.297,974.572,957.399,976.605,958.409,968.747,927.590,902.616,904.261,1039.530,1051.912,1005.959,966.624,959.592,931.434,906.913,984.895,987.448,975.849,982.601,1009.797,929.423,934.382,976.180,956.144,979.649,994.997,974.948,934.754,943.026,955.605,990.496,978.534,974.525,990.826,1001.816,956.852,967.417,1002.240,945.294,957.383,932.196
312,932.567,1038.759,1081.925,1006.246,964.416,974.814,957.417,976.674,957.017,970.232,926.098,903.639,906.147,1041.118,1054.733,1003.800,968.271,957.887,933.378,906.921,985.820,988.714,976.825,984.557,1010.554,931.875,936.022,976.156,957.228,979.544,995.284,975.364,933.954,944.873,955.103,989.981,978.412,974.736,989.999,1002.859,957.602,967.832,1001.482,947.037,957.089,931.759
313,934.958,1038.652,1082.386,1006.343,963.824,976.320,957.886,976.702,958.042,969.878,928.407,903.830,905.961,1040.905,1052.553,1005.791,967.734,959.061,932.898,906.761,985.603,988.797,977.586,983.688,1009.346,931.135,937.668,977.184,956.414,979.471,995.406,975.467,934.911,945.019,956.417,989.409,977.863,973.842,991.025,1004.582,957.547,969.211,1001.808,947.455,957.748,934.340
314,932.772,1038.789,1081.786,1004.798,962.759,976.190,956.864,977.445,958.718,969.911,926.822,903.005,906.020,1042.414,1054.959,1005.773,966.377,958.309,930.654,907.019,984.946,988.271,977.125,984.427,1009.521,929.522,936.322,977.885,955.985,978.448,993.500,973.720,935.583,942.251,955.144,989.741,978.510,975.165,992.528,1004.152,957.941,967.868,1000.850,946.710,958.632,932.625
315,933.118,1036.998,1083.039,1006.831,964.242,976.141,958.020,976.518,957.313,968.821,929.124,904.120,906.062,1042.491,1055.495,1005.683,964.652,959.665,935.441,907.782,987.332,988.914,979.322,984.933,1010.859,929.928,938.097,978.288,958.067,981.262,994.852,974.315,936.683,944.600,956.985,990.473,978.576,975.102,991.424,1004.692,960.401,970.369,1002.461,946.709,958.475,932.674
316,930.060,1038.230,1081.720,1005.027,963.690,973.766,957.209,977.935,956.427,970.619,926.006,901.817,904.529,1039.869,1054.496,1005.234,964.531,957.937,934.771,907.678,984.228,988.947,976.711,983.519,1008.726,928.628,936.226,976.249,957.376,980.121,995.075,973.491,934.100,943.380,956.390,990.314,978.035,973.777,990.084,1002.664,957.667,968.625,1001.666,946.018,957.082,933.218
317,930.299,1037.744,1081.076,1005.983,963.550,973.299,956.305,977.783,956.529,968.114,925.297,903.308,905.461,1040.296,1053.972,1006.461,963.879,959.973,935.051,908.192,984.728,988.199,978.120,984.579,1010.089,929.287,935.775,974.167,955.750,978.996,993.854,972.711,932.554,943.840,957.116,989.650,977.205,973.636,991.349,1000.929,957.563,966.967,1001.650,945.686,957.472,932.137
318,929.169,1040.575,1081.616,1005.125,963.894,974.427,957.582,976.838,956.127,969.725,926.289,902.111,905.491,1040.747,1054.580,1004.456,962.749,957.046,933.134,905.831,985.269,989.195,976.796,986.402,1010.159,928.687,935.240,975.032,956.468,980.731,993.334,973.506,934.754,942.769,956.173,989.366,978.934,974.151,990.313,1004.450,957.442,969.685,1000.557,947.211,958.587,932.626
319,927.727,1037.089,1081.893,1005.114,964.319,974.133,956.550,978.095,958.214,971.629,927.144,902.692,905.593,1039.528,1053.744,1003.153,964.219,958.000,934.068,908.325,985.464,988.373,976.934,985.328,1008.440,930.357,937.148,978.128,955.899,980.279,995.299,974.375,935.350,944.813,955.722,990.224,979.069,974.155,991.186,1004.370,956.647,969.918,999.460,945.725,957.896,933.728
320,927.362,1038.661,1081.727,1003.556,962.901,974.226,958.476,976.213,956.754,968.598,928.802,903.156,905.326,1040.198,1054.600,1003.900,963.364,958.850,933.957,907.270,986.172,989.101,976.511,984.658,1009.681,930.983,934.989,977.297,956.802,979.973,995.351,974.338,933.821,943.319,956.032,990.146,978.240,972.495,991.008,1003.549,957.200,969.516,1002.093,945.821,957.682,933.003
321,925.493,1037.147,1080.743,1004.493,963.111,973.964,956.653,976.386,957.376,968.981,927.806,901.832,905.909,1039.681,1054.716,1006.310,962.516,959.040,931.749,907.115,985.105,989.121,974.833,983.717,1010.078,929.659,936.111,979.506,956.743,978.898,995.482,973.223,934.437,943.133,955.871,990.266,978.891,975.203,993.353,1003.311,957.856,968.741,1001.597,946.261,957.448,933.104
322,926.927,1037.571,1083.036,1005.877,963.911,975.745,957.265,976.090,958.172,969.815,929.584,904.131,905.119,1040.927,1053.884,1004.820,961.838,957.428,931.927,908.454,984.438,989.777,977.927,984.577,1010.231,929.671,935.097,973.961,955.742,979.961,995.805,973.101,935.159,943.619,955.871,990.748,978.528,974.314,991.911,1003.160,959.000,969.198,1001.834,945.049,957.571,934.293
323,925.554,1040.062,1081.803,1005.237,964.479,974.633,959.867,986.852,958.004,969.436,928.026,903.429,905.253,1042.916,1057.010,1005.474,962.094,959.408,932.598,907.476,984.923,990.647,978.271,986.137,1010.258,931.333,936.156,979.505,958.466,981.186,995.203,973.882,936.126,944.323,957.315,990.768,978.358,975.288,992.336,1005.281,958.030,969.217,1002.134,946.845,956.185,932.429
324,928.533,1040.317,1081.329,1003.866,963.461,975.288,957.961,985.218,957.306,970.129,927.710,903.444,906.244,1042.110,1054.761,1004.350,962.377,959.827,932.802,907.638,986.820,990.459,979.381,983.670,1009.156,930.147,936.833,979.523,956.826,981.193,995.538,972.813,935.158,943.170,957.079,989.756,978.351,973.885,991.329,1004.641,958.883,969.446,1003.376,945.963,958.211,933.341
325,928.125,1037.672,1080.090,1005.434,963.519,974.245,957.613,986.133,957.924,969.347,928.431,902.702,904.914,1041.287,1052.348,1004.399,961.118,958.165,930.664,905.865,987.689,989.161,976.512,985.067,1010.201,929.750,936.214,978.197,955.509,981.220,995.019,973.299,932.900,942.803,956.716,990.157,977.636,973.664,990.661,1003.663,957.933,968.852,1003.003,944.549,958.210,932.897
326,930.848,1035.568,1080.677,1003.993,964.235,972.759,957.327,985.287,956.582,969.031,926.945,903.189,906.037,1042.516,1052.864,1004.309,961.833,959.012,932.446,905.848,984.312,988.358,977.344,984.952,1010.297,930.251,936.378,979.881,955.443,979.163,994.238,973.324,934.828,941.922,955.762,989.033,978.062,974.138,989.329,1003.502,958.669,969.562,1001.860,946.106,956.943,931.931
327,930.364,1039.636,1079.254,1003.493,962.551,974.542,956.248,983.289,956.683,968.311,927.697,901.539,905.067,1041.236,1055.547,1005.982,959.467,958.833,933.590,907.433,984.219,989.737,978.452,984.101,1009.611,930.028,935.529,976.694,957.374,980.314,995.222,975.028,933.998,944.409,956.763,989.983,977.492,972.859,991.689,1004.029,957.621,968.568,999.664,947.333,956.087,931.738
328,929.036,1038.406,1082.071,1004.707,965.463,973.353,957.997,981.195,957.547,968.522,927.382,904.729,906.536,1041.744,1054.423,1005.076,961.873,958.402,932.729,907.110,985.983,990.053,976.065,983.723,1010.923,929.511,935.776,975.937,957.519,979.404,996.729,975.607,935.378,942.459,954.642,990.365,978.662,974.511,991.352,1002.603,958.204,969.696,1000.865,946.996,955.920,932.683
329,928.061,1038.539,1081.666,1004.454,963.799,975.430,958.259,981.958,958.523,968.992,928.408,902.468,905.871,1041.255,1056.672,1004.241,959.565,958.510,932.944,908.865,987.086,988.298,976.288,983.188,1009.312,929.127,934.418,975.540,955.980,980.067,996.235,972.495,934.502,943.594,956.791,990.066,977.763,973.809,991.762,1003.952,957.436,968.107,1001.898,946.825,958.124,931.308
330,926.263,1038.012,1080.972,1004.566,964.422,973.633,957.921,978.502,955.553,968.637,926.835,902.719,905.115,1041.056,1054.921,1006.047,959.377,957.601,931.175,908.427,984.744,989.043,976.910,983.207,1008.818,930.069,934.654,975.113,955.903,980.025,994.400,975.615,934.468,944.175,954.768,990.496,977.024,973.546,990.346,1003.164,958.709,967.829,1000.861,944.172,956.309,932.579
331,929.197,1037.991,1081.228,1004.146,963.586,974.304,958.269,980.074,958.253,968.918,929.495,903.637,904.250,1039.627,1054.037,1005.040,959.919,958.064,931.985,907.448,985.055,989.625,976.194,985.431,1010.078,931.501,936.251,977.304,957.675,979.680,995.982,973.530,935.290,944.052,956.137,989.080,976.710,974.449,991.411,1004.783,959.221,968.384,1002.876,946.862,957.109,932.009
332,931.046,1038.728,1082.163,1005.135,964.057,976.308,956.730,979.634,956.769,971.897,928.854,903.053,904.424,1042.327,1055.324,1004.653,958.519,959.329,931.838,908.440,986.960,989.931,978.204,983.522,1008.902,930.068,937.105,978.128,957.145,980.958,996.607,971.890,934.822,944.633,954.804,992.135,978.592,974.112,992.375,1003.818,959.242,969.786,1002.688,945.925,956.413,931.436
333,937.982,1044.190,1091.969,1004.895,967.687,977.870,959.737,983.690,963.226,973.275,931.863,905.793,906.810,1044.595,1061.047,1012.565,963.538,960.517,934.318,909.441,989.177,994.794,982.469,987.307,1012.021,933.529,941.150,978.527,959.800,979.875,997.837,983.135,939.647,949.416,961.600,997.916,981.402,977.894,999.182,1008.196,962.909,977.171,1009.612,951.986,964.785,937.278
334,957.290,1061.879,1103.489,1014.862,980.155,987.266,970.271,989.799,969.577,982.622,937.078,907.349,912.070,1053.269,1069.765,1023.661,971.133,969.344,941.220,917.615,997.607,1004.796,992.937,1000.574,1024.191,947.630,953.861,990.481,975.566,990.569,1011.678,1000.236,955.781,965.763,973.032,1013.425,992.728,990.486,1011.776,1017.252,973.349,989.710,1020.230,961.450,976.394,946.590
335,960.715,1060.078,1091.699,1023.689,983.427,994.749,976.646,991.889,973.810,984.709,941.137,914.674,915.442,1058.929,1071.436,1021.285,974.712,975.868,946.887,919.422,1002.040,1007.047,995.310,1005.560,1031.157,953.754,959.584,1000.711,976.591,995.960,1018.603,998.356,959.976,968.094,978.830,1012.136,997.993,996.268,1015.700,1023.314,976.110,989.349,1022.771,967.867,977.265,956.273
336,961.189,1061.567,1092.796,1027.578,987.744,996.170,977.803,994.153,976.086,985.677,943.071,914.341,917.081,1061.598,1073.055,1024.925,975.768,975.846,947.789,922.130,1003.581,1007.526,999.705,1008.887,1034.783,955.597,960.469,999.829,977.999,1000.393,1020.021,1000.211,961.981,970.115,982.362,1014.717,1000.798,999.740,1015.441,1026.135,978.185,991.797,1024.603,970.810,981.244,962.303
337,961.873,1061.370,1092.912,1037.987,987.281,996.340,977.869,1000.062,975.437,986.049,941.893,917.442,918.475,1063.143,1071.970,1023.848,977.643,978.070,951.393,925.564,1002.666,1008.118,1001.315,1007.194,1035.220,958.552,962.954,999.826,978.558,1000.154,1020.601,1001.761,967.565,968.838,983.601,1015.356,1001.727,1000.003,1016.392,1027.762,981.570,993.576,1027.755,975.667,983.285,964.226
338,970.096,1061.143,1097.802,1048.116,986.984,995.663,978.718,1003.554,976.201,988.133,945.850,919.248,919.225,1061.217,1075.875,1023.674,980.576,980.233,953.924,926.471,1004.825,1008.424,998.794,1010.408,1038.008,958.898,963.026,999.147,981.653,1001.879,1023.747,1004.082,986.849,973.120,983.367,1015.396,1007.461,1000.254,1019.945,1028.483,980.854,994.586,1042.271,989.675,995.526,971.092
339,980.495,1060.573,1106.365,1067.196,986.599,999.980,983.334,1004.855,977.916,990.821,954.398,918.807,917.419,1064.971,1076.030,1023.586,981.363,983.599,954.089,931.103,1006.906,1011.079,1003.858,1009.362,1042.783,961.945,964.628,999.275,984.453,1002.716,1026.802,1004.268,1004.418,976.738,985.133,1017.008,1011.070,1002.118,1022.165,1030.387,981.771,994.284,1052.406,1013.236,999.608,974.770
340,998.416,1068.989,1121.595,1087.838,991.569,999.507,984.780,1009.393,980.834,993.582,961.524,923.351,921.900,1069.616,1078.650,1027.146,985.491,987.886,959.921,936.207,1009.537,1012.321,1015.908,1013.684,1049.191,965.374,969.742,1004.822,989.069,1007.021,1031.580,1006.544,1028.700,979.741,987.348,1020.277,1020.963,1012.823,1026.320,1031.300,985.202,1001.630,1059.717,1039.404,1000.368,974.455
341,1036.825,1077.307,1124.512,1116.836,995.820,1006.868,989.371,1012.852,983.963,998.733,966.663,931.092,923.975,1082.286,1088.085,1038.673,996.762,1002.967,971.170,947.599,1013.450,1016.522,1036.476,1015.805,1057.982,970.622,976.600,1009.521,995.770,1009.487,1037.040,1012.321,1047.685,987.557,991.666,1027.233,1035.099,1026.994,1028.891,1034.513,990.397,1003.209,1067.333,1058.010,1002.723,974.209
342,1075.592,1079.199,1126.459,1138.885,1002.126,1011.251,992.411,1023.806,985.803,1006.057,974.912,940.659,929.396,1094.890,1094.647,1048.351,1013.255,1017.302,989.176,962.131,1017.857,1018.694,1072.256,1023.596,1064.154,975.762,982.202,1018.009,1002.246,1011.355,1041.317,1013.662,1068.850,996.284,997.216,1033.713,1052.269,1052.240,1033.638,1037.541,999.154,1004.737,1071.817,1081.452,1005.917,975.946
343,1110.475,1094.171,1141.911,1155.288,1009.992,1021.388,996.618,1030.542,991.360,1012.080,995.545,951.651,938.407,1100.969,1099.190,1050.032,1020.908,1035.862,1006.185,976.672,1022.820,1022.256,1084.234,1025.271,1071.794,979.984,992.486,1025.581,1008.345,1016.149,1047.657,1017.308,1090.838,1002.161,1006.673,1046.433,1067.498,1068.988,1037.137,1039.365,1004.941,1007.652,1076.499,1097.385,1022.621,980.399
344,1181.565,1105.469,1166.869,1180.357,1025.141,1035.079,1005.497,1047.815,996.064,1020.146,1015.849,958.646,949.613,1122.096,1124.770,1055.337,1039.186,1052.150,1028.072,996.187,1031.224,1026.968,1129.582,1033.528,1080.837,987.195,1001.006,1036.254,1012.648,1020.209,1053.227,1029.358,1114.736,1013.754,1038.452,1064.521,1091.348,1093.950,1047.601,1042.447,1014.927,1011.214,1078.867,1112.880,1027.521,986.968
345,1293.841,1128.079,1175.651,1211.893,1033.268,1051.567,1009.859,1058.427,999.955,1026.689,1033.919,969.048,963.905,1152.764,1145.100,1061.051,1062.239,1076.334,1050.061,1017.696,1037.785,1030.789,1228.634,1040.852,1099.923,995.828,1009.417,1048.265,1018.932,1023.560,1060.937,1046.473,1150.433,1026.562,1082.867,1077.789,1120.104,1121.131,1058.307,1048.417,1036.161,1015.834,1084.433,1133.140,1029.204,990.990
346,1370.050,1154.548,1196.893,1245.439,1047.036,1070.840,1016.281,1069.168,1005.661,1042.817,1042.655,977.352,977.652,1191.442,1179.181,1067.491,1093.409,1098.454,1078.074,1042.607,1048.488,1038.724,1330.059,1049.302,1114.254,1004.784,1025.037,1061.523,1023.515,1026.280,1069.404,1050.529,1187.782,1034.719,1128.188,1103.969,1149.193,1148.038,1067.968,1051.962,1056.422,1019.965,1085.816,1142.590,1030.859,992.338
347,1467.914,1171.222,1200.128,1284.356,1064.699,1091.531,1025.774,1111.708,1018.187,1062.265,1063.341,989.200,998.507,1250.157,1216.830,1072.246,1121.978,1125.312,1103.626,1062.961,1055.180,1042.261,1442.899,1053.459,1123.604,1008.938,1037.340,1067.878,1027.816,1026.428,1076.934,1054.862,1211.234,1055.122,1173.152,1142.690,1173.630,1172.033,1077.406,1055.420,1076.255,1024.133,1088.813,1141.253,1029.667,993.271
348,1528.674,1228.232,1253.237,1321.210,1096.315,1111.319,1039.046,1130.011,1031.966,1093.923,1088.851,1012.776,1029.685,1349.874,1295.513,1091.223,1160.211,1159.895,1138.441,1090.040,1070.524,1053.619,1531.073,1065.468,1149.127,1016.204,1064.923,1084.445,1048.444,1036.224,1087.905,1072.144,1223.229,1079.867,1233.387,1223.375,1208.598,1208.953,1094.620,1064.087,1102.456,1031.485,1115.329,1162.478,1032.999,997.661
349,1643.133,1408.716,1384.170,1360.205,1163.517,1157.416,1058.771,1149.760,1051.901,1174.918,1136.293,1052.976,1091.507,1524.873,1437.977,1185.308,1241.042,1246.884,1206.629,1132.213,1102.553,1075.476,1644.936,1099.406,1236.743,1032.072,1128.634,1121.382,1100.799,1098.844,1103.436,1202.554,1262.174,1121.611,1313.131,1377.591,1276.520,1284.704,1125.060,1087.469,1175.178,1049.695,1137.890,1200.948,1038.653,1008.769
350,1727.046,1703.032,1547.337,1402.053,1248.953,1221.635,1085.396,1204.262,1073.051,1299.663,1178.796,1091.333,1160.849,1767.828,1651.370,1353.991,1346.781,1353.502,1302.617,1173.169,1144.183,1101.502,1764.390,1140.986,1370.036,1044.344,1216.213,1161.787,1161.370,1243.733,1127.088,1451.275,1315.366,1170.519,1393.334,1549.764,1353.957,1364.584,1157.447,1117.341,1294.759,1066.307,1150.905,1232.097,1044.785,1018.626
351,1782.554,2037.053,1715.703,1459.831,1328.623,1282.945,1107.918,1261.159,1094.129,1408.734,1213.235,1119.845,1215.052,1992.383,1867.548,1526.265,1428.947,1441.288,1376.226,1199.150,1179.857,1123.491,1862.087,1171.258,1498.188,1059.440,1297.673,1192.705,1213.982,1433.131,1151.122,1713.746,1364.680,1211.542,1446.531,1672.268,1412.210,1423.517,1178.271,1147.696,1410.810,1082.810,1157.272,1255.982,1049.126,1034.424
352,1837.216,2324.348,1873.469,1509.785,1384.284,1330.275,1123.188,1286.562,1111.227,1490.437,1236.986,1138.582,1252.231,2159.534,2051.588,1699.080,1480.354,1495.424,1413.235,1214.611,1203.167,1140.544,1943.475,1184.257,1588.282,1072.000,1366.451,1217.037,1276.179,1618.029,1177.605,1969.373,1406.910,1272.916,1479.599,1760.715,1446.804,1463.530,1194.627,1172.299,1503.317,1093.743,1166.678,1281.122,1052.891,1052.851
353,1873.212,2558.512,2031.565,1551.615,1418.011,1362.294,1135.685,1335.035,1123.556,1546.538,1257.647,1150.853,1274.921,2267.640,2183.557,1852.762,1511.337,1529.068,1437.246,1220.616,1216.857,1150.041,1997.683,1192.908,1653.195,1083.283,1417.714,1239.078,1344.689,1797.424,1210.679,2167.543,1436.054,1343.428,1496.699,1818.112,1467.449,1477.701,1201.788,1183.211,1557.097,1097.837,1171.448,1293.366,1057.209,1071.304
354,1911.932,2738.817,2183.438,1585.533,1434.264,1385.930,1142.938,1364.992,1130.662,1578.256,1267.459,1155.901,1291.381,2343.137,2265.656,1959.576,1527.369,1550.872,1446.714,1226.324,1226.400,1157.763,2029.322,1202.770,1700.343,1094.577,1452.680,1255.234,1423.448,1933.706,1250.507,2291.903,1450.894,1406.879,1509.858,1855.245,1483.068,1486.783,1208.742,1195.000,1586.888,1106.940,1174.617,1314.088,1060.869,1100.531
355,1930.576,2867.399,2320.614,1613.072,1445.399,1397.750,1145.966,1376.233,1144.885,1600.860,1272.624,1156.880,1297.908,2380.662,2329.462,2028.857,1536.325,1562.481,1454.204,1225.461,1242.708,1166.569,2043.112,1206.011,1729.314,1100.520,1478.239,1265.699,1499.325,2031.319,1286.943,2375.659,1460.318,1487.217,1515.115,1876.411,1489.712,1496.699,1213.192,1202.183,1605.031,1112.543,1176.654,1324.080,1063.530,1124.733
356,1950.453,2946.837,2452.857,1632.886,1451.892,1409.037,1150.205,1411.457,1159.249,1617.135,1282.056,1161.801,1306.837,2418.511,2366.167,2086.233,1540.519,1570.392,1459.518,1226.944,1263.768,1176.108,2055.752,1220.155,1756.514,1109.159,1495.763,1269.800,1569.327,2108.018,1336.206,2433.631,1468.655,1573.007,1521.042,1893.122,1496.538,1498.486,1215.731,1207.989,1615.580,1117.777,1182.171,1334.436,1068.366,1153.097
357,1956.870,3004.204,2565.678,1652.882,1454.138,1411.511,1155.610,1456.158,1178.254,1626.514,1289.685,1162.266,1310.300,2438.112,2394.899,2138.989,1543.705,1574.333,1457.079,1225.998,1292.005,1193.178,2065.232,1243.754,1778.604,1117.954,1506.268,1279.217,1631.012,2161.267,1387.110,2474.764,1471.295,1633.375,1529.770,1905.036,1499.733,1499.236,1219.102,1209.915,1627.295,1125.355,1184.954,1335.528,1072.586,1191.224
