 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46
1,937.181,1043.245,1087.983,1021.639,972.709,980.609,967.285,987.317,962.214,974.032,928.956,907.709,907.738,1043.597,1058.470,1011.202,960.138,960.492,935.110,910.731,990.451,995.198,983.676,992.639,1015.428,940.554,947.763,994.935,965.755,986.205,1000.390,993.323,946.471,954.018,966.375,1001.548,984.437,982.754,1003.431,1018.420,964.365,986.441,1009.141,953.449,969.576,946.216
2,932.903,1046.285,1084.786,1022.239,971.220,980.923,965.343,982.886,962.232,972.584,929.047,905.027,906.311,1043.377,1057.442,1012.616,957.852,962.174,935.605,908.754,987.513,993.102,984.052,994.444,1016.272,940.900,948.084,996.072,966.540,985.548,1000.659,993.865,945.563,954.875,965.648,1002.310,984.288,982.106,1004.034,1020.504,964.193,986.165,1010.115,952.169,968.451,945.617
3,933.784,1045.453,1086.588,1019.779,971.154,981.953,964.636,983.475,962.476,973.550,928.378,905.502,906.016,1042.898,1060.443,1012.536,959.859,960.887,935.882,909.953,989.159,994.154,985.822,994.564,1015.842,943.102,948.004,995.902,966.657,986.877,1002.629,992.450,946.524,955.350,965.847,1001.243,985.238,981.392,1006.102,1020.048,964.991,986.770,1010.212,955.011,969.273,945.624
4,933.250,1044.934,1085.616,1018.330,972.082,981.110,964.178,981.891,960.958,972.066,929.855,903.726,905.651,1042.133,1058.739,1012.500,958.539,959.823,935.705,910.242,988.055,994.006,984.329,991.483,1014.584,940.496,946.696,995.705,965.162,986.167,999.973,992.995,944.175,953.926,965.824,1000.030,985.075,982.164,1004.465,1017.979,964.811,985.805,1009.043,953.893,968.564,944.434
5,933.680,1045.835,1086.055,1018.553,971.073,981.212,963.362,982.467,961.536,974.867,929.185,904.963,906.160,1041.163,1058.966,1011.263,958.424,961.151,935.959,909.934,988.003,993.646,983.890,991.839,1014.172,941.445,947.161,997.100,964.130,986.685,999.404,993.599,945.434,953.988,965.953,998.525,983.971,983.130,1003.396,1017.310,962.645,985.919,1010.380,952.510,968.066,942.818
6,932.899,1047.473,1083.705,1017.233,970.192,981.616,962.301,981.132,960.421,972.009,925.912,905.447,904.988,1040.700,1057.434,1010.498,959.902,959.223,934.570,909.355,988.628,991.932,982.794,992.742,1013.654,938.288,946.868,992.809,964.673,985.836,1000.430,991.110,943.974,953.415,965.264,999.070,982.890,981.679,1001.824,1017.217,962.984,987.255,1008.182,950.731,967.895,941.695
7,931.972,1045.091,1084.898,1016.131,969.542,980.363,964.467,981.225,959.385,972.118,929.290,904.642,905.670,1042.358,1058.119,1010.854,957.591,959.177,933.993,908.882,986.746,992.733,981.924,993.622,1013.729,939.772,947.072,995.328,963.574,986.131,999.533,991.812,944.556,953.163,964.811,999.156,984.280,981.995,1002.335,1016.113,963.575,985.485,1009.304,952.695,968.434,941.355
8,932.374,1046.749,1084.538,1016.688,970.107,977.769,963.916,980.665,959.722,971.749,927.484,902.545,905.571,1041.719,1057.891,1010.000,957.721,957.990,935.116,908.906,987.281,991.841,982.621,993.064,1014.341,939.391,947.812,991.226,964.414,983.650,998.635,991.903,943.245,952.750,964.128,998.816,982.995,981.301,1003.113,1016.739,961.872,984.003,1008.081,950.160,966.597,941.330
9,931.671,1045.972,1084.415,1016.662,970.953,977.335,963.404,978.887,959.540,971.126,928.027,904.018,906.037,1043.565,1057.157,1009.451,958.853,957.810,933.723,908.798,988.763,993.327,983.362,991.330,1013.858,939.847,947.034,994.894,963.771,986.285,998.306,991.882,945.173,952.761,964.489,998.183,982.308,980.864,1001.407,1016.154,962.053,984.404,1007.786,950.652,966.820,942.188
10,931.441,1044.798,1084.939,1014.068,968.755,978.816,962.363,978.664,960.854,971.823,928.737,901.938,905.922,1041.542,1057.331,1009.594,957.820,958.139,934.450,909.151,987.065,992.773,983.456,991.139,1012.623,939.663,944.870,993.156,961.599,985.163,998.374,990.915,942.715,952.188,962.689,998.513,982.813,979.581,1002.341,1016.034,962.134,981.623,1008.484,949.744,964.909,941.392
11,931.937,1044.053,1085.594,1012.958,968.116,978.931,963.908,979.161,961.430,972.717,927.509,903.609,904.170,1039.537,1056.648,1009.484,957.378,958.914,934.771,908.900,988.485,992.371,983.047,992.304,1012.772,938.606,944.333,993.859,962.913,984.454,998.432,990.632,942.592,951.417,963.104,998.151,982.634,979.784,1000.769,1016.661,961.854,982.453,1008.317,949.637,967.503,939.147
12,930.539,1044.800,1083.335,1013.473,968.991,977.525,962.643,978.012,961.162,971.803,927.280,902.934,904.923,1040.916,1056.555,1010.957,958.016,958.868,933.840,907.983,986.096,991.220,981.053,989.974,1012.873,937.272,945.214,992.967,962.571,985.542,998.231,990.387,943.665,952.326,962.586,998.439,982.550,980.007,1000.723,1015.749,961.567,984.396,1007.267,950.068,965.683,940.016
13,931.495,1045.340,1084.081,1011.390,968.948,978.441,962.286,980.152,958.351,971.637,928.565,904.101,905.279,1041.803,1056.797,1010.576,956.424,960.268,933.506,907.700,988.144,991.497,982.500,990.662,1012.173,937.904,946.295,987.618,963.971,984.007,998.456,990.928,943.214,952.249,962.227,998.215,982.332,980.695,1001.526,1014.509,962.227,983.756,1006.942,950.095,965.361,939.838
14,931.440,1043.389,1083.316,1011.135,969.299,978.842,962.999,978.505,958.946,971.312,927.946,902.856,904.726,1039.351,1058.989,1010.703,956.526,958.802,933.904,908.684,986.888,991.888,981.393,989.237,1012.241,937.545,945.901,993.169,961.162,984.948,998.215,988.990,942.309,952.328,962.332,996.922,981.622,979.008,1000.471,1015.028,961.729,982.633,1006.523,948.278,964.813,939.595
15,930.129,1044.067,1082.847,1010.729,968.425,979.188,963.013,978.231,959.549,971.267,927.722,901.930,905.164,1040.220,1056.824,1008.258,956.501,959.659,933.210,907.282,987.177,990.789,981.938,989.761,1012.322,937.703,944.988,990.421,961.070,983.338,997.410,989.045,941.207,950.433,962.728,996.498,981.748,978.226,1000.073,1013.884,961.677,984.516,1007.299,949.504,965.453,938.344
16,930.869,1045.292,1084.482,1011.109,968.490,978.269,961.552,978.987,957.858,971.291,929.683,904.184,904.486,1039.766,1057.046,1009.638,959.161,959.866,934.021,908.995,987.503,992.911,984.265,990.537,1011.905,937.160,945.559,992.473,961.544,985.654,998.855,991.275,943.448,951.025,962.569,997.958,981.481,980.170,1002.164,1015.353,961.422,984.948,1007.329,948.673,965.045,939.576
17,931.273,1042.177,1082.761,1008.568,969.821,977.795,961.901,978.429,958.779,970.833,927.297,902.877,905.059,1040.203,1056.097,1010.001,958.339,957.460,934.046,907.949,986.563,991.112,983.288,990.706,1011.571,935.206,944.738,990.245,962.591,983.908,996.961,989.840,941.218,951.677,962.397,997.406,981.138,979.397,1001.068,1013.200,961.191,982.520,1005.246,949.588,963.819,936.911
18,930.638,1044.436,1084.629,1009.420,968.987,978.095,963.511,978.751,959.455,971.900,925.520,903.019,905.980,1040.329,1057.563,1009.220,958.348,958.306,932.973,907.349,987.578,992.553,982.050,991.030,1012.457,939.134,944.740,990.835,962.233,983.366,996.369,988.691,941.639,950.088,962.555,997.935,981.542,979.729,1001.122,1014.502,962.306,981.771,1008.404,950.335,966.489,937.356
19,931.474,1044.147,1083.984,1008.977,968.758,977.702,962.754,977.142,958.991,971.234,928.520,902.769,905.563,1039.858,1056.529,1009.524,955.971,957.611,932.190,907.005,986.031,990.502,983.833,988.129,1011.971,936.424,945.135,990.974,962.159,983.978,998.123,990.724,941.496,950.836,962.151,997.388,981.838,979.835,1001.747,1014.439,961.448,981.437,1007.292,946.918,964.715,938.126
20,931.133,1042.601,1082.575,1008.596,969.008,978.681,961.453,977.049,959.689,972.790,927.639,903.092,904.622,1039.495,1054.899,1009.131,956.730,957.951,931.742,906.324,986.736,992.317,981.995,988.810,1011.562,937.304,943.965,991.352,961.884,983.299,996.773,989.555,941.872,951.483,962.249,997.579,982.199,979.855,999.663,1013.439,962.070,982.721,1006.064,950.233,965.849,938.402
21,930.628,1043.565,1083.616,1007.607,968.427,976.843,960.178,978.181,958.880,971.754,929.137,903.062,903.782,1039.322,1057.686,1008.773,956.302,959.331,933.679,906.686,986.642,991.833,984.008,988.154,1012.153,938.174,945.666,991.419,962.795,984.271,997.128,987.620,940.776,950.530,961.050,997.955,981.482,979.684,999.207,1015.310,961.734,982.255,1004.654,949.658,964.637,938.655
22,929.992,1041.749,1082.683,1007.641,967.452,976.539,960.106,977.354,958.639,971.226,928.203,903.223,904.074,1038.702,1059.132,1009.039,957.125,957.857,934.315,907.403,986.600,990.632,980.901,987.644,1010.263,937.616,944.070,989.456,962.313,984.048,996.872,988.879,942.524,949.472,960.710,995.308,982.566,980.229,999.250,1012.615,961.131,981.631,1006.147,949.308,963.304,937.977
23,929.567,1042.797,1083.973,1006.947,968.335,978.257,961.768,977.710,957.807,971.788,927.364,903.318,904.109,1038.740,1057.463,1007.154,956.308,958.293,931.719,908.637,986.468,991.683,981.259,989.911,1010.799,938.023,945.802,991.091,960.923,984.414,997.131,987.843,940.220,949.020,961.674,996.579,981.391,979.189,998.862,1011.803,962.015,983.085,1006.539,947.952,963.511,938.006
24,932.143,1043.987,1083.282,1006.993,967.893,977.111,960.914,978.360,958.898,971.208,929.170,903.251,904.033,1039.766,1056.209,1009.854,957.717,958.245,934.015,906.763,985.697,991.826,981.663,990.719,1012.390,936.250,944.688,991.382,960.655,983.536,996.263,987.460,940.287,949.123,961.733,996.744,981.413,978.165,999.821,1013.040,961.468,981.108,1005.663,947.898,963.126,936.667
25,933.341,1043.228,1082.955,1004.683,966.722,978.636,959.748,975.959,959.231,970.235,927.670,902.671,903.549,1038.295,1055.352,1009.448,956.875,959.097,933.457,909.043,986.257,990.714,980.264,988.338,1010.067,936.484,945.707,989.779,960.540,983.867,996.495,986.902,941.045,949.172,960.680,995.984,981.503,978.939,999.489,1011.146,960.625,980.080,1005.474,947.604,964.843,937.710
26,932.394,1040.302,1082.898,1006.373,968.413,976.295,960.789,977.435,957.417,969.109,928.853,903.197,904.377,1040.335,1057.160,1009.032,957.424,958.408,932.860,907.634,984.751,990.239,980.445,989.571,1011.069,936.205,944.813,987.462,961.247,983.839,995.178,988.394,941.079,949.949,961.583,995.654,980.648,979.563,997.813,1012.403,961.734,981.789,1007.075,946.732,964.567,937.147
27,931.431,1041.272,1083.523,1005.505,967.927,976.814,961.658,976.808,958.579,972.047,927.740,903.661,905.084,1039.224,1057.164,1007.612,956.306,956.049,934.775,910.071,985.183,991.510,980.542,988.803,1010.756,935.837,945.345,987.189,960.536,982.731,995.740,986.911,940.849,949.135,962.200,996.450,980.810,977.786,996.599,1011.907,959.546,981.593,1005.437,948.304,962.412,936.854
28,933.289,1042.336,1082.248,1005.140,968.181,977.382,959.710,976.997,957.946,970.903,927.665,901.906,904.520,1038.837,1054.964,1008.073,957.553,957.185,933.551,907.925,985.850,991.245,981.181,988.932,1012.356,936.077,945.196,988.781,960.217,983.945,997.029,984.650,940.205,948.593,960.207,996.443,981.009,977.105,998.388,1012.029,960.562,979.267,1005.709,949.348,962.965,936.373
29,932.401,1040.935,1081.731,1004.582,967.386,975.924,961.566,977.309,958.211,970.365,927.525,901.016,903.287,1038.938,1059.053,1008.780,953.448,958.142,933.661,907.020,983.422,990.564,980.426,986.770,1009.517,936.936,943.812,989.184,961.615,982.934,996.856,984.899,939.699,950.362,961.291,995.385,979.949,977.163,996.875,1012.737,959.546,980.557,1006.160,948.705,963.484,936.057
30,933.014,1042.019,1084.988,1004.992,966.566,978.009,961.032,976.883,958.615,971.210,926.180,901.111,903.857,1039.381,1056.788,1007.724,955.659,958.466,933.130,906.832,985.303,989.703,979.057,988.336,1011.015,936.906,943.971,991.701,959.775,982.984,995.386,986.458,941.398,947.887,960.696,995.840,980.600,977.686,996.898,1011.952,959.991,981.702,1005.000,946.466,962.945,935.364
31,933.034,1042.394,1082.532,1004.999,967.565,976.885,960.902,977.396,959.704,970.860,926.716,901.628,904.852,1038.818,1055.137,1008.234,956.318,958.494,931.362,908.499,982.671,991.626,980.216,986.887,1009.578,935.280,943.690,989.759,960.562,983.000,995.474,983.651,940.518,948.670,959.402,994.456,979.459,977.472,999.000,1011.219,960.292,981.145,1003.150,947.923,962.991,935.841
32,932.380,1042.095,1084.344,1004.415,967.408,975.662,960.803,976.413,958.658,970.828,925.982,900.972,905.818,1040.646,1058.215,1010.576,956.778,957.737,932.272,909.249,985.198,990.317,981.175,987.777,1010.327,935.897,945.178,988.583,961.721,983.538,996.969,985.345,940.853,949.873,960.704,995.285,980.616,978.835,997.078,1012.284,959.765,980.344,1003.286,949.171,962.801,935.292
33,929.608,1042.033,1083.452,1004.219,966.371,976.036,960.082,977.049,960.472,972.294,928.435,903.529,902.506,1040.344,1056.204,1008.060,955.565,958.554,931.312,907.094,986.464,991.271,981.023,988.787,1009.547,933.588,944.376,989.362,960.422,982.827,997.105,985.431,939.381,949.060,960.148,995.510,980.456,979.306,997.805,1011.978,960.325,979.924,1004.695,947.812,963.003,935.948
34,931.571,1041.780,1082.485,1005.128,966.792,976.643,960.861,976.721,957.910,972.205,928.422,902.757,904.223,1039.056,1057.202,1008.412,955.985,958.780,932.725,907.072,985.892,989.991,981.110,988.591,1009.243,934.789,944.172,988.911,961.457,981.486,995.879,985.071,940.298,949.482,959.854,994.809,980.209,977.812,997.516,1012.191,961.343,979.947,1005.327,947.163,962.083,933.463
35,931.292,1042.880,1083.120,1004.056,967.108,974.510,959.389,974.406,958.705,970.811,926.541,903.314,903.833,1040.505,1055.988,1006.983,954.906,957.238,932.323,905.515,984.691,989.532,979.744,988.809,1007.446,935.603,942.244,985.293,959.951,982.929,994.940,982.777,938.668,947.378,959.556,994.257,979.945,976.867,995.721,1010.114,959.748,978.731,1004.317,947.002,962.014,934.588
36,930.322,1044.978,1082.958,1004.728,966.516,977.875,959.574,975.975,959.570,969.740,927.483,902.306,904.212,1039.269,1057.759,1008.647,956.982,957.336,934.339,907.881,983.854,989.305,982.253,987.534,1010.325,935.473,942.858,986.968,960.670,984.033,994.819,984.918,940.087,948.202,960.029,995.422,980.977,977.751,997.521,1011.465,959.758,980.596,1004.327,946.666,962.596,934.397
37,928.839,1039.761,1083.008,1004.640,967.285,976.367,959.138,975.887,959.269,970.807,926.606,902.503,903.968,1037.525,1054.037,1008.289,955.416,956.854,931.481,907.283,983.682,990.022,977.427,987.907,1010.198,934.187,942.005,987.186,960.605,983.406,994.786,984.136,939.636,946.838,960.171,995.154,979.661,976.756,995.322,1010.714,960.889,978.767,1003.845,944.924,961.902,932.891
38,930.689,1044.264,1082.884,1003.785,965.229,975.541,959.802,977.016,956.751,970.504,925.403,902.159,904.019,1037.489,1058.019,1007.407,955.028,956.721,932.772,907.371,984.716,989.163,980.809,986.015,1010.203,933.865,942.488,986.109,960.469,982.630,995.145,984.221,939.726,946.691,959.048,994.149,979.279,977.711,997.547,1010.779,959.522,980.695,1004.936,946.965,961.948,933.684
39,930.666,1042.844,1082.954,1002.594,967.853,975.299,962.089,974.581,958.191,969.820,925.427,901.706,904.278,1038.678,1055.200,1007.278,956.191,957.786,931.560,905.828,984.783,989.815,979.128,987.734,1008.699,934.688,940.688,986.720,959.897,981.233,995.339,983.891,939.230,950.035,959.727,993.702,978.841,977.562,998.509,1011.384,958.801,980.233,1004.689,946.657,961.194,935.286
40,931.644,1052.364,1082.201,1003.757,965.985,975.318,959.115,974.864,957.065,971.674,925.566,902.876,904.152,1037.845,1056.103,1007.337,954.182,955.920,932.285,905.444,984.555,988.734,980.224,985.593,1009.103,933.424,942.859,988.918,961.237,983.344,995.178,983.006,938.090,948.835,959.498,993.822,980.262,977.108,995.226,1009.283,959.923,980.306,1002.852,945.400,961.636,933.311
41,933.756,1055.699,1088.571,1003.378,965.326,974.166,960.959,975.987,958.974,971.550,928.255,903.890,904.871,1041.158,1056.592,1007.367,954.373,958.678,932.314,907.264,986.577,990.711,982.385,986.650,1010.430,934.099,943.994,991.814,963.984,985.543,994.540,984.222,940.427,950.089,959.422,993.876,980.260,976.959,996.888,1009.489,959.667,980.656,1004.860,947.250,960.861,934.513
42,933.161,1055.705,1094.027,1002.866,965.987,974.762,960.779,976.276,958.220,971.114,925.317,903.239,905.145,1038.015,1058.417,1005.619,955.242,957.900,930.221,906.856,985.749,990.883,981.188,986.965,1010.251,935.306,942.641,992.241,966.654,991.452,996.586,983.494,939.237,949.611,960.112,994.531,979.513,977.608,996.191,1010.264,960.179,978.705,1002.342,948.584,962.420,936.540
43,931.230,1054.845,1093.443,1004.122,964.991,975.740,962.772,974.692,957.456,970.376,926.462,903.623,903.903,1039.418,1057.742,1007.818,955.052,957.625,931.021,907.614,986.479,990.524,980.783,988.014,1009.182,933.253,940.899,994.117,968.401,994.166,995.001,981.671,939.365,949.740,958.438,994.410,980.425,978.813,997.474,1011.769,959.432,978.780,1002.786,947.281,961.823,933.763
44,932.790,1066.816,1104.556,1003.415,967.619,975.689,960.083,976.776,958.998,969.638,926.825,903.831,904.627,1040.692,1056.970,1007.472,955.324,958.754,932.620,907.091,985.465,991.524,979.885,987.626,1011.253,932.253,944.165,992.943,969.824,992.345,995.202,985.791,938.774,949.047,959.784,994.216,980.313,978.101,996.319,1010.929,959.832,980.256,1004.695,948.386,962.449,935.792
45,932.466,1079.198,1120.786,1003.058,967.037,975.471,961.669,975.814,957.998,971.809,926.514,904.252,903.773,1039.682,1057.772,1007.920,956.285,958.393,937.270,907.574,987.144,991.452,980.452,987.671,1010.535,935.024,942.763,992.629,967.938,996.425,996.211,982.488,938.619,949.974,959.974,995.674,982.647,978.413,995.633,1011.768,960.335,979.661,1004.985,947.346,961.867,935.547
46,931.044,1086.959,1130.439,1005.068,968.108,976.124,960.053,977.481,959.248,972.091,927.624,904.930,905.969,1040.205,1057.612,1008.193,958.120,959.041,941.982,909.166,985.342,991.833,979.806,987.241,1010.288,934.755,945.422,991.876,968.387,1005.077,996.540,984.317,938.626,950.943,959.748,996.241,983.568,979.892,995.509,1011.433,961.482,979.710,1004.900,949.002,962.617,935.138
47,929.261,1084.867,1128.610,1004.267,965.789,976.144,963.691,981.530,959.389,971.814,930.030,905.184,904.976,1040.224,1058.994,1007.197,957.731,958.045,942.303,907.898,986.199,991.095,980.440,986.622,1010.523,935.744,944.925,991.740,966.387,1002.341,994.739,984.309,939.441,947.669,959.708,995.506,983.653,978.402,996.750,1010.725,960.573,978.560,1003.752,947.070,961.542,935.369
48,929.894,1079.671,1122.106,1005.153,966.459,977.062,959.625,981.728,960.096,970.591,925.872,904.060,903.070,1039.291,1055.014,1006.688,957.335,959.292,941.092,908.309,985.709,990.716,979.745,987.997,1010.104,934.010,944.122,994.028,966.762,1000.519,995.240,982.730,940.578,949.467,959.318,995.316,982.917,978.864,995.449,1009.700,959.220,978.716,1005.953,946.316,961.404,933.631
49,929.475,1089.782,1119.712,1003.850,966.061,977.420,960.564,986.208,958.850,972.752,928.980,903.935,905.272,1040.072,1056.025,1007.823,957.588,957.538,939.942,910.769,984.916,989.958,979.493,986.352,1010.325,935.350,944.385,991.312,967.233,1000.825,995.528,982.739,946.242,948.931,958.991,994.111,984.011,978.994,997.699,1010.350,959.620,976.966,1015.585,947.281,962.262,935.183
50,929.375,1092.229,1118.713,1005.400,967.848,978.437,961.296,986.682,960.686,972.552,928.586,905.075,908.116,1041.861,1058.884,1009.989,960.424,959.236,939.787,910.821,985.044,990.126,981.035,989.248,1011.840,936.688,944.101,988.783,968.412,999.520,997.217,983.893,947.999,950.673,960.599,996.238,986.465,979.677,997.618,1012.798,960.507,979.767,1022.543,956.828,962.638,934.569
51,930.667,1088.024,1116.487,1004.152,967.889,975.752,960.835,986.227,958.252,973.406,929.731,903.989,907.052,1040.705,1060.432,1008.836,957.320,958.815,937.242,912.272,983.569,991.278,980.010,988.344,1012.326,934.454,945.043,992.599,968.975,998.181,997.229,982.863,948.327,949.970,960.754,997.180,987.908,979.894,998.683,1011.617,958.434,979.617,1023.044,961.748,963.754,935.243
52,929.198,1086.019,1113.496,1004.786,967.455,976.965,962.145,984.417,959.076,972.799,929.282,904.838,906.141,1041.827,1059.267,1005.875,959.698,959.764,939.138,914.464,986.755,990.648,981.401,988.687,1011.632,934.651,945.264,991.735,966.851,998.788,998.015,985.733,947.386,950.788,959.887,995.066,989.822,981.058,998.529,1010.096,961.468,978.958,1025.885,961.684,962.804,935.131
53,930.228,1081.724,1112.462,1006.946,967.666,979.052,961.160,984.571,959.693,971.751,930.680,905.854,905.867,1043.002,1060.324,1008.191,960.795,958.525,939.020,914.516,988.031,990.665,980.382,987.744,1012.097,937.507,944.717,990.625,968.592,997.711,998.422,983.627,949.938,950.036,960.648,996.349,990.071,981.869,998.606,1009.960,959.796,981.154,1039.698,962.527,963.374,935.686
54,930.569,1076.264,1109.926,1006.872,968.172,977.857,962.483,982.529,960.631,971.629,932.541,906.572,907.841,1042.821,1060.994,1008.175,960.147,960.494,939.119,917.015,987.589,992.207,979.380,989.261,1013.756,938.533,947.121,995.048,967.840,998.266,998.992,985.254,949.592,949.527,960.912,998.129,992.228,980.808,999.753,1012.822,960.311,980.947,1041.982,974.709,965.272,936.659
55,931.586,1076.146,1109.342,1006.745,968.638,977.446,961.337,989.152,960.172,971.445,931.549,906.607,906.288,1043.951,1061.442,1009.714,961.399,961.101,943.268,916.192,988.720,991.556,979.530,988.690,1012.226,935.372,945.954,989.393,966.300,995.673,998.284,984.879,948.499,949.297,960.789,997.867,992.956,981.473,999.315,1010.709,960.323,977.647,1038.976,976.681,964.259,937.435
56,931.987,1074.199,1110.332,1006.179,967.351,979.376,963.629,990.209,960.058,972.103,931.016,906.429,907.415,1039.899,1061.500,1007.518,959.042,960.820,943.072,916.652,987.361,993.001,982.124,989.920,1013.425,936.356,946.465,992.881,968.921,994.525,998.969,986.179,948.885,949.952,960.786,995.948,991.959,982.341,1000.280,1011.020,961.410,981.417,1035.458,973.581,963.128,936.093
57,930.802,1069.329,1107.245,1006.971,966.776,980.038,961.819,987.561,960.674,971.152,930.965,907.280,907.488,1042.228,1058.678,1009.570,961.710,960.395,944.122,918.027,986.357,990.188,981.904,988.805,1013.065,937.375,945.262,992.024,968.759,993.520,998.565,983.970,947.262,949.805,960.953,995.772,992.741,980.732,999.570,1013.080,958.501,978.655,1032.668,970.696,964.063,936.043
58,932.090,1067.988,1106.755,1006.485,967.678,978.661,961.769,986.483,959.702,970.422,931.056,906.446,906.948,1042.348,1058.254,1007.853,959.978,961.337,940.783,916.579,986.597,992.067,979.985,989.696,1013.338,936.186,945.135,988.853,967.126,991.138,999.597,985.467,947.467,949.234,960.359,995.677,991.373,979.720,999.059,1010.591,960.152,979.470,1028.626,966.929,962.968,934.600
59,930.995,1067.033,1106.488,1006.988,967.160,978.108,960.482,985.651,960.789,972.094,929.975,906.232,907.315,1041.039,1060.947,1009.767,959.001,961.738,941.516,920.251,987.807,991.238,980.766,990.116,1012.066,937.128,944.295,991.423,967.776,992.150,998.078,985.083,946.857,950.099,960.196,996.947,991.011,979.320,998.930,1011.694,959.680,979.236,1025.260,965.284,963.209,934.113
60,932.429,1064.241,1105.707,1007.562,965.390,979.509,959.035,985.630,959.548,972.969,931.350,906.689,907.502,1041.421,1059.370,1008.054,959.598,960.955,940.284,917.341,987.998,991.928,981.016,987.755,1013.054,937.781,943.711,989.915,965.635,990.487,997.464,982.587,944.782,950.578,960.071,995.302,991.158,980.869,1000.704,1010.881,959.975,979.728,1024.709,963.061,963.206,935.790
61,931.730,1064.507,1104.536,1008.116,966.277,978.603,961.072,984.439,959.349,972.714,930.067,906.697,907.589,1040.144,1058.819,1007.043,958.807,962.392,941.730,917.766,985.186,991.899,982.258,990.462,1013.133,936.233,945.397,992.883,964.869,990.250,997.192,981.840,944.890,950.525,959.642,995.177,990.285,980.035,999.127,1011.790,959.653,980.182,1023.650,961.191,963.348,935.789
62,932.827,1062.801,1101.880,1007.167,966.093,978.514,960.873,981.876,959.213,972.393,930.026,905.483,906.956,1040.556,1060.862,1008.790,957.701,961.086,939.174,916.812,987.063,989.842,980.299,988.917,1012.172,934.389,943.914,983.662,964.488,988.367,995.490,982.879,945.636,948.881,958.677,994.734,989.475,980.319,999.211,1009.901,959.834,979.417,1022.207,959.933,960.939,934.780
63,932.823,1059.877,1100.753,1006.327,967.612,978.053,959.904,981.048,959.879,970.802,930.207,904.015,905.591,1041.307,1058.905,1008.551,959.254,962.625,939.683,915.366,986.041,990.759,978.893,989.260,1012.007,935.144,943.775,989.037,964.378,987.817,995.747,983.479,942.484,947.661,959.828,995.368,990.250,979.204,996.550,1010.542,958.970,979.278,1021.665,957.633,961.968,935.298
64,933.957,1060.039,1100.362,1006.392,965.932,976.956,961.545,980.566,959.758,971.132,929.877,903.925,907.899,1040.299,1057.689,1008.496,957.986,959.231,938.176,917.396,985.111,992.224,979.195,988.338,1011.867,934.191,942.664,990.555,963.656,989.423,994.983,982.957,942.057,947.490,959.631,995.286,987.897,977.879,997.183,1011.090,958.724,978.510,1018.574,955.347,963.364,939.215
65,934.256,1059.237,1099.358,1005.778,966.650,976.797,960.312,979.539,958.542,971.670,929.043,905.028,905.640,1038.399,1059.006,1007.777,957.904,959.649,937.133,914.938,988.348,991.057,980.023,987.830,1012.870,935.118,943.105,987.360,963.560,988.448,996.206,981.590,943.081,946.775,959.007,994.946,988.169,978.929,997.235,1010.713,958.890,980.049,1016.587,955.337,961.931,940.894
66,932.275,1054.397,1099.934,1005.331,966.040,976.935,960.698,980.114,957.944,969.835,928.802,903.845,905.597,1039.287,1058.912,1008.254,959.675,960.218,935.823,914.430,985.940,990.799,977.964,986.523,1010.707,933.168,942.047,986.532,961.222,985.323,994.877,983.325,941.949,946.050,959.011,993.958,986.750,976.687,994.960,1010.167,957.091,979.338,1015.759,954.935,960.098,940.406
67,932.320,1054.816,1097.454,1004.620,964.571,975.874,960.949,978.863,957.855,970.883,930.382,904.363,906.039,1037.356,1055.018,1007.610,956.829,957.101,935.851,912.657,984.285,989.744,977.928,986.148,1009.891,933.728,941.336,985.473,960.407,986.188,994.280,980.693,940.402,946.334,957.278,993.994,985.110,977.254,995.768,1010.215,956.376,977.373,1013.948,951.778,960.835,937.645
68,930.313,1053.604,1096.979,1005.138,964.692,976.299,959.761,978.474,959.361,971.082,930.217,902.307,905.265,1038.727,1058.000,1006.151,958.562,959.472,934.683,913.553,984.733,990.709,979.136,988.033,1010.443,932.582,942.539,987.263,960.094,986.443,994.274,980.636,941.250,946.737,957.516,992.477,986.067,977.136,994.185,1009.488,959.612,977.189,1014.169,953.035,960.771,938.830
69,931.050,1053.250,1097.170,1004.296,967.425,975.135,959.805,978.872,958.922,971.079,929.146,903.867,906.112,1040.422,1060.192,1007.714,958.785,960.640,937.820,912.467,984.851,990.627,977.860,986.858,1009.981,933.599,941.560,987.872,961.416,986.054,994.849,981.369,940.129,947.622,959.876,994.560,987.493,977.590,995.158,1009.759,959.414,978.669,1013.390,953.812,961.214,938.901
70,930.692,1056.982,1096.504,1004.434,965.070,977.024,959.887,979.299,959.104,969.341,928.651,904.382,906.629,1039.705,1058.455,1008.757,958.182,958.638,935.806,914.552,981.945,988.214,976.955,986.555,1009.962,932.880,943.168,985.774,961.350,985.329,993.657,979.590,941.451,948.709,959.063,993.395,987.342,977.933,996.526,1008.629,957.702,980.279,1011.856,953.895,961.020,943.758
