 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27
239,960.070,1162.894,978.683,1146.901,966.657,1027.809,1205.664,1307.534,1069.228,1055.469,1012.770,881.543,1055.826,915.584,1285.699,1345.118,941.743,901.632,1042.795,1004.471,1005.063,1095.776,1030.410,986.397,896.336,877.086,871.932
240,972.503,1162.031,978.796,1151.407,965.137,1027.371,1204.683,1299.029,1071.112,1054.064,1013.826,884.992,1055.554,918.181,1300.870,1375.455,942.450,903.964,1054.546,1004.656,1007.574,1108.007,1031.462,993.067,897.495,878.218,872.677
241,977.537,1152.019,975.744,1148.478,965.876,1026.952,1206.069,1290.898,1069.856,1054.584,1011.268,885.480,1061.811,918.954,1312.606,1402.488,945.504,902.716,1056.107,1001.086,1043.783,1107.186,1028.622,1023.353,904.534,877.940,874.375
242,977.684,1141.732,974.271,1147.783,963.320,1027.567,1207.278,1280.373,1066.153,1055.005,1007.878,887.754,1061.499,919.243,1308.306,1423.890,947.964,903.568,1053.755,998.168,1072.202,1101.834,1027.438,1062.021,919.637,877.983,876.032
243,981.195,1131.630,972.220,1143.058,962.978,1025.468,1206.680,1271.838,1066.136,1054.763,1004.653,887.237,1055.500,918.534,1313.550,1427.833,944.551,901.450,1049.816,995.987,1078.557,1095.141,1024.535,1086.825,924.552,876.583,876.571
244,997.850,1117.562,968.948,1137.792,961.441,1023.817,1202.871,1262.994,1060.954,1051.947,1002.754,892.057,1049.486,917.078,1303.683,1412.295,941.957,901.405,1044.198,995.385,1076.189,1084.929,1021.532,1093.170,926.006,876.534,875.425
245,1009.203,1107.989,965.188,1129.472,958.748,1023.463,1198.018,1254.186,1055.302,1052.439,997.473,895.323,1042.208,917.271,1287.406,1395.916,940.482,900.977,1040.124,994.200,1074.194,1077.194,1020.630,1088.957,921.968,876.583,874.075
246,1008.677,1095.623,963.969,1122.152,957.042,1021.287,1193.044,1246.523,1055.600,1052.534,995.621,897.769,1035.712,916.421,1270.290,1376.369,939.545,899.290,1036.117,990.678,1068.771,1068.717,1013.328,1084.170,919.761,876.586,873.247
247,1006.113,1085.129,961.863,1116.366,955.914,1020.278,1191.384,1240.471,1057.896,1067.989,991.454,899.388,1040.074,915.560,1247.531,1358.196,934.943,899.167,1031.921,987.994,1061.886,1061.281,1012.048,1080.119,917.915,874.738,873.219
248,1005.327,1075.143,960.350,1110.753,955.731,1021.754,1191.154,1235.347,1061.042,1093.387,988.474,899.465,1040.985,915.573,1228.071,1338.537,934.283,899.206,1029.260,985.441,1058.504,1057.128,1012.793,1087.661,917.390,875.600,873.460
249,998.214,1064.483,959.035,1105.462,955.084,1019.978,1189.111,1227.168,1059.553,1095.782,985.600,897.892,1043.474,915.117,1212.666,1322.500,934.993,897.187,1025.154,981.224,1051.294,1053.305,1014.717,1110.715,923.028,876.101,875.380
250,993.527,1051.981,958.747,1100.409,953.122,1018.371,1186.523,1222.922,1056.752,1097.066,982.670,895.021,1042.888,915.095,1195.923,1303.239,929.458,896.141,1020.223,978.416,1046.108,1050.895,1015.946,1122.725,935.840,875.958,876.506
251,990.941,1045.672,958.136,1096.741,954.023,1018.621,1182.678,1215.897,1052.931,1091.653,979.717,892.005,1043.034,914.320,1177.048,1288.212,931.354,895.875,1017.396,976.364,1042.437,1050.078,1016.913,1125.909,938.019,876.400,875.972
252,990.014,1037.504,958.402,1092.344,954.573,1018.904,1178.982,1211.299,1053.087,1086.259,979.029,892.665,1046.137,915.315,1162.753,1270.131,929.001,895.503,1014.879,975.295,1038.306,1051.530,1015.771,1124.704,940.710,878.618,876.906
253,988.924,1026.994,957.549,1089.166,953.090,1017.425,1177.704,1203.903,1049.289,1082.084,975.812,891.355,1042.801,914.823,1151.369,1253.828,929.154,895.845,1011.553,975.776,1036.186,1056.024,1028.461,1121.844,940.675,879.792,878.259
254,988.633,1021.942,956.945,1087.125,954.207,1019.396,1200.719,1200.847,1051.525,1075.336,993.562,889.676,1045.211,914.524,1135.075,1236.943,927.445,896.728,1009.388,974.524,1033.374,1061.147,1042.029,1114.926,941.750,881.320,880.594
255,986.776,1015.087,958.576,1084.337,955.138,1018.421,1259.508,1201.022,1056.076,1072.345,1021.016,889.023,1047.082,915.366,1124.697,1222.436,927.565,897.157,1008.268,975.635,1030.484,1066.552,1064.777,1112.234,948.974,879.869,880.379
256,986.004,1010.847,972.047,1082.170,955.391,1018.654,1273.324,1197.682,1059.735,1064.851,1044.037,888.447,1048.151,915.857,1113.495,1208.236,926.614,897.877,1007.124,980.427,1027.739,1082.881,1090.087,1111.937,958.862,881.589,884.226
257,983.247,1007.765,992.620,1082.100,957.093,1017.486,1273.315,1195.019,1060.404,1063.428,1070.206,886.041,1051.248,916.154,1102.272,1191.997,924.948,900.066,1006.531,993.148,1024.945,1114.621,1102.962,1110.241,962.132,881.296,883.835
258,982.865,1003.125,1003.627,1081.616,957.388,1019.631,1272.553,1187.935,1058.293,1062.828,1074.039,886.274,1053.095,915.533,1093.194,1179.165,924.659,900.724,1006.936,1028.072,1023.480,1123.944,1108.104,1106.019,966.546,882.676,885.489
259,982.451,999.442,1008.758,1082.769,956.725,1019.305,1299.670,1183.861,1059.443,1064.796,1078.445,885.167,1054.231,916.627,1081.009,1166.904,926.349,901.992,1006.771,1046.876,1021.865,1123.482,1108.175,1099.563,964.236,885.027,886.481
260,979.926,992.547,1009.735,1079.954,957.088,1019.400,1352.059,1183.512,1063.268,1065.261,1104.169,885.093,1051.754,916.775,1071.209,1153.776,924.814,901.247,1005.454,1052.599,1020.199,1121.138,1107.983,1093.974,961.023,885.444,886.165
261,980.182,990.218,1007.573,1077.340,956.027,1018.957,1368.850,1178.583,1060.837,1064.468,1110.128,883.958,1053.938,916.440,1062.414,1141.581,922.378,902.822,1004.257,1055.862,1017.919,1115.962,1103.235,1086.028,957.849,885.162,886.455
262,976.211,983.406,1007.589,1075.542,955.759,1017.968,1401.601,1176.127,1060.900,1061.958,1105.785,883.893,1050.972,916.055,1054.937,1130.440,926.266,903.725,1003.516,1061.495,1017.708,1114.656,1099.975,1078.963,955.360,885.237,885.897
263,975.508,979.506,1007.726,1074.902,955.913,1018.306,1457.006,1175.730,1063.435,1063.079,1126.649,882.021,1053.459,915.842,1042.842,1119.124,923.689,903.477,1004.890,1082.337,1018.699,1111.335,1094.349,1073.137,951.850,884.719,886.857
264,974.407,976.021,1006.572,1072.540,956.298,1018.894,1470.659,1173.768,1067.177,1071.681,1146.363,882.556,1056.460,915.306,1038.350,1106.893,922.999,901.903,1003.071,1095.298,1019.299,1105.281,1090.780,1065.623,948.236,884.030,884.938
265,973.416,972.238,1006.736,1070.802,956.852,1020.853,1469.214,1174.089,1068.984,1104.315,1147.894,881.871,1051.929,914.253,1031.064,1098.824,925.740,901.523,1004.001,1100.234,1018.583,1099.394,1079.927,1056.529,944.572,884.672,884.610
266,972.681,967.445,1004.998,1067.716,955.193,1018.414,1456.089,1169.009,1067.175,1116.049,1141.744,879.834,1045.080,914.186,1022.722,1085.944,922.422,901.798,1003.205,1097.966,1018.002,1091.885,1073.920,1049.921,937.799,883.419,881.974
267,972.356,965.602,1000.637,1064.970,955.366,1017.352,1441.404,1164.378,1062.123,1114.153,1133.114,878.129,1037.517,914.708,1016.398,1077.953,924.633,900.625,1001.164,1097.389,1016.732,1084.415,1066.241,1041.942,934.253,882.610,881.376
268,971.496,960.105,997.955,1061.774,953.768,1017.631,1425.278,1161.261,1061.557,1106.815,1121.013,877.759,1030.672,914.494,1012.930,1066.816,921.434,899.798,1000.773,1097.135,1016.224,1077.451,1060.939,1033.357,929.813,881.589,877.177
269,972.405,956.791,994.776,1059.222,952.224,1017.265,1410.816,1160.221,1063.599,1101.552,1112.896,876.459,1025.426,913.839,1005.954,1059.716,919.544,900.763,999.230,1109.289,1014.791,1070.586,1052.390,1028.169,925.220,879.166,878.332
270,973.720,954.440,990.002,1060.758,954.968,1017.167,1397.988,1163.225,1063.952,1096.245,1102.148,875.633,1028.040,912.778,999.954,1052.531,921.558,903.214,999.671,1117.169,1013.526,1066.040,1052.596,1021.719,923.019,879.179,875.623
271,974.526,953.921,987.124,1059.541,954.220,1018.781,1388.857,1163.296,1064.140,1090.990,1091.901,875.880,1029.875,914.320,996.904,1043.257,922.579,901.822,1000.352,1118.802,1027.389,1061.950,1046.004,1017.469,919.779,879.515,875.095
272,974.444,953.256,983.445,1060.992,956.259,1019.370,1378.121,1190.918,1064.662,1087.997,1084.694,875.620,1031.018,913.714,992.216,1037.144,918.325,903.262,1000.386,1119.582,1060.383,1056.999,1042.559,1012.267,918.123,879.577,873.998
273,974.040,967.622,983.082,1061.522,956.442,1020.964,1373.799,1229.603,1072.916,1085.622,1077.422,875.372,1037.205,914.499,987.279,1031.431,919.553,901.389,1000.951,1114.314,1067.783,1052.687,1037.964,1005.909,914.028,879.074,874.567
274,972.799,1002.013,985.533,1063.936,955.116,1021.778,1364.796,1235.661,1074.144,1080.755,1067.160,875.157,1036.932,912.968,983.332,1025.864,920.346,902.254,1000.621,1108.220,1068.946,1048.836,1034.271,1002.519,912.377,877.986,872.861
275,970.045,1015.569,984.270,1064.441,955.114,1023.646,1351.240,1232.603,1072.197,1077.849,1058.932,876.173,1042.440,913.083,981.064,1020.084,920.093,901.955,997.258,1099.648,1063.158,1043.004,1029.720,996.608,909.249,878.380,870.919
276,967.815,1046.042,985.308,1063.777,958.207,1022.991,1343.331,1225.843,1068.970,1073.229,1053.812,876.121,1043.720,913.702,976.878,1016.632,920.130,901.595,999.100,1092.501,1059.638,1038.995,1026.714,992.929,906.847,877.696,870.161
277,967.121,1087.052,987.497,1063.219,958.957,1023.073,1329.475,1219.850,1065.184,1073.783,1047.170,873.862,1038.401,914.551,974.904,1011.692,920.498,899.805,997.698,1086.114,1055.535,1035.863,1023.517,990.756,905.051,880.092,871.476
278,962.897,1105.713,987.688,1063.348,959.196,1021.910,1321.852,1211.440,1065.692,1095.874,1039.855,874.554,1037.196,913.947,972.579,1020.670,920.143,899.235,998.188,1076.028,1051.973,1034.698,1019.183,988.856,903.648,881.559,869.956
279,961.545,1129.194,989.143,1063.215,960.898,1024.118,1312.731,1208.118,1066.442,1101.212,1036.078,876.404,1039.284,914.488,970.297,1053.001,923.550,898.117,997.910,1069.843,1047.805,1033.528,1020.426,986.657,901.570,881.514,869.171
280,960.420,1145.584,987.818,1061.330,959.578,1022.822,1303.483,1199.134,1062.078,1100.909,1029.464,875.294,1037.477,914.766,965.320,1059.552,922.012,897.240,997.357,1062.804,1045.374,1031.436,1017.942,984.968,898.667,882.299,869.510
281,960.210,1152.240,987.145,1058.193,959.301,1022.814,1293.512,1190.900,1057.738,1093.696,1024.370,874.786,1031.884,914.754,962.652,1057.094,925.208,895.676,996.223,1056.510,1039.960,1027.755,1016.071,984.355,898.318,880.726,869.037
282,961.190,1166.323,989.114,1056.360,958.825,1021.090,1288.624,1181.401,1050.962,1090.067,1017.769,875.874,1023.232,914.066,958.492,1048.409,923.304,895.418,995.387,1048.427,1037.590,1024.944,1011.117,979.498,895.560,880.531,866.297
283,959.509,1176.277,988.367,1055.497,958.152,1020.797,1278.796,1175.949,1047.222,1083.896,1014.094,874.856,1019.076,914.037,957.768,1041.658,924.610,893.686,995.559,1044.005,1036.396,1021.722,1007.264,976.439,894.681,880.294,864.964
284,961.135,1172.970,985.887,1055.199,959.041,1019.777,1271.389,1169.906,1044.620,1080.550,1009.152,876.685,1019.532,913.114,956.118,1048.675,923.170,893.966,1002.499,1037.318,1035.764,1018.776,1003.462,975.527,892.817,879.393,866.308
285,960.615,1163.459,982.883,1059.038,959.414,1020.875,1267.839,1167.888,1048.497,1078.092,1007.729,875.989,1024.683,914.591,957.688,1111.702,927.782,893.371,1020.832,1031.885,1036.718,1020.645,1007.815,975.162,892.934,879.486,866.513
286,965.687,1151.880,978.997,1090.879,961.449,1022.934,1264.125,1189.770,1059.027,1079.014,1010.281,877.363,1032.894,915.996,957.872,1178.861,932.925,894.199,1031.205,1029.652,1038.714,1022.763,1016.844,973.265,895.505,879.901,868.186
287,989.098,1140.415,975.129,1117.375,964.940,1025.871,1264.479,1216.379,1064.930,1079.510,1009.800,878.881,1038.589,916.448,958.061,1232.599,933.455,894.411,1032.368,1027.534,1040.976,1030.909,1032.613,974.331,895.182,881.282,868.616
288,999.956,1129.015,972.172,1121.300,963.230,1025.516,1262.679,1219.976,1063.174,1076.687,1006.976,879.765,1034.979,916.196,964.240,1247.452,935.685,894.229,1030.913,1026.858,1043.344,1068.250,1047.290,978.630,898.053,884.033,873.215
289,998.758,1117.596,968.197,1121.671,963.494,1025.339,1259.354,1214.766,1062.634,1074.803,1002.549,878.141,1031.559,915.389,1001.183,1243.544,933.427,893.245,1031.190,1022.419,1048.945,1090.173,1050.625,983.114,900.558,885.181,877.941
290,998.719,1106.197,965.890,1132.419,965.429,1027.203,1256.695,1213.709,1058.642,1072.549,1001.491,881.000,1028.486,916.698,1016.332,1253.927,935.777,894.992,1038.766,1015.520,1051.774,1095.137,1058.748,989.690,901.170,886.440,885.018
291,998.002,1094.789,963.470,1167.054,969.054,1028.170,1258.554,1232.967,1060.093,1069.498,1000.278,882.865,1035.057,917.000,1036.349,1303.856,937.694,895.133,1052.155,1013.257,1053.739,1095.113,1054.097,1025.224,906.864,885.366,889.112
292,1017.378,1083.192,960.603,1181.021,968.393,1029.287,1259.754,1260.996,1065.226,1067.315,1002.160,886.415,1044.930,916.765,1070.709,1337.272,943.067,896.079,1058.786,1012.631,1052.788,1102.654,1054.555,1052.630,920.310,890.047,891.211
293,1024.462,1072.710,959.223,1179.502,968.660,1031.361,1259.611,1291.449,1069.458,1064.657,1000.376,888.681,1044.836,916.661,1116.389,1336.431,940.557,897.010,1056.094,1012.970,1052.916,1130.602,1061.671,1059.311,927.324,890.347,891.411
294,1020.337,1061.931,955.647,1171.445,966.617,1029.566,1255.687,1316.781,1071.343,1059.956,998.567,891.878,1040.317,915.747,1134.689,1325.435,937.645,896.422,1052.309,1008.883,1053.168,1136.604,1062.612,1060.101,929.637,890.407,890.189
295,1017.994,1052.888,954.200,1164.569,965.481,1029.230,1249.723,1318.663,1067.932,1056.504,992.873,892.003,1035.223,916.947,1160.845,1310.850,936.750,898.646,1048.333,1004.070,1054.371,1131.844,1053.064,1074.577,933.910,888.571,887.755
296,1015.888,1045.626,952.474,1157.209,962.728,1026.451,1244.699,1306.947,1064.405,1057.998,988.904,893.367,1034.731,915.725,1193.325,1291.888,936.706,897.116,1042.244,999.223,1073.079,1124.913,1052.588,1102.622,936.284,886.936,887.565
297,1011.028,1037.453,951.299,1148.097,963.305,1027.010,1239.030,1297.018,1062.214,1074.533,986.075,894.376,1037.039,916.848,1217.710,1275.971,935.177,897.246,1037.493,994.647,1109.775,1115.766,1047.506,1107.012,932.675,888.427,887.640
298,1009.000,1027.882,950.131,1140.500,962.352,1025.852,1231.945,1286.794,1055.498,1098.139,981.816,892.904,1030.496,916.109,1215.980,1259.818,932.783,894.998,1031.473,990.389,1115.531,1106.981,1038.403,1103.782,929.608,886.797,884.337
299,1003.039,1021.452,947.476,1130.805,959.963,1024.131,1224.144,1272.292,1052.084,1103.012,979.633,890.581,1025.123,916.356,1201.863,1238.512,932.104,896.743,1028.209,988.361,1113.626,1097.474,1036.015,1095.070,926.536,885.721,881.615
300,997.593,1012.666,947.704,1125.368,959.315,1022.751,1220.686,1263.530,1054.922,1104.227,975.284,891.314,1028.772,917.724,1190.219,1225.724,930.516,896.021,1025.754,983.889,1107.480,1092.049,1034.590,1088.973,923.416,884.201,877.941
301,993.791,1006.990,945.705,1118.519,958.122,1023.551,1216.507,1253.974,1056.453,1099.352,973.644,891.121,1030.396,916.942,1183.374,1209.096,930.331,896.642,1022.402,980.092,1100.387,1090.076,1044.117,1084.108,920.060,884.040,878.579
302,987.902,1001.504,945.635,1113.268,957.686,1020.390,1215.071,1247.861,1059.513,1095.484,969.342,888.888,1035.865,915.890,1208.848,1192.929,927.875,897.786,1017.719,978.140,1096.650,1090.403,1047.959,1078.100,921.898,883.037,880.368
303,982.576,996.751,943.272,1108.327,957.399,1022.211,1213.896,1242.804,1063.516,1091.756,969.689,888.388,1037.881,915.478,1214.655,1178.725,929.148,898.566,1014.668,974.096,1089.769,1088.065,1053.294,1074.909,923.350,883.040,879.715
304,979.474,991.886,942.923,1103.058,955.545,1021.602,1210.559,1236.926,1062.900,1089.744,966.100,888.769,1036.459,914.589,1202.385,1165.579,925.622,898.751,1010.750,975.294,1084.046,1086.203,1052.939,1070.629,924.168,883.868,878.978
305,975.774,985.468,942.167,1098.240,955.149,1021.284,1207.976,1231.616,1062.157,1085.076,964.852,887.361,1041.007,916.212,1188.421,1151.087,926.205,898.905,1010.459,1002.073,1076.505,1082.567,1051.893,1064.191,924.903,882.862,879.236
306,972.110,980.803,941.982,1094.148,954.141,1021.667,1206.630,1226.052,1062.547,1094.034,963.958,886.504,1046.472,915.458,1171.917,1138.159,927.260,898.386,1009.554,1019.312,1070.854,1082.943,1050.117,1064.176,927.598,882.346,879.187
307,969.167,976.625,941.130,1090.658,956.423,1019.847,1209.245,1222.834,1066.301,1121.368,961.101,885.370,1051.208,915.770,1156.830,1126.967,926.032,900.638,1007.203,1022.299,1065.749,1095.507,1052.244,1061.921,929.506,882.945,880.463
308,964.838,972.775,941.732,1089.286,956.543,1017.644,1230.125,1216.745,1067.122,1129.823,960.930,884.128,1051.121,915.507,1141.071,1114.494,925.702,898.793,1004.692,1020.529,1063.088,1125.959,1055.542,1062.245,928.718,881.640,882.593
309,964.357,970.185,941.554,1086.375,956.248,1019.744,1294.197,1215.864,1066.017,1129.444,960.328,884.013,1055.281,916.926,1129.415,1105.403,924.661,900.502,1003.384,1017.588,1059.525,1132.794,1061.671,1056.422,927.503,882.544,882.758
310,960.863,967.730,941.072,1084.575,956.483,1017.541,1320.483,1212.390,1062.148,1127.815,958.987,883.509,1051.872,915.214,1118.237,1093.552,926.705,899.506,1003.663,1014.198,1055.113,1130.071,1062.117,1052.461,927.265,882.109,881.381
311,959.472,964.857,941.456,1083.324,959.278,1019.682,1392.239,1211.901,1062.984,1128.249,957.222,881.467,1053.238,914.735,1105.806,1084.116,927.243,899.441,1002.971,1011.856,1051.318,1123.043,1060.497,1046.069,923.648,881.472,881.165
312,956.239,962.054,942.831,1083.709,959.643,1020.658,1471.124,1211.821,1064.489,1126.858,958.955,882.331,1057.016,914.165,1093.486,1074.714,925.116,900.717,1001.862,1008.678,1050.672,1117.917,1055.684,1040.104,920.971,881.406,881.041
313,959.402,959.386,943.761,1081.563,959.295,1019.278,1510.565,1207.776,1060.975,1120.275,957.299,881.122,1052.003,914.820,1084.298,1066.050,923.777,898.374,999.361,1007.156,1047.833,1109.304,1050.161,1034.733,917.654,881.068,879.955
314,964.269,956.368,947.743,1077.639,958.666,1019.400,1507.833,1198.143,1057.539,1114.806,955.935,878.945,1045.632,914.052,1074.595,1056.091,921.907,899.005,997.771,1003.729,1045.535,1099.989,1048.010,1027.495,915.598,878.949,878.668
315,984.048,958.895,966.482,1076.260,961.161,1018.864,1497.521,1191.403,1054.937,1107.853,955.309,879.040,1042.944,914.657,1063.395,1047.095,925.271,897.885,996.655,1003.329,1046.814,1093.210,1039.652,1020.798,909.994,879.249,877.767
316,996.686,957.987,979.831,1075.266,960.568,1018.581,1481.519,1185.549,1054.554,1101.602,954.688,877.878,1044.772,914.653,1057.708,1040.109,924.566,895.822,996.000,1002.074,1046.053,1084.950,1035.974,1013.243,906.872,879.380,875.692
317,997.849,958.449,988.222,1073.126,959.953,1016.608,1466.275,1179.896,1052.513,1093.256,955.230,876.283,1042.036,914.378,1046.516,1032.899,923.818,896.266,995.554,1000.745,1047.391,1079.974,1032.907,1009.847,905.286,878.572,873.810
318,994.570,961.640,1012.525,1075.466,962.078,1018.253,1454.771,1176.406,1051.330,1091.296,953.072,877.188,1038.719,915.543,1038.463,1027.837,925.026,895.212,995.657,996.361,1079.735,1076.267,1030.983,1004.393,901.272,880.488,872.041
319,990.736,960.772,1029.255,1076.511,960.007,1017.826,1442.100,1172.136,1047.902,1083.723,954.772,874.978,1031.151,914.743,1031.882,1020.251,920.932,894.739,995.429,994.984,1109.179,1070.602,1030.172,1000.153,899.308,879.805,872.212
320,988.981,961.494,1048.212,1084.346,962.929,1018.557,1433.269,1168.855,1051.382,1081.991,976.915,874.226,1024.253,915.470,1025.256,1014.861,920.386,896.552,997.086,993.709,1115.513,1066.932,1039.149,997.568,899.129,879.476,871.603
321,985.619,964.017,1058.882,1089.088,963.600,1019.851,1423.984,1167.697,1057.913,1077.810,1003.531,874.288,1028.432,915.847,1020.516,1010.886,921.375,893.087,998.358,993.722,1113.735,1068.284,1043.722,993.550,897.812,879.375,872.451
322,982.896,992.970,1064.993,1094.604,966.665,1022.212,1417.867,1166.078,1060.099,1079.008,1012.807,874.176,1029.373,916.545,1014.802,1008.158,921.999,893.145,999.276,994.918,1107.419,1072.550,1044.607,991.896,896.166,879.574,871.949
323,979.770,1032.128,1069.931,1108.260,969.338,1022.923,1409.029,1163.743,1062.304,1081.168,1045.544,875.838,1035.574,917.739,1010.083,1040.617,923.428,891.805,1009.103,998.760,1102.479,1075.826,1046.749,988.546,897.570,880.163,872.886
324,977.872,1084.489,1074.166,1152.718,975.631,1024.908,1402.723,1163.371,1069.451,1087.376,1077.361,875.833,1041.056,918.394,1002.722,1074.393,926.803,891.759,1026.065,1001.797,1096.851,1073.719,1040.123,986.994,896.824,880.611,872.700
325,976.060,1124.264,1078.414,1175.048,977.718,1028.013,1393.414,1164.443,1075.031,1084.928,1112.709,876.609,1050.556,919.861,999.854,1119.128,931.394,893.449,1032.755,1004.231,1094.178,1071.104,1040.288,989.188,896.804,880.593,873.034
326,973.146,1151.130,1078.087,1178.538,978.695,1029.771,1384.050,1160.588,1074.846,1083.925,1126.797,877.799,1051.179,921.110,995.227,1156.252,933.844,891.978,1034.034,1009.803,1089.140,1066.681,1036.458,989.154,898.649,885.000,874.723
327,972.422,1170.929,1075.189,1175.711,980.378,1029.981,1374.126,1156.746,1075.264,1081.448,1155.088,878.908,1045.601,920.884,994.589,1170.174,933.906,892.624,1030.995,1035.047,1084.107,1064.692,1034.180,993.539,908.406,886.668,881.468
328,972.227,1174.588,1070.946,1173.593,978.386,1030.440,1363.203,1157.804,1073.531,1079.590,1187.061,880.211,1042.380,921.220,993.531,1230.512,935.812,893.604,1028.725,1069.065,1079.561,1061.040,1035.591,1000.965,922.824,886.790,888.487
329,969.509,1168.336,1064.151,1169.604,977.089,1032.331,1356.884,1158.630,1074.186,1078.850,1202.852,878.710,1046.711,923.383,993.492,1292.422,939.749,895.146,1025.383,1083.789,1074.982,1059.165,1038.515,1006.449,927.962,889.125,890.200
330,968.395,1162.772,1057.384,1161.833,975.059,1030.757,1348.824,1158.687,1075.083,1074.987,1205.156,880.643,1049.534,922.862,988.896,1339.569,942.328,894.344,1022.227,1089.185,1069.626,1055.943,1038.388,1005.962,930.495,887.194,891.271
331,967.643,1152.733,1051.231,1158.439,974.138,1029.363,1340.175,1157.717,1074.284,1072.655,1198.187,880.091,1053.970,923.703,992.697,1375.271,943.288,895.559,1019.859,1095.437,1068.194,1052.082,1033.175,1003.373,929.404,887.641,889.381
332,966.553,1140.080,1043.875,1152.654,971.410,1028.718,1329.678,1157.732,1075.584,1067.871,1191.097,879.949,1051.246,925.890,992.862,1409.651,945.342,895.440,1018.367,1116.277,1063.129,1049.521,1032.861,1002.569,931.083,886.432,888.289
333,955.882,1090.178,1028.263,1114.856,967.629,1013.419,1282.355,1143.674,1063.811,1052.905,1167.935,885.159,1028.683,924.786,989.097,1406.859,935.485,889.194,997.810,1087.953,1033.787,1023.931,1031.704,978.289,924.180,880.728,880.693
334,949.245,1066.970,1022.156,1088.206,970.033,1010.014,1245.243,1137.429,1056.797,1042.705,1151.828,899.537,1021.138,930.304,994.853,1396.444,936.555,901.019,989.549,1062.034,1021.917,1023.389,1040.968,977.872,932.769,890.863,890.274
335,968.231,1110.986,1030.178,1132.322,974.856,1032.453,1306.119,1156.046,1077.273,1062.473,1167.175,899.699,1058.567,939.764,1002.754,1423.925,959.911,910.616,1017.940,1116.100,1063.042,1060.897,1043.941,1008.533,941.707,901.354,902.067
336,968.870,1099.891,1024.836,1135.538,974.272,1032.075,1309.533,1154.110,1076.906,1061.851,1159.590,901.415,1056.535,939.775,1002.107,1414.793,956.402,911.759,1019.318,1117.069,1060.920,1061.487,1041.258,1008.382,939.118,902.042,899.913
337,969.103,1089.937,1020.048,1128.448,975.646,1032.292,1303.980,1149.379,1075.359,1060.861,1148.102,901.968,1046.936,940.833,996.245,1397.334,957.302,910.202,1017.354,1107.808,1060.713,1056.229,1036.081,1005.245,935.233,901.240,897.521
338,967.090,1077.277,1014.885,1124.489,971.283,1030.119,1295.075,1143.272,1067.104,1057.798,1136.472,901.285,1038.138,940.935,991.269,1377.946,953.809,908.876,1013.565,1100.131,1080.886,1051.523,1034.220,1001.447,933.216,899.738,895.583
339,965.631,1067.686,1009.227,1116.843,968.623,1030.151,1284.008,1137.519,1064.592,1057.567,1124.543,903.417,1030.740,940.983,986.920,1358.153,952.781,907.667,1011.767,1091.032,1134.385,1045.750,1027.765,998.359,929.782,900.691,900.466
340,984.142,1059.520,1006.214,1113.913,971.162,1029.291,1274.938,1134.129,1059.201,1084.764,1114.938,908.881,1024.229,942.856,982.600,1338.978,953.089,907.462,1012.336,1086.632,1155.821,1043.375,1024.633,997.622,929.003,903.413,905.677
341,1000.769,1055.347,1003.802,1115.369,987.237,1029.823,1270.901,1129.243,1059.499,1119.841,1106.474,913.588,1016.448,945.747,979.473,1321.629,948.857,908.549,1020.677,1082.218,1173.424,1038.635,1016.032,996.613,927.956,903.576,905.951
342,1007.955,1085.648,1011.392,1118.552,999.116,1034.122,1264.591,1129.203,1067.936,1135.110,1100.272,915.056,1016.657,952.133,978.195,1306.576,951.054,910.171,1036.914,1078.827,1206.796,1039.692,1023.426,1011.179,932.658,907.872,913.725
343,1030.283,1125.140,1017.538,1118.985,1009.308,1034.775,1258.471,1128.701,1070.639,1149.306,1095.626,917.864,1024.327,957.329,978.629,1293.835,954.353,912.046,1047.093,1075.007,1216.012,1038.582,1022.357,1041.802,939.604,909.688,920.045
344,1048.265,1144.990,1038.340,1121.832,1026.341,1037.572,1256.203,1126.450,1079.854,1174.010,1090.892,921.807,1032.678,964.794,975.697,1280.298,954.783,913.327,1055.381,1071.082,1245.343,1040.462,1025.654,1051.816,945.000,913.988,922.953
345,1063.991,1168.839,1055.059,1122.738,1033.656,1038.597,1287.823,1128.779,1086.690,1182.168,1084.903,925.192,1043.151,975.342,980.909,1269.833,953.138,917.465,1072.720,1069.750,1288.489,1040.724,1035.862,1066.905,952.709,917.028,930.661
346,1083.828,1194.543,1063.613,1125.100,1050.975,1040.897,1330.565,1128.841,1092.143,1184.958,1081.553,925.573,1051.401,985.610,1014.718,1258.135,954.086,924.718,1084.496,1070.961,1303.709,1042.990,1043.862,1112.998,969.779,918.325,939.253
347,1090.686,1213.861,1081.679,1127.193,1059.799,1042.845,1358.416,1130.781,1101.455,1197.313,1076.851,926.049,1059.126,999.394,1058.471,1247.481,957.403,928.795,1093.791,1069.201,1302.193,1046.099,1059.459,1147.574,981.930,920.470,943.679
348,1101.432,1225.647,1098.426,1132.611,1066.412,1042.378,1444.870,1135.556,1107.793,1211.703,1073.097,927.595,1068.051,1005.798,1092.438,1235.781,957.048,934.531,1097.621,1070.515,1316.708,1054.701,1078.972,1180.857,994.790,923.822,946.591
