 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27
1,965.185,1152.250,969.731,1110.574,954.162,1024.193,1168.608,1096.113,1038.699,1024.363,944.919,888.572,1021.466,895.381,1060.928,1186.834,920.824,892.514,1033.224,981.150,1019.199,1038.761,1038.949,1074.204,919.517,875.690,868.872
2,973.368,1146.092,967.535,1119.488,954.599,1026.225,1169.627,1136.273,1047.095,1051.276,945.076,889.820,1022.387,896.275,1053.012,1170.860,919.993,892.748,1032.593,980.657,1017.307,1039.008,1036.701,1086.062,918.989,876.366,867.737
3,994.317,1139.180,965.896,1131.374,957.887,1029.327,1174.982,1173.910,1053.654,1078.250,947.187,888.787,1026.437,897.065,1042.933,1157.341,919.498,894.388,1029.985,982.983,1017.098,1040.860,1036.597,1086.429,917.877,876.726,869.159
4,996.628,1128.569,963.246,1170.220,960.242,1030.685,1180.426,1230.411,1060.382,1084.107,948.668,889.283,1032.688,895.597,1034.832,1142.756,918.544,895.028,1027.033,979.619,1013.771,1046.933,1029.671,1084.923,914.683,877.330,867.706
5,994.970,1116.713,961.783,1191.079,961.688,1035.941,1186.924,1316.443,1070.173,1088.302,950.974,889.344,1035.469,896.404,1029.330,1128.939,920.572,894.695,1023.831,979.408,1013.358,1074.139,1039.642,1081.321,914.081,876.837,869.281
6,989.816,1104.938,960.188,1196.671,960.661,1041.300,1199.776,1422.749,1083.907,1085.560,960.070,887.514,1036.817,896.336,1022.591,1115.868,919.954,892.734,1019.758,976.214,1010.516,1087.779,1036.319,1075.566,911.655,877.472,868.527
7,985.504,1092.754,957.596,1192.498,960.441,1042.945,1207.119,1513.518,1098.637,1083.631,982.749,884.391,1040.213,896.283,1014.783,1102.603,919.951,892.741,1016.409,971.488,1008.414,1087.410,1038.633,1066.409,908.765,876.381,869.130
8,980.221,1081.703,954.876,1192.601,960.818,1047.480,1211.539,1603.397,1110.474,1084.113,990.431,884.460,1037.976,895.660,1011.420,1092.679,916.378,892.000,1014.338,969.934,1007.692,1082.683,1042.004,1059.474,907.010,875.244,867.745
9,976.556,1071.871,954.370,1187.237,958.667,1049.744,1245.295,1683.823,1120.838,1083.970,1014.945,882.878,1031.693,897.163,1004.896,1083.005,917.157,890.951,1010.969,968.685,1005.388,1076.268,1039.636,1050.554,904.230,874.930,867.574
10,974.107,1059.733,953.185,1192.947,960.040,1051.817,1316.190,1739.906,1132.114,1087.060,1028.786,882.276,1039.660,898.036,999.144,1071.221,916.370,892.121,1008.342,965.242,1005.117,1072.356,1037.744,1044.542,901.416,874.593,867.403
11,971.335,1049.867,951.621,1189.511,957.382,1050.569,1330.942,1751.824,1130.173,1085.460,1028.534,880.622,1036.034,897.637,993.300,1060.398,917.077,890.293,1004.147,962.396,1002.634,1066.261,1032.932,1037.219,898.849,872.788,865.105
12,970.347,1038.825,949.286,1182.165,956.359,1046.853,1326.777,1746.747,1127.180,1080.235,1026.413,880.670,1028.013,897.999,988.319,1051.261,915.749,887.352,1001.803,960.910,1000.633,1057.997,1028.680,1030.796,896.419,873.339,863.369
13,971.099,1030.119,948.013,1174.018,955.949,1049.268,1339.950,1774.612,1127.490,1080.740,1050.728,878.235,1022.163,897.607,983.295,1043.066,914.434,886.779,998.547,960.677,1004.392,1051.432,1025.694,1025.632,896.257,872.805,864.158
14,972.960,1022.908,945.850,1167.849,953.267,1050.576,1380.819,1798.764,1136.332,1086.021,1091.549,876.834,1025.554,898.548,979.329,1034.138,913.819,886.255,996.995,958.950,1037.481,1045.412,1021.677,1020.020,892.004,872.887,863.970
15,973.339,1013.834,944.639,1160.503,953.691,1050.249,1387.304,1817.325,1145.141,1091.608,1115.695,876.589,1026.079,899.203,974.645,1025.708,913.652,886.606,995.760,959.475,1054.483,1041.558,1020.980,1014.918,891.595,872.135,862.485
16,971.343,1006.678,943.563,1152.553,953.607,1051.088,1383.778,1842.298,1152.690,1090.471,1147.092,876.815,1031.659,898.982,972.281,1018.717,913.804,885.778,994.202,956.761,1054.719,1036.118,1016.570,1011.257,889.759,872.218,863.111
17,968.889,999.637,942.628,1144.077,951.741,1052.240,1374.771,1856.876,1161.003,1090.370,1177.664,876.921,1037.276,897.917,972.008,1012.045,912.170,885.072,992.475,957.141,1052.483,1033.686,1019.897,1006.124,888.924,871.883,861.623
18,969.003,992.890,942.529,1139.432,951.579,1053.017,1374.472,1861.539,1165.721,1089.891,1180.489,876.562,1040.538,898.588,967.476,1008.000,915.403,885.709,991.832,955.396,1051.395,1031.865,1016.394,1002.730,888.847,874.542,864.088
19,965.972,988.693,941.387,1131.776,950.920,1049.041,1365.590,1857.945,1163.548,1084.145,1188.227,874.942,1034.738,897.640,964.694,1000.667,912.268,884.934,988.954,955.779,1044.582,1028.004,1016.246,997.568,886.133,875.175,863.547
20,961.353,980.358,940.056,1124.016,949.053,1049.229,1357.923,1843.599,1159.037,1078.604,1190.631,872.925,1025.447,897.480,961.993,995.651,915.291,883.724,987.408,953.418,1041.063,1023.918,1012.223,994.786,885.280,875.528,863.506
21,961.273,976.024,939.608,1119.844,949.713,1046.418,1348.101,1824.086,1152.957,1074.705,1184.029,873.410,1019.533,899.076,958.482,991.056,914.560,883.908,987.083,953.893,1035.907,1020.576,1009.846,990.469,884.232,875.269,863.052
22,961.870,972.775,938.963,1113.230,947.763,1044.019,1339.957,1800.511,1145.484,1069.932,1171.823,871.300,1018.321,898.179,954.997,985.548,914.039,882.903,985.769,953.333,1034.044,1017.625,1007.375,985.587,883.970,876.245,863.458
23,959.896,968.584,937.934,1105.256,947.175,1042.288,1331.515,1778.503,1136.731,1066.725,1156.530,873.570,1019.799,897.711,950.201,980.677,915.601,882.114,985.900,952.494,1031.721,1014.927,1004.991,985.082,882.238,876.146,863.632
24,961.459,965.021,937.846,1103.306,946.992,1042.458,1320.631,1756.675,1127.235,1061.970,1144.627,872.460,1020.310,898.092,950.387,979.094,912.526,884.330,988.562,954.378,1031.314,1014.018,1003.825,982.575,882.350,875.195,864.177
25,964.051,958.910,937.038,1097.050,946.083,1038.322,1309.355,1726.710,1117.327,1056.258,1129.555,872.253,1013.448,897.026,945.065,973.961,916.995,882.106,987.631,953.673,1031.462,1010.752,1001.046,978.455,881.485,873.955,863.629
26,965.357,958.745,937.101,1091.820,945.761,1037.243,1299.241,1707.629,1109.692,1054.419,1120.182,870.620,1018.675,896.806,943.282,970.089,913.722,880.960,988.537,954.444,1031.347,1007.096,998.177,975.743,880.484,872.954,863.905
27,963.788,953.906,937.142,1088.919,946.048,1034.280,1285.473,1684.691,1103.792,1050.228,1108.386,871.626,1021.431,897.005,943.064,965.349,915.689,882.268,986.887,962.544,1029.979,1007.115,998.510,974.106,881.679,873.826,863.827
28,964.053,949.373,936.551,1082.949,944.437,1031.128,1275.717,1662.650,1099.723,1045.141,1100.167,870.923,1029.840,897.367,940.238,965.677,912.596,880.494,987.059,993.309,1029.447,1028.641,998.129,974.733,885.173,873.654,865.501
29,962.459,947.452,936.678,1080.676,943.343,1028.994,1267.441,1640.236,1092.211,1044.316,1089.082,870.545,1028.511,895.515,937.678,960.213,914.225,880.979,986.129,1015.181,1027.338,1052.359,1006.681,978.034,887.809,873.279,868.780
30,964.957,946.308,937.338,1077.251,942.522,1029.581,1263.253,1622.236,1091.274,1051.715,1080.745,871.898,1032.561,897.864,938.161,959.507,915.966,882.255,985.647,1054.849,1028.248,1058.909,1012.800,977.692,891.280,875.445,873.178
31,964.947,943.153,937.255,1072.851,943.189,1025.863,1259.412,1604.246,1089.757,1086.551,1071.648,872.829,1030.274,896.119,938.744,958.985,917.319,882.860,988.689,1088.010,1025.634,1072.130,1014.845,981.262,894.255,877.103,875.400
32,962.361,944.126,942.263,1069.707,943.835,1027.313,1253.353,1587.948,1086.311,1105.073,1064.507,872.131,1025.463,896.384,937.551,992.693,915.853,881.829,989.379,1112.525,1022.776,1096.787,1019.381,982.673,897.441,878.048,875.825
33,960.113,943.757,962.588,1070.264,944.495,1025.571,1259.192,1566.902,1091.102,1103.823,1055.367,870.462,1017.272,895.574,934.841,1012.020,918.240,884.903,990.697,1128.669,1022.925,1104.631,1021.671,1009.387,909.881,877.539,878.955
34,959.179,945.393,974.181,1069.919,944.664,1026.683,1326.639,1555.151,1093.998,1100.177,1050.384,872.480,1016.077,896.705,937.356,1020.856,922.190,887.620,992.412,1139.563,1022.447,1116.554,1023.067,1044.481,924.773,878.344,882.261
35,958.241,944.766,978.768,1068.684,945.223,1027.135,1357.124,1538.629,1095.754,1095.975,1046.513,874.293,1021.942,898.082,962.146,1063.701,924.766,889.670,991.862,1140.312,1021.696,1142.319,1038.852,1055.191,933.611,876.883,882.965
36,972.647,945.489,1000.780,1068.909,946.211,1026.423,1362.692,1525.017,1096.718,1093.719,1044.279,875.148,1028.533,899.352,985.023,1126.939,927.386,893.934,992.509,1146.726,1022.822,1148.572,1055.687,1058.872,940.269,878.760,885.835
37,989.014,948.535,1017.797,1070.526,945.558,1025.770,1366.102,1508.400,1095.898,1089.170,1040.491,876.674,1033.757,900.152,1001.294,1193.873,930.177,895.939,993.249,1157.842,1025.222,1147.565,1065.967,1088.328,956.974,879.718,887.352
38,995.922,949.274,1025.115,1068.243,946.210,1026.328,1411.169,1495.176,1095.404,1085.393,1038.244,878.183,1039.541,901.191,1052.986,1255.855,934.557,896.485,1002.856,1156.694,1029.730,1143.655,1070.585,1112.377,966.065,880.567,889.061
39,1012.429,949.928,1035.251,1068.533,946.804,1025.461,1421.840,1481.087,1092.975,1080.796,1033.000,878.916,1038.556,902.986,1110.927,1308.998,939.358,896.880,1017.482,1155.237,1033.432,1139.299,1068.909,1120.231,968.150,882.787,889.120
40,1018.521,950.648,1046.100,1068.967,946.874,1023.087,1414.085,1466.762,1087.901,1078.941,1030.205,880.138,1034.408,901.612,1164.344,1335.269,939.353,898.355,1022.918,1151.395,1035.720,1131.681,1067.746,1123.827,966.765,883.074,887.691
41,1017.636,949.596,1051.801,1066.247,945.198,1022.343,1401.836,1452.787,1082.339,1071.009,1022.344,878.709,1025.922,902.162,1173.393,1328.064,936.519,895.819,1020.730,1139.959,1035.892,1123.300,1060.616,1115.260,960.690,882.613,883.934
42,1016.157,950.027,1046.893,1064.037,946.066,1020.148,1384.218,1438.643,1076.926,1065.648,1016.981,878.682,1022.865,900.957,1162.652,1313.785,935.103,895.288,1020.789,1132.377,1037.129,1112.646,1055.985,1107.240,954.345,881.040,880.933
43,1017.476,949.416,1045.770,1060.874,946.475,1020.785,1372.495,1425.981,1074.986,1060.005,1012.955,879.823,1026.438,901.208,1151.197,1297.233,933.984,895.753,1019.641,1125.225,1036.331,1103.459,1049.700,1098.737,948.555,880.612,879.063
44,1016.788,951.105,1043.222,1058.599,946.398,1018.929,1363.171,1413.577,1076.215,1057.747,1008.505,881.110,1028.761,900.713,1136.523,1303.255,933.467,896.842,1018.053,1116.675,1033.983,1096.093,1047.075,1087.189,942.529,879.985,877.217
45,1014.355,979.860,1047.763,1057.715,948.991,1019.168,1352.383,1403.050,1077.032,1056.676,1006.109,887.145,1033.941,901.696,1125.816,1335.035,938.090,896.511,1021.760,1108.192,1033.753,1088.597,1052.096,1077.946,936.795,879.116,875.341
46,1009.557,1006.528,1048.807,1056.398,948.508,1018.432,1341.197,1387.090,1074.868,1054.126,1003.047,891.137,1038.097,902.275,1116.045,1334.818,934.625,894.847,1035.934,1098.844,1031.024,1083.260,1056.991,1068.800,932.386,878.479,872.965
47,1004.669,1014.939,1045.693,1057.727,945.932,1019.791,1332.025,1383.547,1079.106,1052.829,998.670,891.103,1040.908,901.212,1101.685,1322.316,933.934,898.409,1042.989,1091.482,1029.174,1076.864,1066.320,1059.892,929.344,876.756,870.189
48,1001.636,1020.641,1042.573,1057.219,949.224,1018.253,1321.155,1374.967,1087.872,1051.951,994.838,893.341,1044.403,902.649,1091.593,1305.747,933.299,901.062,1043.430,1083.312,1028.138,1071.017,1063.817,1052.005,924.925,878.254,870.746
49,995.746,1063.105,1043.266,1057.182,950.502,1019.924,1312.854,1367.520,1089.060,1053.316,989.766,892.986,1048.675,902.530,1082.555,1287.084,930.346,900.912,1037.856,1076.677,1026.897,1064.423,1064.299,1045.477,919.707,877.329,868.509
50,993.409,1113.416,1046.957,1061.178,952.812,1020.384,1304.251,1358.018,1088.711,1053.739,987.581,891.708,1050.646,901.904,1075.461,1267.263,928.658,901.622,1035.259,1068.133,1026.810,1057.037,1061.057,1035.757,915.233,877.452,867.784
51,990.844,1147.189,1043.683,1064.347,952.598,1020.683,1296.054,1351.353,1086.604,1052.859,982.025,888.769,1051.198,902.237,1067.151,1246.994,926.174,900.575,1030.611,1060.623,1025.808,1050.632,1054.172,1029.498,912.833,876.724,865.655
52,989.790,1160.534,1039.341,1061.155,952.694,1020.451,1284.927,1338.764,1082.456,1051.375,977.414,887.363,1043.753,900.498,1061.127,1228.803,926.619,899.142,1025.120,1052.943,1021.907,1043.017,1046.407,1022.021,908.875,875.094,865.555
53,986.633,1158.109,1032.644,1059.154,949.855,1019.416,1275.504,1331.012,1076.484,1044.872,975.030,885.914,1034.295,900.636,1052.526,1211.208,923.977,897.440,1021.008,1044.720,1019.862,1037.450,1039.293,1017.631,905.762,872.490,862.137
54,984.288,1150.741,1028.236,1054.750,951.861,1018.073,1268.580,1319.065,1072.694,1042.392,971.893,883.445,1027.187,901.060,1042.568,1195.735,923.721,895.780,1015.450,1040.075,1017.406,1031.665,1035.675,1011.318,903.077,872.238,862.503
55,980.306,1143.156,1020.055,1051.559,950.987,1017.674,1258.429,1311.119,1073.075,1037.763,971.423,882.343,1020.637,900.421,1035.684,1181.267,921.970,894.416,1012.583,1033.039,1014.589,1023.000,1027.622,1004.624,899.036,872.433,861.367
56,976.271,1133.357,1014.896,1054.156,950.658,1018.720,1250.808,1301.387,1069.697,1036.290,969.238,881.333,1025.652,899.514,1027.952,1165.546,921.334,892.553,1008.797,1024.547,1013.590,1019.766,1022.370,1000.878,896.580,872.405,860.000
57,973.912,1122.238,1009.088,1057.537,950.059,1018.272,1246.073,1296.752,1068.062,1033.407,967.403,881.690,1026.107,899.861,1025.548,1152.185,920.015,891.894,1006.693,1021.407,1013.908,1017.810,1021.364,997.790,896.144,872.319,861.706
58,968.891,1110.946,1003.715,1090.345,952.568,1017.736,1239.491,1286.673,1066.030,1033.821,966.347,879.501,1029.983,900.080,1018.177,1138.259,919.501,889.353,1004.590,1014.554,1012.238,1014.723,1016.493,991.181,892.908,870.971,860.910
59,966.532,1099.967,998.222,1122.037,955.660,1018.129,1235.302,1280.247,1065.665,1044.559,965.009,880.973,1030.120,900.024,1012.108,1125.972,917.581,888.934,1004.626,1011.305,1012.929,1012.077,1016.633,988.845,893.216,872.208,860.359
60,964.353,1085.903,994.483,1132.838,956.343,1019.338,1228.093,1273.953,1062.927,1083.781,964.162,877.638,1026.068,900.827,1007.886,1112.540,916.264,887.401,1002.851,1008.063,1011.336,1012.165,1011.951,986.356,891.414,875.333,861.058
61,963.482,1075.464,988.836,1132.246,955.755,1018.805,1225.057,1264.398,1063.764,1101.571,962.659,878.353,1023.818,902.028,1006.561,1101.488,918.341,888.111,1004.636,1002.407,1033.523,1013.235,1013.193,983.199,890.192,875.391,862.614
62,959.184,1063.830,983.831,1131.219,953.516,1017.372,1218.366,1256.451,1059.756,1104.115,961.927,875.967,1027.955,901.946,1002.953,1088.269,918.755,886.585,1003.898,998.373,1058.009,1011.929,1011.054,979.834,888.376,874.826,860.850
63,959.960,1053.582,978.874,1130.166,954.773,1018.647,1215.176,1251.689,1058.512,1101.745,960.036,877.027,1026.742,902.175,997.353,1079.704,916.744,886.529,1003.376,995.460,1065.569,1029.719,1012.419,979.935,889.330,875.184,863.741
64,959.858,1043.034,974.651,1135.216,953.731,1017.613,1212.685,1243.147,1055.864,1098.820,958.684,874.919,1032.079,901.754,993.225,1069.963,916.549,883.330,1001.170,992.306,1070.030,1058.873,1017.912,978.184,889.046,873.761,864.645
65,957.673,1034.605,973.383,1142.663,953.683,1018.404,1206.758,1237.822,1053.704,1094.443,958.051,875.739,1030.403,903.132,990.240,1061.021,919.081,883.691,999.687,989.472,1068.075,1062.488,1018.117,975.407,890.346,874.176,863.827
66,956.612,1025.722,970.660,1144.125,951.799,1018.228,1203.275,1231.370,1052.599,1089.333,955.281,874.945,1027.210,903.958,985.277,1051.352,919.992,884.307,998.398,986.582,1066.626,1058.892,1016.432,973.273,888.278,874.650,864.505
67,954.288,1016.002,966.068,1140.072,951.820,1017.259,1196.907,1224.723,1049.108,1079.622,953.626,872.738,1018.893,903.824,979.897,1042.407,914.796,882.445,994.142,984.454,1067.273,1053.575,1010.255,968.397,888.601,875.695,863.904
68,953.608,1008.326,963.885,1132.216,950.429,1017.721,1190.964,1216.751,1045.325,1075.224,952.379,872.934,1013.196,903.399,975.778,1036.247,914.989,882.740,993.697,980.034,1070.069,1048.965,1010.839,965.890,888.834,875.645,863.374
69,952.711,1002.641,960.808,1126.620,950.720,1015.888,1188.002,1211.273,1046.019,1068.852,950.819,870.696,1014.482,904.753,971.523,1029.287,917.138,883.260,992.791,978.419,1069.192,1045.844,1007.116,965.457,888.964,876.986,863.846
70,953.896,994.832,959.860,1119.120,950.016,1014.966,1184.283,1207.960,1049.714,1064.701,948.176,870.529,1015.756,903.950,967.120,1022.587,914.761,884.505,990.407,974.629,1063.846,1042.073,1009.001,963.257,888.572,876.999,864.151
71,955.003,988.975,957.216,1115.210,949.197,1016.691,1185.582,1202.191,1051.951,1061.909,949.405,871.626,1013.626,904.102,968.428,1017.378,917.951,886.884,989.015,973.497,1061.057,1051.961,1022.043,962.005,893.887,876.579,865.928
72,951.292,984.870,954.177,1109.731,949.062,1014.844,1185.929,1198.465,1052.548,1055.575,950.086,871.262,1016.118,904.421,966.715,1012.226,918.138,892.957,990.727,973.447,1057.200,1086.321,1045.603,965.519,906.777,875.447,867.916
73,951.823,980.181,952.877,1106.451,945.746,1017.271,1189.144,1193.618,1053.236,1054.135,950.997,871.517,1019.824,903.508,967.742,1006.409,917.334,896.016,989.974,970.939,1052.844,1093.828,1057.484,968.737,913.370,876.935,870.209
74,950.138,973.974,951.124,1103.203,945.091,1013.209,1244.305,1191.526,1051.323,1054.858,951.142,870.444,1023.537,905.519,1015.100,1002.178,919.033,898.726,990.739,970.884,1050.329,1093.895,1060.172,967.658,916.341,878.499,867.725
75,952.232,969.749,950.091,1100.278,944.851,1014.125,1283.015,1186.904,1049.745,1057.618,949.684,872.521,1025.911,905.200,1084.337,997.505,920.513,898.141,989.445,971.705,1045.308,1090.513,1055.961,966.171,917.113,877.442,867.923
76,952.571,966.758,947.742,1095.343,945.591,1015.196,1287.302,1181.481,1047.958,1058.729,950.192,870.759,1029.268,905.140,1121.782,992.453,920.590,896.153,989.118,969.715,1040.641,1103.648,1058.722,965.130,917.144,876.759,869.010
77,953.291,962.562,946.628,1093.507,945.823,1014.865,1284.065,1177.791,1047.407,1056.601,948.214,873.027,1032.507,906.495,1166.954,989.599,922.410,898.462,988.480,970.046,1037.482,1124.816,1057.441,964.435,916.798,876.559,870.038
78,954.719,959.150,944.379,1090.493,943.084,1013.295,1277.093,1172.389,1046.855,1057.341,947.886,870.871,1031.854,906.295,1208.948,984.153,921.400,896.689,988.860,967.321,1032.089,1123.207,1053.397,963.261,916.970,876.075,868.122
79,957.746,956.784,946.326,1091.555,946.546,1014.050,1306.748,1174.343,1055.728,1058.046,947.741,874.122,1034.869,907.138,1250.243,984.129,918.902,898.413,990.745,967.409,1030.538,1121.633,1048.578,964.358,918.473,875.873,867.517
80,959.962,954.833,942.639,1090.335,945.896,1013.565,1338.898,1170.021,1059.322,1054.493,947.820,872.885,1038.156,908.030,1276.651,981.727,919.916,897.612,992.424,967.210,1025.862,1116.054,1043.081,971.820,919.438,876.683,867.901
81,958.124,951.797,943.176,1086.207,944.130,1014.811,1343.168,1167.612,1064.258,1051.087,947.321,871.141,1045.143,908.929,1302.214,980.201,922.363,898.390,990.933,964.493,1022.576,1111.754,1037.413,1012.613,923.308,877.043,869.990
82,960.775,949.626,942.732,1083.220,943.725,1014.611,1333.443,1166.108,1061.554,1045.701,946.896,873.408,1039.644,908.458,1320.872,976.963,921.018,898.754,990.347,963.476,1019.935,1104.576,1038.110,1031.926,926.994,876.718,873.641
83,967.497,946.496,940.611,1079.408,943.572,1014.142,1324.263,1158.694,1058.126,1043.970,943.405,872.760,1032.018,908.161,1317.234,974.139,921.482,900.112,988.350,965.761,1017.722,1096.618,1031.149,1034.328,927.215,875.922,872.445
84,980.105,944.344,939.848,1075.273,943.252,1013.457,1310.146,1155.331,1052.147,1040.101,942.457,870.057,1024.176,908.475,1300.577,973.509,921.808,899.930,988.926,966.105,1015.039,1088.719,1025.574,1033.055,926.720,875.686,869.826
85,984.290,942.260,938.838,1073.111,944.148,1014.883,1301.062,1151.554,1052.809,1036.717,957.455,872.453,1021.551,909.042,1282.700,1016.965,924.549,900.593,989.706,968.207,1014.775,1083.249,1023.416,1060.307,931.764,876.060,872.032
86,983.594,941.316,938.889,1069.969,944.693,1014.817,1290.225,1145.764,1055.443,1034.262,982.477,877.291,1026.023,910.424,1264.343,1104.092,928.755,900.067,998.340,995.126,1014.299,1075.913,1021.746,1094.678,946.101,877.649,877.050
87,984.683,940.097,938.543,1067.505,945.397,1014.174,1283.646,1145.535,1057.367,1033.010,989.536,879.103,1024.695,909.879,1246.261,1160.678,930.030,900.131,1011.127,1010.018,1013.918,1074.056,1021.146,1117.341,954.066,877.634,876.970
88,991.893,938.401,937.658,1066.711,943.431,1011.957,1274.279,1143.663,1057.246,1033.593,1003.127,881.185,1030.268,909.933,1226.411,1215.971,935.898,900.941,1014.586,1015.507,1011.977,1069.240,1019.591,1135.536,956.682,877.357,878.284
89,1016.142,937.899,939.085,1063.975,945.359,1016.221,1264.031,1140.603,1061.532,1035.386,1034.440,884.167,1036.963,910.797,1211.290,1283.193,936.692,902.252,1015.072,1020.897,1012.822,1066.538,1022.587,1155.480,957.380,878.709,878.720
90,1018.652,936.562,939.090,1062.728,943.539,1013.377,1257.363,1137.011,1059.616,1033.869,1040.468,891.235,1043.383,911.282,1195.721,1325.346,938.975,900.692,1013.061,1021.991,1013.488,1061.523,1023.370,1166.906,953.547,877.950,879.880
91,1016.377,935.341,938.169,1060.101,945.333,1016.255,1250.823,1133.916,1055.208,1031.204,1038.439,893.880,1038.569,910.392,1179.613,1329.216,939.247,899.596,1010.875,1020.200,1013.559,1055.246,1020.384,1162.976,948.371,877.156,876.458
92,1013.211,934.641,937.996,1057.423,944.245,1012.354,1241.111,1130.048,1050.078,1028.504,1032.330,894.981,1030.399,909.968,1163.177,1320.428,935.613,898.514,1007.549,1014.694,1013.272,1049.447,1015.707,1152.875,944.736,875.521,875.029
93,1008.602,934.554,939.534,1057.836,942.830,1014.180,1235.509,1125.304,1050.128,1028.140,1030.443,894.713,1027.244,909.226,1147.023,1336.354,936.776,896.502,1006.387,1011.867,1016.337,1044.733,1012.658,1144.124,938.469,876.870,874.246
94,1005.187,934.000,938.569,1056.122,943.216,1015.388,1233.841,1125.760,1053.635,1028.000,1059.414,893.229,1021.804,908.380,1135.343,1332.607,935.892,894.507,1008.678,1007.474,1018.025,1039.952,1010.501,1133.728,933.415,877.612,873.663
95,1002.268,944.625,939.654,1057.187,944.524,1016.789,1230.146,1127.100,1056.082,1027.535,1103.503,894.846,1023.257,908.157,1121.730,1316.194,934.560,894.687,1008.471,1008.120,1020.128,1037.051,1009.204,1120.382,927.987,878.036,872.793
96,1000.110,993.008,949.106,1060.594,948.005,1018.468,1250.830,1129.134,1059.380,1036.734,1131.385,893.857,1024.334,908.798,1111.799,1301.422,931.634,891.855,1008.954,1016.329,1052.386,1037.989,1014.316,1112.270,924.537,878.730,871.372
97,994.831,1055.429,956.104,1062.389,949.663,1021.980,1296.530,1128.957,1061.275,1073.275,1159.305,891.439,1031.494,909.258,1100.761,1288.428,933.699,891.067,1008.216,1045.905,1078.694,1033.749,1019.449,1101.951,923.179,878.562,871.965
98,993.531,1105.059,965.355,1068.003,952.249,1021.757,1305.668,1128.550,1061.702,1088.943,1167.785,892.132,1031.917,908.366,1087.941,1315.325,933.973,891.110,1006.516,1065.140,1086.100,1033.366,1023.165,1094.212,919.201,877.788,872.265
99,990.922,1141.746,967.276,1076.498,954.086,1023.724,1314.547,1127.909,1060.848,1091.566,1175.171,889.916,1035.692,908.871,1079.910,1342.904,937.118,890.826,1004.854,1082.383,1083.216,1032.640,1036.994,1087.218,918.244,877.767,871.191
100,986.673,1150.451,968.099,1121.665,958.164,1026.122,1362.672,1132.624,1061.802,1091.395,1198.735,891.954,1037.447,909.747,1072.445,1367.073,935.573,889.923,1005.414,1095.918,1082.581,1035.885,1054.025,1081.365,917.388,876.942,871.096
101,983.675,1153.955,969.685,1148.663,961.541,1027.463,1377.545,1133.768,1063.227,1087.931,1212.940,888.656,1033.576,909.604,1063.845,1383.018,937.022,890.657,1004.627,1113.838,1082.199,1037.464,1065.601,1075.175,916.139,876.801,872.095
102,983.415,1171.617,978.203,1158.297,962.042,1027.778,1374.156,1137.007,1066.729,1086.114,1232.008,888.330,1035.887,908.402,1055.586,1379.424,937.345,894.058,1006.538,1131.710,1113.287,1038.601,1068.951,1065.353,916.402,876.662,870.754
103,978.766,1182.442,1001.749,1160.995,962.005,1028.801,1367.170,1141.811,1073.120,1082.497,1233.139,887.929,1040.951,909.710,1050.101,1366.154,938.712,895.669,1005.587,1137.418,1133.369,1052.829,1074.701,1059.464,914.765,876.743,873.142
104,975.822,1179.288,1011.123,1158.691,963.746,1026.764,1357.991,1145.130,1075.252,1074.946,1225.509,887.657,1046.599,908.864,1041.954,1351.250,936.468,896.108,1003.943,1137.565,1131.219,1082.412,1077.300,1055.151,913.133,877.652,874.084
105,972.741,1169.608,1012.639,1155.266,963.234,1026.395,1347.478,1144.182,1076.772,1072.698,1214.340,886.115,1041.987,909.345,1034.681,1332.081,936.081,895.325,1002.940,1132.767,1123.895,1089.744,1076.672,1048.517,911.518,877.816,871.738
106,972.193,1161.166,1022.645,1154.918,960.875,1023.758,1339.007,1145.494,1075.323,1068.513,1201.854,884.014,1036.315,908.759,1027.501,1314.321,934.671,894.942,1000.036,1124.878,1116.061,1088.032,1073.291,1042.416,910.501,875.442,872.063
107,968.183,1152.296,1036.418,1148.913,959.884,1022.818,1326.355,1138.669,1072.282,1063.047,1187.178,881.953,1029.295,907.427,1021.947,1293.806,930.535,893.691,998.278,1115.864,1106.675,1079.959,1067.749,1035.237,905.383,875.699,871.149
108,966.091,1139.267,1036.930,1140.839,957.568,1021.118,1315.472,1134.888,1066.759,1057.518,1171.232,880.707,1026.994,905.508,1017.014,1274.457,930.823,892.137,994.115,1107.022,1098.672,1072.183,1058.756,1029.193,903.919,873.194,868.244
109,964.057,1125.129,1033.916,1132.951,956.756,1021.365,1305.135,1129.425,1061.649,1055.288,1158.549,880.222,1029.144,905.565,1007.460,1257.791,928.319,892.639,994.533,1098.147,1090.963,1063.547,1050.483,1021.623,899.244,873.236,867.201
110,963.838,1112.997,1029.991,1125.326,954.103,1017.455,1291.993,1123.679,1056.149,1053.245,1145.516,878.378,1023.713,904.686,1003.113,1239.300,925.267,890.748,991.565,1087.301,1083.397,1056.792,1045.459,1017.252,897.733,874.003,865.098
111,960.857,1099.133,1024.488,1119.830,952.382,1016.365,1283.435,1120.172,1054.380,1049.438,1133.912,877.754,1028.908,904.837,997.970,1222.726,925.960,889.740,990.088,1081.221,1077.530,1049.232,1035.694,1010.557,895.174,873.851,864.632
