 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46
18,953.529,1077.661,1121.271,1041.218,993.237,1002.746,983.954,1004.125,982.262,994.420,952.043,926.642,924.352,1071.262,1084.377,1031.124,980.697,983.744,960.273,934.568,1011.750,1015.956,1006.355,1015.764,1041.456,957.921,963.912,1005.343,986.584,1011.524,1025.118,1005.919,965.719,973.567,985.145,1020.003,1010.136,1003.542,1018.627,1029.393,982.392,995.854,1028.172,971.474,984.868,958.956
19,952.767,1078.550,1121.286,1040.884,992.030,1002.443,984.323,1003.760,981.897,995.509,953.611,924.868,927.407,1071.036,1084.149,1029.820,980.462,984.606,959.581,934.575,1013.180,1018.305,1006.214,1015.856,1041.440,958.322,964.610,1007.161,985.929,1011.555,1025.019,1005.659,963.289,971.877,984.055,1021.485,1008.595,1003.384,1021.178,1030.881,983.871,995.146,1029.853,972.507,983.551,959.242
20,953.453,1078.988,1120.469,1040.254,993.293,1001.046,983.648,1003.051,982.902,995.661,951.949,925.960,926.402,1070.108,1082.971,1029.961,981.499,982.651,960.473,935.034,1012.182,1017.260,1006.690,1015.400,1041.541,958.487,965.753,1008.122,987.041,1011.757,1025.297,1006.611,965.561,972.383,984.731,1021.361,1009.198,1005.320,1020.400,1029.905,983.195,997.691,1030.317,972.536,985.221,959.769
21,952.729,1078.039,1120.855,1038.837,992.397,1002.751,984.120,1003.300,981.183,997.579,953.010,924.974,926.862,1072.020,1082.451,1029.256,981.447,983.946,959.310,935.696,1013.625,1016.766,1005.806,1013.544,1041.422,959.561,963.433,1006.341,986.736,1011.204,1027.549,1006.302,964.004,970.872,984.557,1020.301,1008.502,1004.390,1020.097,1030.993,983.035,996.726,1030.016,972.422,984.058,959.295
22,952.025,1077.837,1121.717,1040.850,992.403,1003.580,982.954,1003.929,982.892,996.186,953.195,925.165,927.793,1071.843,1082.078,1031.444,980.917,983.920,958.982,935.540,1012.309,1017.470,1007.306,1012.957,1041.501,959.321,963.451,1006.319,986.155,1010.336,1026.074,1008.625,964.702,973.423,983.913,1021.193,1007.860,1004.195,1019.780,1030.464,984.410,995.828,1029.994,972.179,985.446,959.149
23,953.095,1079.922,1120.359,1038.159,991.712,1002.241,982.782,1004.268,981.442,995.499,951.391,925.423,926.872,1070.127,1084.321,1030.344,978.700,982.636,959.122,935.248,1014.964,1017.456,1007.012,1013.018,1040.703,957.456,965.058,1009.345,985.312,1009.567,1025.420,1006.178,965.244,971.937,984.088,1020.696,1006.879,1004.372,1020.952,1031.658,983.177,995.216,1031.260,971.779,984.385,959.116
24,953.454,1078.751,1121.229,1038.510,991.408,1002.947,981.017,1003.266,983.940,995.936,952.586,925.909,927.216,1071.996,1084.024,1030.304,978.752,981.033,959.057,934.684,1012.888,1018.171,1005.107,1013.823,1041.543,958.126,964.694,1007.562,984.873,1009.548,1025.320,1006.276,963.002,972.586,983.847,1018.838,1007.010,1003.605,1020.065,1029.372,984.341,997.599,1031.437,970.146,984.930,958.289
25,953.033,1081.035,1120.599,1038.398,992.618,1002.782,982.760,1003.352,982.591,994.751,951.889,924.894,928.082,1070.921,1082.984,1031.357,981.258,982.765,958.620,933.869,1014.677,1018.136,1004.986,1016.051,1040.798,957.743,964.372,1008.393,985.450,1010.688,1026.318,1004.916,965.032,973.664,984.811,1020.088,1009.211,1004.559,1019.384,1032.033,984.242,998.707,1029.394,971.837,984.212,958.867
26,953.339,1076.255,1120.738,1038.476,991.077,1003.068,983.896,1004.177,982.761,994.643,950.080,924.463,927.146,1071.536,1083.521,1029.336,980.397,983.854,958.084,934.131,1012.840,1018.992,1005.838,1013.585,1040.271,958.033,963.115,1005.655,984.631,1010.927,1024.825,1006.068,964.186,972.176,984.481,1019.465,1008.263,1004.747,1021.297,1029.720,983.275,995.039,1029.554,971.747,985.114,957.453
27,953.215,1077.959,1120.227,1037.766,991.326,1003.296,983.926,1003.309,982.795,994.818,952.413,924.232,927.431,1071.411,1084.234,1031.066,980.262,982.627,959.145,933.129,1014.179,1017.888,1004.740,1012.851,1040.524,958.506,963.852,1006.132,985.642,1010.163,1023.974,1004.461,964.334,972.493,984.396,1021.003,1008.270,1002.994,1018.870,1029.425,982.849,998.376,1031.019,971.692,984.104,959.151
28,953.558,1080.692,1119.244,1037.072,991.255,1002.395,983.604,1002.817,982.073,992.478,950.991,925.020,928.217,1070.500,1083.543,1029.349,978.824,981.787,958.518,932.023,1012.697,1019.502,1006.278,1012.185,1039.025,958.085,963.776,1008.685,984.515,1009.758,1024.217,1004.111,962.912,971.606,984.254,1018.543,1007.730,1003.795,1018.336,1027.959,984.523,996.723,1030.167,969.791,985.046,957.400
29,953.869,1076.558,1120.881,1037.329,991.227,1002.195,983.569,1001.816,982.217,996.813,951.899,923.806,927.223,1071.694,1083.608,1030.208,978.900,983.639,958.289,935.195,1014.407,1019.049,1005.875,1014.317,1041.386,959.261,964.498,1007.412,985.810,1010.029,1024.395,1006.265,963.718,969.903,982.950,1019.500,1006.792,1003.499,1018.160,1030.873,983.234,996.296,1028.580,972.017,985.373,959.615
30,954.090,1079.270,1120.610,1037.861,992.528,1002.304,983.995,1003.143,982.682,994.683,952.026,924.112,927.905,1069.653,1084.532,1029.781,979.407,983.456,958.815,934.435,1012.309,1019.369,1005.066,1015.378,1041.549,957.991,964.483,1009.286,986.767,1011.854,1024.323,1005.602,963.947,971.860,984.287,1021.542,1008.156,1004.867,1019.617,1031.010,984.052,995.099,1029.988,971.778,984.958,957.061
31,952.675,1077.690,1119.011,1036.788,992.116,1003.566,982.791,1002.829,982.069,993.302,951.814,924.412,926.579,1070.378,1084.326,1030.700,978.267,983.487,957.893,933.366,1012.753,1016.265,1005.014,1012.388,1040.917,958.752,965.383,1006.336,985.792,1009.544,1024.661,1004.440,963.374,971.530,983.252,1021.736,1005.789,1003.981,1020.179,1030.205,981.987,996.507,1029.518,972.744,985.517,958.596
32,952.869,1078.188,1119.555,1036.927,991.414,1003.110,982.234,1002.718,981.966,995.091,951.590,923.656,927.743,1070.987,1082.547,1030.047,978.255,981.562,958.424,933.167,1013.193,1016.780,1003.545,1013.353,1039.810,958.095,963.321,1008.957,984.052,1009.224,1024.365,1005.824,964.262,970.711,984.228,1019.696,1005.352,1003.015,1017.287,1030.050,981.591,996.120,1029.209,971.084,984.415,958.093
33,951.934,1078.160,1119.925,1036.673,991.254,1001.747,982.831,1003.283,981.726,994.629,950.455,924.928,927.873,1072.964,1081.356,1031.027,980.709,982.438,958.598,933.193,1012.144,1019.450,1005.581,1012.902,1040.893,959.413,963.593,1003.744,985.180,1009.439,1024.898,1004.980,964.090,971.637,983.676,1020.200,1006.993,1002.851,1020.451,1030.270,982.959,996.880,1030.123,970.851,985.952,958.771
34,950.565,1078.101,1119.373,1036.444,990.402,1002.951,981.919,1002.836,981.535,995.314,951.316,925.765,928.132,1069.941,1083.630,1030.159,978.300,982.132,957.635,931.869,1013.662,1018.300,1005.578,1015.800,1040.523,958.067,963.965,1007.848,985.917,1008.934,1024.908,1003.782,964.374,972.387,983.895,1019.947,1008.236,1004.725,1020.115,1030.554,983.972,997.584,1030.286,971.803,984.924,959.170
35,950.968,1077.700,1119.166,1034.806,990.632,1000.975,981.528,1002.619,981.219,994.743,951.633,924.035,926.005,1070.060,1082.799,1031.376,979.283,983.105,956.931,933.430,1013.572,1018.766,1005.995,1014.641,1040.261,958.351,963.558,1008.803,985.005,1010.804,1025.168,1003.887,963.776,971.117,983.470,1020.405,1007.244,1003.944,1019.656,1028.824,982.889,994.945,1030.298,970.254,983.271,957.114
36,951.619,1077.506,1117.230,1036.043,991.742,1002.536,981.148,1002.093,981.954,994.893,951.899,924.020,926.496,1069.441,1083.306,1030.722,980.855,981.942,956.643,932.725,1014.086,1017.452,1005.393,1014.125,1040.761,957.677,963.962,1005.314,984.667,1010.233,1025.182,1004.278,962.358,974.108,984.427,1019.681,1007.124,1002.614,1020.356,1030.178,983.607,994.881,1030.253,972.446,985.093,957.809
37,953.835,1073.357,1117.377,1035.750,991.048,1001.500,982.068,1001.070,982.497,994.773,951.749,925.308,928.372,1069.845,1083.872,1029.745,978.729,981.179,957.625,932.777,1013.989,1016.169,1005.251,1013.581,1039.283,956.298,964.470,1004.926,985.550,1010.001,1024.380,1001.414,962.642,971.666,982.740,1020.529,1007.074,1002.305,1017.637,1029.943,981.614,995.736,1029.049,971.754,985.343,957.113
38,955.389,1078.723,1120.171,1036.366,992.300,1000.104,982.879,1004.781,983.157,995.091,952.643,925.492,926.272,1070.841,1085.379,1027.670,978.697,980.732,958.246,933.991,1014.460,1019.332,1005.376,1014.710,1039.529,956.709,964.759,1005.267,984.999,1011.678,1025.314,1005.378,962.946,971.777,983.951,1021.410,1006.969,1005.254,1019.765,1029.456,982.736,996.590,1028.784,971.514,984.933,957.656
39,958.186,1076.303,1118.516,1035.435,992.370,1000.868,983.021,1016.714,984.382,994.222,953.871,924.652,927.250,1069.742,1082.117,1029.194,980.352,980.895,955.615,933.314,1013.097,1017.943,1006.169,1013.016,1040.381,958.319,963.953,1008.839,984.012,1009.384,1024.695,1004.347,963.696,971.410,982.746,1020.000,1007.132,1002.888,1018.090,1029.270,983.910,996.475,1030.494,973.427,985.013,957.107
40,961.665,1077.236,1119.086,1035.714,992.059,1001.292,983.758,1029.751,984.011,993.284,950.630,924.942,926.942,1070.078,1083.772,1028.730,980.677,980.768,956.092,931.042,1013.526,1018.076,1004.892,1013.906,1038.595,956.236,962.431,1007.594,985.557,1009.589,1025.404,1003.883,963.964,970.945,983.252,1018.880,1007.649,1002.766,1018.472,1029.856,983.145,994.318,1029.850,972.422,985.715,957.114
41,960.233,1076.895,1119.387,1035.465,990.631,1002.612,983.720,1029.069,985.544,995.430,952.297,923.307,927.819,1070.047,1082.435,1028.883,979.409,982.429,957.795,931.997,1013.232,1017.891,1004.834,1014.204,1039.074,957.498,963.934,1008.273,985.417,1009.433,1025.689,1004.465,963.860,972.943,983.201,1020.336,1005.757,1004.192,1017.405,1028.634,982.595,997.124,1030.204,969.464,982.998,957.259
42,958.895,1076.387,1118.731,1034.411,991.691,1001.238,984.227,1024.433,983.332,996.230,952.096,923.684,926.530,1069.360,1084.261,1030.369,979.426,982.067,956.275,931.580,1012.429,1017.461,1005.708,1013.708,1039.298,958.031,963.746,1006.603,985.881,1008.583,1024.535,1004.240,964.554,970.641,982.207,1020.388,1006.888,1003.439,1018.855,1030.814,982.586,994.819,1028.443,971.288,984.065,957.815
43,958.462,1076.356,1118.885,1035.192,989.683,1001.203,984.390,1025.759,984.018,995.601,951.357,925.805,926.851,1071.320,1083.171,1029.910,979.281,982.677,955.047,933.468,1014.117,1018.115,1005.006,1012.214,1039.416,957.617,963.680,1009.095,987.263,1010.997,1025.283,1004.306,963.927,971.386,983.166,1018.480,1006.592,1001.910,1019.402,1030.088,982.808,995.664,1030.209,971.553,984.668,958.043
44,957.636,1078.666,1118.928,1041.651,989.667,1001.774,983.037,1028.575,983.290,994.071,952.001,924.424,927.310,1070.217,1083.825,1028.573,978.398,983.525,955.392,931.906,1013.011,1018.292,1004.455,1014.042,1039.976,957.725,964.956,1007.284,983.704,1009.436,1024.889,1003.621,964.057,971.358,984.192,1018.957,1005.986,1002.259,1020.327,1028.432,984.434,995.773,1029.254,971.759,986.861,958.949
45,955.143,1075.842,1119.061,1046.849,991.159,1002.144,983.524,1026.029,982.987,994.817,951.682,925.345,925.596,1069.616,1082.951,1029.966,979.560,981.496,954.995,932.550,1012.449,1017.422,1004.033,1013.398,1039.114,958.068,963.217,1004.213,983.782,1011.629,1024.594,1003.022,962.684,971.394,983.594,1017.690,1007.453,1002.812,1020.560,1029.756,983.588,998.072,1030.513,972.618,985.653,958.255
46,954.724,1076.165,1117.755,1051.139,991.451,1001.748,982.587,1021.918,983.162,992.605,952.950,924.177,927.094,1067.712,1083.298,1029.110,980.248,982.458,956.662,932.376,1013.327,1017.835,1004.381,1013.778,1039.433,957.646,964.064,1006.456,985.313,1011.868,1024.653,1002.257,962.935,972.213,983.097,1019.725,1005.786,1002.797,1018.126,1029.809,983.339,997.143,1030.175,971.882,985.672,958.046
47,955.193,1078.978,1117.590,1050.839,990.692,1001.469,980.882,1017.985,981.829,994.473,950.022,923.823,927.609,1069.673,1083.320,1027.861,977.591,981.385,956.031,933.416,1012.374,1017.584,1003.387,1013.868,1040.027,957.211,962.881,1006.414,983.872,1009.560,1023.971,1002.911,961.449,970.808,982.064,1018.894,1006.211,1003.139,1017.746,1028.956,981.765,996.838,1028.637,970.949,983.650,955.651
48,954.612,1077.070,1118.766,1051.643,989.819,999.583,981.778,1015.745,981.482,993.577,951.649,923.160,926.982,1070.614,1082.455,1029.463,977.940,982.400,955.213,931.279,1014.160,1017.653,1003.688,1013.549,1040.222,955.488,963.817,1006.362,983.245,1009.937,1024.110,1002.152,963.435,970.257,982.781,1018.372,1005.679,1002.784,1018.282,1028.738,981.969,996.048,1031.014,972.243,984.850,957.480
49,953.849,1077.129,1120.069,1051.174,991.735,1002.927,982.572,1015.567,981.945,994.559,952.637,924.123,926.348,1069.152,1082.388,1030.024,977.746,982.936,955.417,932.176,1013.012,1018.337,1003.155,1013.894,1040.064,956.222,963.778,1006.206,984.236,1010.688,1025.725,1002.853,962.990,970.252,982.750,1019.453,1005.062,1002.624,1017.629,1029.207,981.645,995.678,1029.250,972.843,984.815,957.327
50,951.909,1076.439,1118.724,1050.768,991.117,1002.559,984.162,1023.106,983.099,996.112,949.713,924.976,926.160,1070.107,1082.088,1029.128,978.446,981.163,955.020,931.545,1012.565,1017.077,1005.318,1013.373,1040.849,955.591,962.939,1009.802,983.780,1010.109,1025.367,1001.842,963.206,970.968,982.811,1020.364,1004.937,1002.954,1019.303,1028.652,981.344,997.787,1028.973,971.444,983.801,956.984
51,952.494,1074.801,1119.121,1050.053,992.092,1002.880,981.265,1029.628,983.501,993.911,951.769,924.511,926.148,1070.361,1083.684,1028.115,978.675,982.025,955.296,932.174,1012.672,1017.423,1002.753,1013.634,1039.777,956.063,963.827,1003.857,985.020,1008.429,1024.943,1003.158,963.903,969.785,982.751,1018.436,1004.875,1002.207,1018.904,1028.271,982.191,996.939,1028.208,972.202,984.350,957.275
52,952.024,1074.488,1118.773,1049.516,989.130,1000.191,984.289,1025.372,983.336,995.397,951.252,923.788,927.023,1068.785,1084.968,1028.535,978.385,980.857,955.851,932.416,1013.539,1017.333,1004.141,1014.642,1037.521,956.992,963.348,1005.943,983.943,1009.854,1024.794,1000.160,962.437,972.425,982.549,1017.054,1005.289,1002.271,1018.373,1029.339,983.387,994.683,1029.073,972.058,983.563,957.033
53,950.428,1075.581,1118.602,1048.161,990.945,1001.325,981.751,1022.483,982.668,992.640,952.438,923.637,926.408,1068.984,1082.543,1028.663,978.404,980.582,955.994,931.885,1013.081,1015.460,1002.026,1012.350,1038.882,955.139,963.427,1004.050,985.726,1009.826,1023.763,1002.797,961.777,970.199,983.736,1017.688,1005.118,1001.817,1018.349,1028.427,981.434,996.123,1029.664,970.467,985.237,957.762
54,951.527,1074.474,1119.340,1046.268,990.295,1000.002,980.867,1019.820,983.702,993.770,951.689,924.008,926.706,1068.755,1083.909,1027.629,977.602,981.586,955.843,931.753,1011.382,1014.001,1003.829,1013.174,1038.102,957.316,963.089,1007.622,983.188,1009.128,1024.440,1005.572,962.680,969.880,982.953,1019.331,1004.735,1000.816,1020.250,1028.173,981.322,994.464,1029.866,971.584,984.563,954.701
55,950.301,1076.625,1119.008,1045.808,990.724,1001.277,982.460,1017.140,984.028,996.196,952.047,922.739,927.469,1067.736,1082.448,1030.189,978.226,981.070,955.657,932.774,1011.162,1015.473,1004.325,1015.539,1039.711,956.663,963.045,1004.584,983.869,1009.895,1024.529,1004.940,963.412,970.741,982.241,1019.418,1005.710,1003.862,1017.857,1027.495,983.056,996.995,1031.150,972.174,983.906,956.213
56,951.737,1079.599,1121.358,1046.297,989.769,1000.726,982.068,1016.451,984.033,994.168,951.826,924.793,928.141,1070.423,1084.100,1029.922,977.742,979.778,956.171,931.494,1013.109,1016.980,1004.664,1012.665,1038.115,955.251,961.675,1006.544,983.410,1008.965,1022.929,1005.805,961.572,971.775,981.215,1018.988,1004.868,1001.312,1016.405,1028.175,980.119,994.935,1031.095,971.959,985.014,956.610
57,953.674,1078.975,1123.746,1044.732,990.285,998.794,981.237,1013.552,982.066,996.666,951.104,922.838,926.231,1068.527,1085.048,1030.302,978.813,980.154,958.631,933.075,1014.426,1017.325,1002.861,1014.310,1036.698,955.619,962.952,1006.714,985.028,1008.682,1024.373,1007.025,961.664,968.715,981.620,1020.525,1004.178,1002.317,1019.225,1029.125,980.775,998.039,1029.096,972.298,984.312,955.304
58,956.084,1080.156,1124.797,1043.790,990.889,1000.015,982.294,1013.799,981.060,992.696,951.246,923.765,927.434,1069.061,1084.532,1031.484,980.560,981.101,960.722,934.664,1013.053,1016.656,1004.874,1014.559,1036.287,955.417,963.434,1007.039,983.707,1008.766,1023.724,1007.011,962.125,969.863,982.255,1019.953,1003.664,1002.043,1020.703,1029.638,981.746,997.713,1030.200,970.513,984.626,956.752
59,955.696,1078.525,1124.588,1043.117,989.264,1000.835,982.120,1011.750,982.988,994.455,952.437,923.860,928.140,1069.783,1084.525,1032.604,979.177,980.990,959.629,934.002,1012.905,1017.025,1004.364,1014.151,1035.660,954.081,961.523,1009.855,986.004,1007.483,1022.973,1007.396,960.859,969.665,980.312,1021.183,1003.624,1001.246,1020.830,1030.129,981.461,997.049,1031.021,974.065,984.127,954.875
60,954.829,1079.906,1127.178,1042.014,989.066,999.557,981.779,1012.042,981.952,992.547,951.299,923.170,928.182,1068.466,1086.673,1031.565,979.367,979.976,957.632,934.048,1012.917,1018.514,1005.187,1012.639,1034.998,953.049,961.283,1009.692,984.598,1007.043,1021.861,1008.724,959.396,969.761,980.109,1021.064,1002.064,1000.418,1019.091,1028.850,981.006,998.006,1030.503,971.711,983.675,954.424
61,956.906,1081.012,1128.869,1040.426,989.880,999.281,981.582,1010.272,981.492,992.723,952.037,922.077,927.873,1069.205,1086.874,1033.634,977.709,979.527,957.762,933.492,1014.228,1018.833,1004.661,1012.555,1034.559,953.389,961.655,1008.033,986.419,1005.473,1022.855,1008.503,960.238,969.412,980.406,1024.353,1001.869,999.329,1019.874,1027.580,977.133,998.396,1029.128,971.539,984.770,954.578
62,958.455,1079.875,1131.871,1039.091,987.804,999.532,981.084,1010.597,982.487,993.520,949.090,922.132,926.658,1067.676,1087.147,1033.148,978.983,979.972,956.557,932.622,1013.002,1018.237,1003.399,1010.924,1032.691,953.494,960.817,1006.961,984.739,1005.423,1021.333,1008.706,959.402,971.570,978.758,1024.193,1001.346,999.992,1019.537,1028.102,978.408,997.636,1029.101,970.904,986.360,953.153
63,958.276,1083.498,1132.093,1036.971,989.279,998.087,979.915,1009.500,980.968,992.835,950.087,921.916,927.885,1065.392,1087.194,1034.444,976.348,978.534,954.234,932.913,1014.365,1020.209,1003.643,1011.133,1033.462,951.939,960.613,1006.089,984.237,1005.402,1021.050,1008.467,959.255,971.570,978.028,1024.317,1001.911,999.289,1018.982,1026.767,978.859,997.249,1029.542,970.366,983.893,952.910
64,958.876,1084.603,1131.201,1036.953,989.452,997.729,980.766,1008.546,981.192,993.395,948.384,922.958,926.129,1066.820,1087.276,1032.910,977.526,978.809,955.982,931.853,1012.265,1019.002,1003.543,1011.790,1033.567,951.214,962.072,1008.163,985.377,1004.387,1020.555,1009.099,957.743,970.437,978.757,1022.396,1001.054,999.630,1019.938,1026.536,977.095,995.240,1028.340,970.184,984.689,953.428
